"VMH","AH","PVN","POM","ICO","GCT","TNA","AI","LS","BSTm","p_combo","gene"
-0.106309304810404,0.22467786475313,-0.875102036134621,-0.392446085190865,0.067349811915403,-1.00250558270078,-1.23805191988011,-0.404699103189446,0.073605940316351,-0.112677908644865,-0.252561996917865,"A2M"
0.643699888293261,1.17250125095879,0.334861545990576,0.282828838764458,2.18285252431519,1.216989299696,0.0594087933299451,0.0187168098568775,0.811294303436879,0.790252744373682,0.716976316333471,"AAAS"
0.246403728825004,-0.758849160427162,0.10384138003638,-0.0149922585035016,-0.340560961084315,0.00105567981288512,0.0974838868784563,-0.0481905483124645,-0.678022550593676,-0.804248146557329,-0.0315914034079831,"AACS"
0.00980783908464795,0.351770002356881,0.696818866347401,0.750711169288866,0.30228691803525,-0.138475958897107,0.173238581732301,0.0425128973574499,0.0907210738391482,0.0878405118829964,0.131979827785725,"AADAT"
-0.202496648470587,0.178576852090637,-0.00830908704255064,0.412599638423225,0.37170026414833,-0.0152878865013453,0.669950763458418,0.164345102971998,0.117823075300738,0.373777210597964,0.171460977531318,"AAGAB"
-0.398148510380116,-0.293812129004276,-0.853775254198928,-0.377752656994414,-0.200759066495833,0.27308125554894,-1.74280409676003,0.127499991043834,0.268094884949531,-0.0669787299523667,-0.247285597750055,"AAK1"
0.0417986929439794,0.116022144229591,-0.162218202359634,-0.220330266986368,0.119634428960799,0.144474181220001,-0.0847335026979504,0.363635173682581,0.021855978065792,0.266158695770453,0.0789104185867853,"AAMP"
-0.257490764263708,-0.0947908728878084,-0.068043376709723,0.324357304889808,-0.180635536217928,-0.00365415947765753,0.191818563247358,-0.0906874015074463,-0.881640437037345,-1.13943302520202,-0.0927391371976273,"AAR2"
0.273020379175747,0.919660963189291,-0.735487428342429,0.776693426054717,-0.0102130978017493,0.173229529579534,-0.0243713453134289,0.648870288976813,1.50415934624915,0.314379618946372,0.293699999061059,"AARS"
-0.109359838765213,-0.515122917053791,0.154727179694286,0.00197642662834939,-0.0136079090733399,0.00610092356099462,0.495563731903898,0.446296452088197,-0.395837441143565,-0.134346480139666,-0.00581574122249528,"AASDH"
0.0663597107094979,0.222852726437293,0.75074696244917,0.410436874233312,0.53919360181257,0.0247619722741174,0.556390868185649,-0.0169137444987149,0.186808632893767,0.182987700806853,0.20483067966553,"AASDHPPT"
-0.000169264768995047,0.950868460182671,0.0455672089751419,-0.333361791387514,-0.106190410830759,2.14636276007155,0.716909222962167,0.65730125422723,2.39899413576698,0.588993331970998,0.623147293099114,"AATK"
-0.332924263677406,0.0617215576003465,0.414090305882394,0.437420087567509,-0.474308795764855,0.174530303954798,-0.242769452088794,-0.000320171495146442,-0.236161128569733,-0.748744909573327,-0.11824065003244,"ABAT"
0.0881692377962945,0.3898921653234,-2.01486479283683,-0.843110521396351,0.0899239949891436,0.508857992002103,-0.3455057785467,-0.636582980497406,0.0444812688728237,0.485645349846162,0.0663252533345591,"ABCA1"
-0.0524227858399723,1.07099224859665,-0.917090679593141,-0.305067726057132,-0.114950461539922,1.67214012764177,-0.323308190023848,0.225120269731439,1.63654289634991,0.416416903004503,0.0863487419457332,"ABCA2"
-0.0848361379509957,-0.096523153914458,-1.96886281948677,-1.77302515819363,-0.366157821516024,0.111872069934219,-0.0615349148436742,-0.00381287399430954,-0.0469475069583923,0.00200738899258707,-0.073185526397335,"ABCA3"
0.334176443365839,0.453273861087776,-0.446910503756057,-0.0680940455046512,-0.251024631413132,0.876048645157261,0.099778469949202,-0.0600237240180712,1.46434116471071,-0.363375008852129,0.0198773729655654,"ABCA5"
0.0121090482364568,0.449306804778837,0.150585668519965,0.101048199716324,-0.169838242860603,0.0736268103163815,0.653507741140158,0.285802878315842,-0.102673502968086,0.333978347472402,0.125816934118145,"ABCB10"
0.396346523768663,0.244027343369668,-0.467783293808553,0.189607272954271,0.35080914175066,-0.141739149205735,0.876420960887927,0.0511670499620867,0.454365409106742,0.816908820504899,0.297418242560164,"ABCB6"
0.39694028518504,-0.846518682733665,-0.346288601398971,-0.253438188374545,-0.299926557473479,-0.0446014902462544,-0.737407174308637,-0.248380860911161,-0.841654490062043,-0.638624408558736,-0.323107579436225,"ABCB7"
-1.6322833276975,-0.398795114342906,-0.189360979758134,-0.32638494600078,-0.977890314021583,0.444992539771116,-2.63271261742183,-0.938235749324817,-0.80851028471811,-1.03396770756895,-0.873373017021464,"ABCC5"
0.611706095336566,-0.242405044223338,-0.095312954682833,-0.369801929515553,0.150637878233887,-0.269843986171009,-0.414231445791733,0.171099973014573,-0.579327365912984,0.0454336919254367,-0.168858999453086,"ABCC8"
0.0584518066761873,-0.0340585821390157,0.0122322132057124,0.110224102449871,-0.431988269037191,0.240264500222035,-0.591063668951782,-0.842019935922687,-0.419729211325187,-0.55998023936933,-0.226893896732101,"ABCD2"
0.0670590957835877,0.00799688323136248,0.810113355594161,0.68859834766725,-0.276326896911574,-0.238669320411792,-0.113111475962805,-0.786890394613494,-3.18962478719517,-0.726988299675964,-0.175890398187298,"ABCD3"
0.711830849400025,-0.257304766393489,-0.0492364461521909,-0.491760368299003,0.693889162358108,0.073168558369366,-0.497364378423736,0.0248624755893028,0.327073335755108,-0.296842474056016,-0.012186985281444,"ABCD4"
0.189805724472368,-0.361245839425899,-0.680200747470119,0.776544463733565,0.0566442816217879,-0.470621538183611,-1.14882356302236,-0.239799589902889,-0.574367941045708,-0.39634940212037,-0.378797620773135,"ABCE1"
0.0611602891433804,0.123042495798765,-0.478857054517723,0.435581167798787,-0.222122798615592,0.049118495159238,-0.393029781965342,-0.104483558501353,0.152631883207052,0.526924544436466,0.0551393921513092,"ABCF2"
0.0883228201016525,0.491527609471685,-0.824397395148615,0.212271576095562,-0.185541587854998,-0.170895968807583,-0.258659794347797,0.115701109321293,1.77571636990953,0.22305029119443,0.102011964711473,"ABCF3"
-0.103283593457957,-0.148116409844584,0.246736991720169,0.168252943761071,-0.0195390392807873,1.37409569484732,1.15565045331564,0.658188336741373,-0.0514859429573145,0.146347129214513,0.157300036487792,"ABCG1"
-0.0875670563718901,0.499311420934582,-0.767714358741088,-0.0789015270170327,-0.212245492504845,0.389283855334907,-1.25659860363365,0.588968607645403,0.396755941191979,-0.217881767212481,-0.0832342916944614,"ABCG4"
0.287543041570247,0.447481308163887,-0.443875493222361,1.12826559703545,-0.0251513552933178,0.432018138669468,0.0255316076600676,-0.130777255177091,-0.388424958656195,-0.289698759631938,0.000190126183374929,"ABHD12"
