"gene","best_annot","dummy_name","GO"
"LOC113998756","RELN","RELN_ah_1","GO:0021511;GO:0001764;GO:0007155;GO:0021800;GO:0007417;GO:0050795;GO:0050731;GO:0006508;GO:0061003;GO:0045860;GO:0038026;GO:2000463;GO:1900273;GO:0007411;GO:0010001;GO:0050804;GO:2000969;GO:0051968;GO:2000310;GO:0018108;GO:0010976;GO:0021766;GO:0090129;GO:0000904;GO:0048265;GO:0061098;GO:0051057;GO:0032793;GO:0007420"
"RELT","RELT","RELT","GO:0006915;GO:0097186"
"REM1","REM1","REM1","GO:0007165;GO:1901842"
"REP15","REP15","REP15","GO:0001881;GO:0033572"
"LOC113991687","REPIN1","REPIN1","GO:0006260;GO:0006357"
"REPS1","REPS1","REPS1","GO:0006898;GO:0006897;GO:0016197;GO:0061024"
"REPS2","REPS2","REPS2","GO:0061024;GO:0065003;GO:0006897;GO:0016197;GO:0007173"
"RER1","RER1","RER1","GO:0006621;GO:0006890;GO:1903078;GO:0071340"
"RERE","RERE","RERE","GO:0021942;GO:0021691;GO:0048813;GO:0045893;GO:0021930;GO:0006338;GO:0045892;GO:0048755"
"RERG","RERG","RERG","GO:0030308;GO:0007264;GO:0008285;GO:0009725;GO:0007265"
"RERGL","RERGL","RERGL","GO:0007165"
"LOC113995913","RERGL","RERGL_pp_2","GO:0007165"
"LOC113995914","RERGL","RERGL_pp_1","GO:0007165"
"RESF1","RESF1","RESF1","GO:0045869;GO:0090309"
"REST","REST","REST","GO:0000122;GO:0001666;GO:0008285;GO:0045892;GO:0000381;GO:0045665;GO:0045944;GO:0002931;GO:0010468;GO:0035019;GO:2000065;GO:0010629;GO:0050768;GO:0043280;GO:0045893;GO:0043065;GO:1903203;GO:0035690;GO:2000706;GO:0045667;GO:0045666;GO:0045955;GO:1903223;GO:0070933;GO:0097150;GO:0071385;GO:0046676;GO:0032348;GO:1903204;GO:0060379;GO:1902459;GO:2000740;GO:0043922;GO:0099563;GO:0006355;GO:2000798;GO:0071257"
"RET","RET","RET","GO:0033630;GO:0033619;GO:0045793;GO:0007158;GO:0001755;GO:0007497;GO:0035860;GO:0043410;GO:0000187;GO:0060041;GO:0007156;GO:0018108;GO:0042551;GO:0072300;GO:0010976;GO:0030155;GO:0033141;GO:0033674;GO:0061146;GO:0042493;GO:0045893;GO:0001657;GO:0097021;GO:0048265;GO:0001838;GO:0014042;GO:0007275;GO:0007165;GO:0030335;GO:0006468;GO:0060384;GO:0035799;GO:0051897;GO:0007411;GO:2001241;GO:0007169;GO:0048484;GO:0050770;GO:0000165;GO:0071300"
"RETREG1","RETREG1","RETREG1","GO:0043524;GO:0061709;GO:0019233"
"RETREG3","RETREG3","RETREG3","GO:0010976;GO:0061709"
"RETSAT","RETSAT","RETSAT","GO:0042572"
"LOC113999127","RETSAT","RETSAT_pp_1","GO:0042572"
"REV1","REV1","REV1","GO:0042276;GO:0019985;GO:0009411;GO:0006260;GO:0070987"
"REV3L","REV3L","REV3L","GO:0000724;GO:0090305;GO:0042276;GO:0006261"
"REXO1","REXO1","REXO1","GO:0090305"
"REXO2","REXO2","REXO2","GO:0090503;GO:0006139;GO:0009117"
"REXO4","REXO4","REXO4","GO:0000738;GO:0000726;GO:0000737;GO:0006364;GO:0006355"
"REXO5","REXO5","REXO5","GO:0090305"
"RFC1","RFC1","RFC1","GO:0032201;GO:0045893;GO:0042276;GO:0000122;GO:0006283;GO:0019985;GO:0007004;GO:0070987;GO:0050790;GO:0006296;GO:0006261;GO:0042769;GO:0090618;GO:0033683;GO:0006297"
"RFC2","RFC2","RFC2","GO:1901796;GO:0006260;GO:0032201;GO:0006261;GO:0042276;GO:0032508;GO:0006297;GO:0019985;GO:0006283;GO:1900264;GO:0006296;GO:0006281;GO:0042769;GO:0070987;GO:0033683"
"RFC3","RFC3","RFC3","GO:0006260;GO:0032201;GO:1901796;GO:0019985;GO:0042276;GO:0006281;GO:0006271;GO:0046683;GO:1900264;GO:0070987;GO:0042769;GO:0000731;GO:0033683;GO:0006261;GO:0006283;GO:0006297;GO:0006296;GO:0032508"
"RFC4","RFC4","RFC4","GO:0042276;GO:1901796;GO:0033683;GO:0006271;GO:1900264;GO:0070987;GO:0006260;GO:0032508;GO:0042769;GO:0006283;GO:0019985;GO:0032201;GO:0006281;GO:0006296;GO:0006297;GO:0006261"
"RFC5","RFC5","RFC5","GO:0006283;GO:0006260;GO:0006296;GO:0006261;GO:0006297;GO:0032201;GO:1901796;GO:0006281;GO:0019985;GO:0070987;GO:1900264;GO:0042276;GO:0042769;GO:0033683;GO:0032508"
"RFFL","RFFL","RFFL","GO:2001271;GO:1902042;GO:0043161;GO:0006511;GO:0070936;GO:0010804;GO:0010762;GO:1901797;GO:0032006;GO:0006915"
"RFK","RFK","RFK","GO:0006771;GO:0016310;GO:0009231;GO:0033864;GO:0006915;GO:0072593;GO:0009398"
"RFLNA","RFLNA","RFLNA","GO:0048705;GO:0061182;GO:0061572;GO:1900158"
"LOC113996506","RFLNA","RFLNA_pp_1","GO:0048705;GO:0061182;GO:0061572;GO:1900158"
"RFLNB","RFLNB","RFLNB","GO:1900158;GO:0001837;GO:0061572;GO:0061182;GO:0048705"
"RFNG","RFNG","RFNG","GO:0007389;GO:0007399;GO:0030154;GO:0009887;GO:0032092;GO:0008593;GO:0045747"
"RFT1","RFT1","RFT1","GO:0006488;GO:0034203;GO:0008643"
"RFTN1","RFTN1","RFTN1","GO:0050853;GO:0050852;GO:0034138;GO:0032620;GO:0032596;GO:0040010;GO:0033227;GO:0002457;GO:0001765;GO:0043330;GO:1903044"
"RFTN2","RFTN2","RFTN2","GO:0033227;GO:0043330"
"RFWD3","RFWD3","RFWD3","GO:0031052;GO:0016567;GO:0000724;GO:0031571;GO:0036297;GO:2000001;GO:0031297;GO:0006974;GO:0010212"
"RFX2","RFX2","RFX2","GO:0006357;GO:0007286;GO:0060271;GO:0001675"
"RFX3","RFX3","RFX3","GO:0031018;GO:0045892;GO:2000078;GO:0050796;GO:0045944;GO:0060287;GO:0006355;GO:0045893;GO:0048469;GO:0060271;GO:0006351;GO:0006357;GO:0060285;GO:0072560"
"RFX4","RFX4","RFX4","GO:0045944;GO:0021914;GO:0060271;GO:0021537;GO:0070613;GO:0006357"
"LOC114003343","RFX5","RFX5","GO:0045944;GO:0000122;GO:0006357"
"RFX6","RFX6","RFX6","GO:0031018;GO:0006357;GO:0035774;GO:0042593;GO:0050796;GO:0045944;GO:0045893;GO:0090104;GO:0003310;GO:0003309;GO:0003311"
"RFX7","RFX7","RFX7","GO:0006357"
"RFX8","RFX8","RFX8","GO:0006357"
"RFXANK","RFXANK","RFXANK","GO:0045944;GO:0010468;GO:0007265;GO:0006357"
"RFXAP","RFXAP","RFXAP","GO:0045944;GO:0006357"
"LOC114000839","RGCC","RGCC_pp_1","GO:0001818;GO:0001100;GO:0008285;GO:0003331;GO:0045840;GO:2000048;GO:0051091;GO:0051496;GO:0016525;GO:0071456;GO:0090272;GO:0010718;GO:0010628;GO:0001937;GO:2000573;GO:0045737;GO:0045944;GO:1901991;GO:0032967;GO:0071158;GO:2000353;GO:0006977;GO:0071850;GO:0006956;GO:0001819;GO:1900087;GO:0043537;GO:1901203;GO:0032147;GO:0072537"
"RGCC","RGCC","RGCC","GO:0001818;GO:0001100;GO:0008285;GO:0003331;GO:0045840;GO:2000048;GO:0051091;GO:0051496;GO:0016525;GO:0071456;GO:0090272;GO:0010718;GO:0010628;GO:0001937;GO:2000573;GO:0045737;GO:0045944;GO:1901991;GO:0032967;GO:0071158;GO:2000353;GO:0006977;GO:0071850;GO:0006956;GO:0001819;GO:1900087;GO:0043537;GO:1901203;GO:0032147;GO:0072537"
"RGL1","RGL1","RGL1","GO:0019216;GO:0050790;GO:0007264"
"HJV","RGMA","RGMA_pp_1","GO:0030509;GO:0048681;GO:0045944"
"RGMA","RGMA","RGMA","GO:0030509;GO:0048681;GO:0045944"
"RGMB","RGMB","RGMB","GO:0045893;GO:0007155;GO:0030509;GO:0007165"
"LOC113990702","RGN","RGN","GO:1901671;GO:0001822;GO:0050680;GO:0032781;GO:1903629;GO:0034260;GO:1901896;GO:0050848;GO:0007568;GO:0006874;GO:1902679;GO:1903611;GO:1903625;GO:0019853;GO:0010907;GO:1903011;GO:0045019;GO:1901318;GO:0032515;GO:0007283;GO:0010867;GO:2000279;GO:0043066;GO:0051344;GO:1903052;GO:0045723;GO:0097421;GO:0006469;GO:0010922;GO:1903634;GO:0043547"
"RGP1","RGP1","RGP1","GO:1903363;GO:0042147;GO:0043547"
"LOC113999752","RGPD4","RGPD4","GO:0043547;GO:0006607"
"RGR","RGR","RGR","GO:0007601;GO:0009584;GO:0071482;GO:0007186;GO:0018298;GO:0007602"
"RGS1","RGS1","RGS1","GO:0007165;GO:0061737;GO:0043547;GO:0007193;GO:0009617;GO:0007186;GO:0006955;GO:0009968;GO:0008277"
"RGS10","RGS10","RGS10","GO:0008277;GO:0043547;GO:0009968;GO:0001975;GO:0007186;GO:0007213"
"RGS11","RGS11","RGS11","GO:0035556;GO:0043547;GO:0009968;GO:0007186;GO:0008277"
"RGS12","RGS12","RGS12","GO:0007186;GO:0009968;GO:0043547;GO:0008277"
"RGS13","RGS13","RGS13","GO:0045744;GO:0007186"
"RGS14","RGS14","RGS14","GO:0031914;GO:0050769;GO:0006979;GO:0006913;GO:0051301;GO:0007051;GO:0007612;GO:0007186;GO:0000278;GO:0008277;GO:0007059;GO:0007616;GO:0010070;GO:0060291;GO:0045744;GO:0008542;GO:0035556;GO:0043547;GO:0043407;GO:0043620;GO:0048008;GO:0070373"
"RGS16","RGS16","RGS16","GO:0008277;GO:0007601;GO:0007186;GO:0043547;GO:0009968"
"RGS17","RGS17","RGS17","GO:0009968;GO:0001975;GO:0043547;GO:0007186"
"LOC113983832","RGS18","RGS18","GO:0009968;GO:0043547;GO:0007186;GO:0008277"
"RGS19","RGS19","RGS19","GO:0007186;GO:0009968;GO:0007264;GO:0045471;GO:0006914"
"RGS2","RGS2","RGS2","GO:0010519;GO:0008277;GO:0060452;GO:0045744;GO:0017148;GO:0007186;GO:0007049;GO:1900924;GO:0045471;GO:0140194;GO:0050873;GO:0010614;GO:0061052;GO:0001975;GO:0007283;GO:0060087;GO:0055119;GO:0030728;GO:0007420;GO:0060135;GO:0010976;GO:0043407;GO:0043951;GO:0043547"
"RGS20","RGS20","RGS20","GO:0008277;GO:0007186;GO:0043547;GO:0009968"
"RGS21","RGS21","RGS21","GO:0007186;GO:0009968"
"RGS22","RGS22","RGS22","GO:0009968"
"RGS3","RGS3","RGS3","GO:0043547;GO:0007165;GO:0000188;GO:0007186;GO:0008277"
"RGS4","RGS4","RGS4","GO:0051924;GO:0045471;GO:0045744;GO:0042220;GO:0000188;GO:0008277;GO:1990791;GO:0061052;GO:1900924;GO:0110053;GO:0043547;GO:0043278;GO:2000463;GO:0007420;GO:1901380;GO:0001975;GO:0060160;GO:0010460;GO:0007186"
"RGS5","RGS5","RGS5","GO:0043547;GO:0009968;GO:0008277;GO:0007186"
"RGS6","RGS6","RGS6","GO:0043547;GO:0035556;GO:0009968;GO:0007186;GO:0008277"
"RGS7","RGS7","RGS7","GO:0007186;GO:0043547;GO:0009968;GO:0006457;GO:0035556"
"RGS7BP","RGS7BP","RGS7BP","GO:0009968;GO:0060078;GO:0007186"
"RGS8","RGS8","RGS8","GO:0007213;GO:0007186;GO:0009968;GO:0060159;GO:0043547"
"RGS9","RGS9","RGS9","GO:0001975;GO:0009968;GO:0008277;GO:0007601;GO:0007399;GO:0007186;GO:0032355;GO:0043547;GO:0006457;GO:0035556;GO:1904783;GO:1905912;GO:0007212"
"RGS9BP","RGS9BP","RGS9BP","GO:0009968;GO:0050908"
"RHAG","RHAG","RHAG","GO:0015696;GO:0015670;GO:0015701;GO:0098662;GO:0006873;GO:0072488;GO:0035378"
"RHBDD1","RHBDD1","RHBDD1","GO:0048515;GO:0010954;GO:0036503;GO:0031293;GO:0034620;GO:2000254;GO:1904211;GO:0043687;GO:0034644;GO:0043066;GO:0006915"
"RHBDD2","RHBDD2","RHBDD2","GO:0030968;GO:0030433"
"RHBDF1","RHBDF1","RHBDF1","GO:0015031;GO:0042058;GO:0016477;GO:0008283;GO:0061136;GO:0050708;GO:0006508;GO:0050709"
"RHBDF2","RHBDF2","RHBDF2","GO:0042058;GO:0015031;GO:0050708;GO:0006508;GO:0050709"
"RHBDL1","RHBDL1","RHBDL1","GO:0007165;GO:0006508"
"RHBDL3","RHBDL3","RHBDL3","GO:0006508"
"RHBG","RHBG","RHBG","GO:0015696;GO:0072488;GO:0070634"
"RHCE","RHCE","RHCE","GO:0072488"
"RHCG","RHCG","RHCG","GO:0015696;GO:0042592;GO:0070634;GO:0006873;GO:0015837;GO:0072488;GO:0030855;GO:0006885"
"RHEB","RHEB","RHEB","GO:0007264;GO:0016241;GO:0007050;GO:0120163;GO:0007165;GO:2000074;GO:0032008;GO:0048714"
"RHEBL1","RHEBL1","RHEBL1","GO:0031929;GO:0007264;GO:0051092"
"RHO","RHO","RHO","GO:0043052;GO:0007601;GO:0045494;GO:0060041;GO:0071482;GO:0022400;GO:0007186;GO:0007602;GO:0018298;GO:0016038;GO:0016056;GO:0050960;GO:0001523;GO:0006468;GO:0007603"
"RHOA","RHOA","RHOA","GO:0036089;GO:0007266;GO:0034446;GO:0034329;GO:0071222;GO:0016477;GO:0050771;GO:0045792;GO:0008360;GO:0060071;GO:0050772;GO:0031532;GO:0032467;GO:0051496;GO:0048015;GO:0038027;GO:0048013;GO:0090307;GO:0043149;GO:0043542;GO:0060193;GO:0035385;GO:0044319;GO:0043297;GO:0048010;GO:0090051;GO:0032956;GO:0050919;GO:0021762;GO:0033688;GO:0051056;GO:0030036;GO:0007163;GO:0030334;GO:1990869;GO:0010812;GO:0030865;GO:1902766;GO:1901224;GO:0061383;GO:0043931;GO:0043123;GO:2000406;GO:0071902;GO:0071345;GO:0051893;GO:0016032;GO:0097498;GO:0007179;GO:0016579;GO:0045666;GO:0007015;GO:1904996;GO:2000145;GO:1905274;GO:0031122;GO:0045198;GO:0007186;GO:1903673;GO:0043312"
"RHOB","RHOB","RHOB","GO:0006886;GO:0030865;GO:0000281;GO:0070301;GO:0051056;GO:0008360;GO:0010595;GO:0071479;GO:0043065;GO:0045766;GO:0030154;GO:0032956;GO:0007015;GO:0030334;GO:0007163;GO:0001525;GO:0007266;GO:0007186;GO:0006915;GO:0007155;GO:0061154;GO:0016477;GO:0030336;GO:0008333;GO:0045786"
"RHOBTB1","RHOBTB1","RHOBTB1","GO:0007163;GO:0008360;GO:0007264;GO:0007015;GO:0043652;GO:0030865;GO:0032956;GO:0051056"
"LOC113988218","RHOBTB2","RHOBTB2_pp_1","GO:0032956;GO:0043652;GO:0007015;GO:0007264;GO:0008360;GO:0030865;GO:0007163;GO:0051056"
"RHOBTB2","RHOBTB2","RHOBTB2","GO:0032956;GO:0043652;GO:0007015;GO:0007264;GO:0008360;GO:0030865;GO:0007163;GO:0051056"
"RHOBTB3","RHOBTB3","RHOBTB3","GO:0032956;GO:0007163;GO:0007015;GO:0008360;GO:0008584;GO:0016477;GO:0042147;GO:0030865"
"RHOC","RHOC","RHOC","GO:0030865;GO:0016477;GO:0043297;GO:1902766;GO:0051496;GO:0008360;GO:0044319;GO:0007015;GO:0007186;GO:0043123;GO:0007163;GO:0031334;GO:0060193;GO:0051056;GO:0030335;GO:0000281;GO:0032956;GO:0007264"
"RHOD","RHOD","RHOD","GO:0007015;GO:0007163;GO:0051017;GO:0030335;GO:0048041;GO:0030865;GO:0045785;GO:0030032;GO:0051056;GO:0032956;GO:0007266;GO:0008360;GO:0016477"
"RHOF","RHOF","RHOF","GO:0007015;GO:0043312;GO:0032956;GO:0008360;GO:0007264;GO:0016477;GO:0051056;GO:0030865;GO:0007163"
"LOC113990367","RHOG","RHOG_pp_1","GO:0043312;GO:1902622;GO:0008284;GO:0032956;GO:0060326;GO:0030036;GO:0007163;GO:1900027;GO:1903078;GO:0007015;GO:0051897;GO:0045893;GO:0008045;GO:0090630;GO:0007266;GO:0016601;GO:0008360;GO:0051056;GO:0043652;GO:0030865;GO:0030031"
"RHOG","RHOG","RHOG","GO:0043312;GO:1902622;GO:0008284;GO:0032956;GO:0060326;GO:0030036;GO:0007163;GO:1900027;GO:1903078;GO:0007015;GO:0051897;GO:0045893;GO:0008045;GO:0090630;GO:0007266;GO:0016601;GO:0008360;GO:0051056;GO:0043652;GO:0030865;GO:0030031"
"RHOH","RHOH","RHOH","GO:0008360;GO:0032956;GO:0016601;GO:0007015;GO:0006355;GO:1902622;GO:0034260;GO:0030217;GO:0008045;GO:0030865;GO:0007163;GO:0045582;GO:0030031;GO:0051056;GO:0045576;GO:0043124;GO:0033673;GO:0043652"
"RHOJ","RHOJ","RHOJ","GO:0030031;GO:1903670;GO:0030036;GO:0008360;GO:0051056;GO:0016477;GO:0010594;GO:0001525;GO:0090050;GO:0006897;GO:0032488;GO:0061299"
"RHOQ","RHOQ","RHOQ","GO:0006897;GO:1903077;GO:0051491;GO:0046039;GO:0030866;GO:0045944;GO:0032956;GO:0032869;GO:0016477;GO:0007264;GO:0008360;GO:0051056;GO:0046326;GO:0008286;GO:0030031"
"RHOT1","RHOT1","RHOT1","GO:0046928;GO:0016579;GO:0047497;GO:0010821;GO:0019725;GO:0007005;GO:1902513;GO:0097345;GO:0051056;GO:0034640"
"RHOU","RHOU","RHOU","GO:0032488;GO:1903955;GO:0051056;GO:0008360;GO:0030031;GO:0016477;GO:0007010;GO:0019221;GO:0006897"
"RHOV","RHOV","RHOV","GO:0032488;GO:0016477;GO:0030031;GO:0006897;GO:0051056"
"RHPN1","RHPN1","RHPN1","GO:0007165"
"LOC114000430","RHPN2","RHPN2_ah_2","GO:0007165"
"LOC113994157","RHPN2","RHPN2_ah_1","GO:0007165"
"RIC1","RIC1","RIC1","GO:1904888;GO:0006886;GO:1903363;GO:0042147;GO:0003330;GO:0043547"
"RIC3","RIC3","RIC3","GO:0034394;GO:0007204;GO:0006457;GO:0007271;GO:0034622"
"RIC8A","RIC8A","RIC8A","GO:0043547;GO:0007186;GO:0008542;GO:0071711;GO:0070586;GO:0042074;GO:0001944;GO:0007193;GO:0001701"
"RIC8B","RIC8B","RIC8B","GO:0043547;GO:0007186;GO:0008277"
"RICTOR","RICTOR","RICTOR","GO:0033135;GO:0032956;GO:0018105;GO:0050727;GO:0038203;GO:0032148;GO:0050731;GO:2000114;GO:0071902;GO:0051897;GO:0043087;GO:0009792;GO:0032008;GO:0010468;GO:0001938;GO:0016032;GO:0051896;GO:0030838;GO:0031532"
"RIDA","RIDA","RIDA","GO:0090502;GO:0006402;GO:0061157;GO:0017148;GO:1901565;GO:0019518"
"RIF1","RIF1","RIF1","GO:0006348;GO:0006974;GO:0045830;GO:0000723;GO:0043247;GO:0007049;GO:1990830;GO:0006303;GO:0019827;GO:2001034;GO:0051574;GO:0000122;GO:2000042"
"RILP","RILP","RILP","GO:0070676;GO:0045022;GO:0008333;GO:0015031;GO:0045732;GO:0042177;GO:0019886;GO:0032509;GO:0060271;GO:0010796"
"RILPL1","RILP","RILP_pp_1","GO:0070676;GO:0045022;GO:0008333;GO:0015031;GO:0045732;GO:0042177;GO:0019886;GO:0032509;GO:0060271;GO:0010796"
"RILPL2","RILPL2","RILPL2","GO:1903445;GO:0003382;GO:0060271"
"TSPOAP1","RIMBP2","RIMBP2_pp_1","GO:0010923;GO:0007274"
"RIMBP2","RIMBP2","RIMBP2","GO:0010923;GO:0007274"
"RIMKLB","RIMKLB","RIMKLB","GO:0008652;GO:0006464"
"RIMS1","RIMS1","RIMS1","GO:0048791;GO:0017156;GO:0030154;GO:0014047;GO:0007269;GO:1903861;GO:0060478;GO:0046903;GO:0010628;GO:0016079;GO:0050790;GO:0045055;GO:0048167;GO:0065003;GO:0042391;GO:0007601;GO:2000463;GO:2000300;GO:0050806;GO:0046928;GO:0061025;GO:0097151;GO:0050896;GO:0006886"
"RIMS2","RIMS2","RIMS2","GO:0061669;GO:1903861;GO:0097151;GO:2000463;GO:0017156;GO:0048167;GO:0042391;GO:0030154;GO:0019933;GO:0048791;GO:0050806;GO:0010628;GO:0030073;GO:2000300;GO:0006886;GO:0017157"
"RIMS3","RIMS3","RIMS3","GO:0042391;GO:2000300;GO:0048791;GO:0048167;GO:0017156;GO:0050806"
"RIMS4","RIMS4","RIMS4","GO:0042391;GO:0006836;GO:2000300;GO:0006887"
"RIN2","RIN2","RIN2","GO:0006897;GO:0043547;GO:1904906;GO:2001214;GO:0010595;GO:0007264"
"RIN3","RIN3","RIN3","GO:0002091;GO:0097494;GO:0043547;GO:0007165;GO:0006897;GO:0060755"
"LOC113993594","RING1","RING1","GO:0050790;GO:0048593;GO:0045892;GO:0035518;GO:0009952;GO:0070317"
"RINT1","RINT1","RINT1","GO:0006890;GO:1902504;GO:0007049;GO:0060628;GO:0015031"
"RIOK1","RIOK1","RIOK1","GO:0030490;GO:0042274;GO:2000234;GO:0006468"
"RIOK2","RIOK2","RIOK2","GO:0030071;GO:0030490;GO:2000234;GO:0046777;GO:2000208;GO:0042274;GO:0007049"
"RIOK3","RIOK3","RIOK3","GO:0043124;GO:0030490;GO:0039534;GO:0032728;GO:0045089;GO:1990786;GO:0007059;GO:0031333;GO:0071359;GO:0045087;GO:0098586;GO:0006468;GO:0051607"
"RIOX1","RIOX1","RIOX1","GO:0070544;GO:0045892;GO:0034720;GO:0045668"
"RIOX2","RIOX2","RIOX2","GO:0042254;GO:0034720;GO:0045892;GO:0070544"
"RIPK1","RIPK1","RIPK1","GO:0046330;GO:0070926;GO:0051092;GO:2001238;GO:0006915;GO:0071356;GO:0006919;GO:0097527;GO:2001237;GO:0097190;GO:1905206;GO:0007256;GO:0097191;GO:0060545;GO:0007257;GO:0097343;GO:0071550;GO:0010940;GO:0007249;GO:2000379;GO:0070301;GO:0046777;GO:0070266;GO:0097300;GO:0006954;GO:1990000;GO:1903800;GO:1902041;GO:0008219;GO:0002756;GO:0016032;GO:0010803;GO:0060546;GO:0034138;GO:0044257;GO:0045944;GO:0045651;GO:0050729;GO:0033209;GO:0032760;GO:0043066;GO:1902042;GO:0043065;GO:0070105;GO:0001934;GO:0036289;GO:0035666;GO:0032757;GO:0043123;GO:0034612;GO:0043124;GO:0016579;GO:0043068;GO:0070231"
"RIPK2","RIPK2","RIPK2","GO:0050830;GO:0050852;GO:0033091;GO:0007165;GO:0006915;GO:0071225;GO:0071224;GO:0070673;GO:0071223;GO:0070671;GO:0032735;GO:0007249;GO:0032731;GO:0045087;GO:0097202;GO:0007257;GO:0042098;GO:0034134;GO:0002827;GO:0001961;GO:0002250;GO:0051092;GO:0010800;GO:1904417;GO:0018108;GO:0032755;GO:0007254;GO:0043066;GO:0050731;GO:0045944;GO:0031398;GO:0043123;GO:0000187;GO:0043065;GO:0070423;GO:0043330;GO:0046330;GO:0032760;GO:0007256;GO:0070374;GO:0070498;GO:0046641;GO:0032728;GO:0070427;GO:0031663;GO:0045627;GO:0010942;GO:0033138;GO:0032092;GO:0070431;GO:0032743;GO:0032727;GO:0032729;GO:0034142;GO:0006954;GO:0032722"
"LOC114003259","RIPK3","RIPK3","GO:2000379;GO:0097190;GO:2000452;GO:1990000;GO:0006464;GO:0070266;GO:0048535;GO:0097300;GO:0048538;GO:0032649;GO:2001244;GO:0070235;GO:0060545;GO:0051351;GO:0097527;GO:0097528;GO:0002819;GO:0051092;GO:0046777;GO:0051353;GO:0038061;GO:0001914;GO:0042981;GO:0032147;GO:0048536;GO:0043029;GO:0007249;GO:0045893;GO:0070301;GO:0046006;GO:0010922;GO:0033077;GO:0051607;GO:0007165"
"RIPK4","RIPK4","RIPK4","GO:0051092;GO:0006468;GO:0002009"
"RIPOR1","RIPOR1","RIPOR1","GO:0051683;GO:0007266;GO:0034067;GO:0009267;GO:0090316;GO:0030335;GO:0009611"
"RIPOR2","RIPOR2","RIPOR2","GO:0007162;GO:0051260;GO:0007155;GO:0090023;GO:0045184;GO:0035024;GO:2001107;GO:2000391;GO:1903904;GO:0060088;GO:1905872;GO:0071260;GO:2000405;GO:0007605;GO:0006935;GO:0048741;GO:1901741;GO:0045663;GO:2000114;GO:1990869;GO:0051491"
"RIPPLY1","RIPPLY1","RIPPLY1","GO:0045892;GO:0000122;GO:0032525;GO:0009880;GO:0001757"
"RIPPLY2","RIPPLY2","RIPPLY2","GO:0009880;GO:0036342;GO:0060349;GO:0001756;GO:0032525;GO:0007219;GO:0001503;GO:0000122;GO:0007368"
"RIPPLY3","RIPPLY3","RIPPLY3","GO:0008150;GO:0000122;GO:0009880;GO:0008285;GO:0007507;GO:0060037"
"RIT1","RIT1","RIT1","GO:0007265;GO:0007165"
"RIT2","RIT2","RIT2","GO:0007264;GO:0032489;GO:0045944;GO:0007265;GO:0030100;GO:0010977;GO:0010976;GO:0007268;GO:0043410;GO:0032507;GO:0050848;GO:0000165;GO:0001932;GO:0035556;GO:0007189"
"RITA1","RITA1","RITA1","GO:0000122;GO:0022008;GO:0045746;GO:0051168;GO:0007219"
"RLBP1","RLBP1","RLBP1","GO:0001523;GO:0007601;GO:0006776;GO:0050896"
"RLF","RLF","RLF","GO:0006357;GO:0045893;GO:0097692;GO:0044030;GO:0045944"
"RLIM","RLIM","RLIM","GO:0060816;GO:0006511;GO:0045892;GO:0016567;GO:0000209;GO:1900095;GO:0043433;GO:0000122"
"LOC114004322","RLN3","RLN3","GO:0007186"
"RMC1","RMC1","RMC1","GO:0006914;GO:0010506"
"RMDN1","RMDN1","RMDN1","GO:0007052;GO:0051315"
"RMDN3","RMDN3","RMDN3","GO:0006915;GO:0006874;GO:0030154"
"RMI1","RMI1","RMI1","GO:0009749;GO:0002023;GO:0000724;GO:0006260;GO:0000712;GO:1901796;GO:0042593;GO:0035264"
"RMI2","RMI2","RMI2","GO:2000042;GO:0006260;GO:1901796;GO:0033045;GO:0043007;GO:0006281"
"RMND1","RMND1","RMND1","GO:0006412;GO:0070131"
"RMND5A","RMND5A","RMND5A","GO:0000209;GO:0043161"
"RNASEH1","RNASEH1","RNASEH1","GO:0043137;GO:0006401;GO:0090502"
"RNASEH2B","RNASEH2B","RNASEH2B","GO:0009259;GO:0006401"
"RNASEL","RNASEL","RNASEL","GO:0006364;GO:0051607;GO:0006397;GO:0090502;GO:0046326;GO:0045071;GO:0045944;GO:0006468;GO:0045444;GO:0060338;GO:0060337;GO:0043488;GO:0006396"
"RNASET2","RNASET2","RNASET2","GO:0090502;GO:0043312;GO:0045087;GO:0006401"
"LOC113990250","RNASET2","RNASET2_pp_1","GO:0090502;GO:0043312;GO:0045087;GO:0006401"
"LOC113991241","RND1","RND1_ah_1","GO:0008360;GO:0016477;GO:0007162;GO:0007015;GO:0007264;GO:0016322;GO:0030865;GO:0007163;GO:0032956"
"LOC113993585","RND1","RND1_ah_2","GO:0008360;GO:0016477;GO:0007162;GO:0007015;GO:0007264;GO:0016322;GO:0030865;GO:0007163;GO:0032956"
"RND2","RND2","RND2","GO:0008360;GO:0032956;GO:0007015;GO:0007163;GO:0007264;GO:0016477;GO:0030865;GO:0048672;GO:0007165"
"RND3","RND3","RND3","GO:0030865;GO:0016477;GO:0008360;GO:0032956;GO:0007163;GO:0007015;GO:0007264;GO:0007155;GO:0030036"
"RNF10","RNF10","RNF10","GO:0031643;GO:0045893;GO:0010626;GO:0051865;GO:0045944"
"RNF103","RNF103","RNF103","GO:0007417;GO:0030433;GO:1904380;GO:0016567"
"RNF11","RNF11","RNF11","GO:0006511;GO:0051865"
"RNF111","RNF111","RNF111","GO:0007389;GO:0030579;GO:0045893;GO:0016567;GO:0031398;GO:0045944;GO:0030511;GO:0006511;GO:0000209;GO:0070911"
