"pfil_name","best_annot","dummy_name","GO"
"NPPC","NPPC","NPPC","GO:0045669;GO:0032966;GO:0005615;GO:0005102;GO:0006182;GO:0042493;GO:1903779;GO:0007168;GO:0032991;GO:0051447;GO:0045471;GO:0051427;GO:0010753;GO:0019934;GO:0003419;GO:0001503;GO:0001666;GO:0022414;GO:0040014;GO:2000279;GO:0008285;GO:0048660;GO:0005179;GO:0009791;GO:0006457;GO:0030141;GO:1900194;GO:0005576;GO:0003418"
"NPR1","NPR1","NPR1","GO:0007168;GO:0019934;GO:0097746;GO:0035815;GO:0017046;GO:0006468;GO:0004383;GO:0007166;GO:0043114;GO:1903779;GO:0016525;GO:0005525;GO:0048662;GO:0005524;GO:0008528;GO:0007186;GO:0016941;GO:0008217;GO:0006182;GO:0035810;GO:0007589;GO:0043235;GO:0019901;GO:0030308;GO:0010753;GO:0016021;GO:0005886;GO:0007165;GO:0042562;GO:0004672;GO:0042417;GO:0001653"
"LOC113988418","NPR1","NPR1_pp_1","GO:0007168;GO:0019934;GO:0097746;GO:0035815;GO:0017046;GO:0006468;GO:0004383;GO:0007166;GO:0043114;GO:1903779;GO:0016525;GO:0005525;GO:0048662;GO:0005524;GO:0008528;GO:0007186;GO:0016941;GO:0008217;GO:0006182;GO:0035810;GO:0007589;GO:0043235;GO:0019901;GO:0030308;GO:0010753;GO:0016021;GO:0005886;GO:0007165;GO:0042562;GO:0004672;GO:0042417;GO:0001653"
"LOC113993563","NPR1","NPR1_pp_2","GO:0007168;GO:0019934;GO:0097746;GO:0035815;GO:0017046;GO:0006468;GO:0004383;GO:0007166;GO:0043114;GO:1903779;GO:0016525;GO:0005525;GO:0048662;GO:0005524;GO:0008528;GO:0007186;GO:0016941;GO:0008217;GO:0006182;GO:0035810;GO:0007589;GO:0043235;GO:0019901;GO:0030308;GO:0010753;GO:0016021;GO:0005886;GO:0007165;GO:0042562;GO:0004672;GO:0042417;GO:0001653"
"NPR2","NPR2","NPR2","GO:0005886;GO:0016941;GO:0019934;GO:0005525;GO:0042802;GO:0001503;GO:0004383;GO:0005515;GO:0006182;GO:0017046;GO:0006468;GO:1903779;GO:0007168;GO:0060348;GO:0051447;GO:0008217;GO:1900194;GO:0007165;GO:0022414;GO:0005887;GO:0097011;GO:0042562;GO:0004672;GO:0005524;GO:0010753;GO:0001653"
"NPR3","NPR3","NPR3","GO:0005515;GO:0042803;GO:0017046;GO:0001501;GO:0005887;GO:0007194;GO:0035810;GO:0007200;GO:0048662;GO:0031404;GO:0051000;GO:0002158;GO:0042562;GO:0033688;GO:0008217;GO:0048015;GO:0008528;GO:0016941;GO:0042277;GO:0030157;GO:0007193;GO:0070062;GO:0032991;GO:0120163"
"NPRL2","NPRL2","NPRL2","GO:0032007;GO:1990130;GO:0005096;GO:0005515;GO:2000785;GO:0043547;GO:0006995;GO:0010508;GO:0006468;GO:0034198;GO:0004672;GO:0033673;GO:0005765"
"NPRL3","NPRL3","NPRL3","GO:0005096;GO:0005765;GO:0048738;GO:0005515;GO:0038202;GO:0060021;GO:0034198;GO:1990130;GO:0043547;GO:2000785;GO:0032007;GO:0035909;GO:0003281"
"NPS","NPS","NPS","GO:0008542;GO:0045760;GO:0005576;GO:0032230;GO:0007218;GO:0010841;GO:0007186;GO:0051968"
"NPSR1","NPSR1","NPSR1","GO:0005886;GO:0005887;GO:0005000;GO:0005737;GO:0051281;GO:0007186;GO:0007218;GO:0008188"
"NPTN","NPTN","NPTN","GO:0007156;GO:0007204;GO:0005515;GO:0098978;GO:0045743;GO:0070374;GO:0001934;GO:0001772;GO:0044325;GO:0001818;GO:0008542;GO:0007411;GO:0010976;GO:0042734;GO:0098982;GO:0060077;GO:0098685;GO:1900273;GO:0099061;GO:0030424;GO:0009986;GO:0070593;GO:0006874;GO:0060291;GO:1904861;GO:0005886;GO:0048170;GO:0099557;GO:0030425;GO:0005105;GO:0099059;GO:1903829;GO:1902683;GO:0050839;GO:0098632"
"NPTX1","NPTX1","NPTX1","GO:0030133;GO:0098978;GO:0007417;GO:0007268;GO:0005886;GO:0043005;GO:0098962;GO:0060385;GO:0046872"
"LOC113992038","NPTX2","NPTX2_pp_1","GO:0098978;GO:0005515;GO:0005576;GO:0003674;GO:0046872;GO:0030246;GO:0098962;GO:0007268;GO:0008306"
"NPTX2","NPTX2","NPTX2","GO:0098978;GO:0005515;GO:0005576;GO:0003674;GO:0046872;GO:0030246;GO:0098962;GO:0007268;GO:0008306"
"NPTXR","NPTXR","NPTXR","GO:0098978;GO:0098962;GO:0046872;GO:0016021"
"NPVF","NPVF","NPVF","GO:0007218;GO:0005515;GO:0005576;GO:0005102;GO:0032277"
"NPW","NPW","NPW","GO:0005576;GO:0007631;GO:0007186;GO:0005515;GO:0007218;GO:0001664"
"LOC113997242","NPY","NPY_pp_1","GO:0005576;GO:0004930;GO:0005179;GO:0005246;GO:0001664;GO:0005615;GO:0021954;GO:0098992;GO:0008217;GO:0045202;GO:0005515;GO:0032100;GO:0008343;GO:0007187;GO:0007268;GO:0031175;GO:0021987;GO:0005184;GO:0007218;GO:0005102;GO:0005794;GO:0031841;GO:0060575;GO:0007631;GO:0007186"
"NPY","NPY","NPY","GO:0005576;GO:0004930;GO:0005179;GO:0005246;GO:0001664;GO:0005615;GO:0021954;GO:0098992;GO:0008217;GO:0045202;GO:0005515;GO:0032100;GO:0008343;GO:0007187;GO:0007268;GO:0031175;GO:0021987;GO:0005184;GO:0007218;GO:0005102;GO:0005794;GO:0031841;GO:0060575;GO:0007631;GO:0007186"
"NPY1R","NPY1R","NPY1R","GO:0004983;GO:0007218;GO:0019233;GO:0005887;GO:0005515;GO:0007187;GO:0007631;GO:0005886;GO:0007626;GO:0008217;GO:0007193;GO:0001602;GO:0001601;GO:0007186;GO:0003151;GO:0040014;GO:0006006"
"LOC113993305","NPY2R","NPY2R_pp_1","GO:0097730;GO:0046010;GO:0007626;GO:0033603;GO:0010811;GO:0031645;GO:0007204;GO:0007568;GO:0001601;GO:0003151;GO:0005246;GO:2000252;GO:0046903;GO:0005515;GO:0003214;GO:0005886;GO:0051048;GO:0007186;GO:0007193;GO:0043951;GO:0004983;GO:0005929;GO:0045987;GO:0090394;GO:0007218;GO:0051967;GO:0038023;GO:0001662;GO:0005887;GO:0002793;GO:0007263;GO:0051930"
"NPY2R","NPY2R","NPY2R","GO:0097730;GO:0046010;GO:0007626;GO:0033603;GO:0010811;GO:0031645;GO:0007204;GO:0007568;GO:0001601;GO:0003151;GO:0005246;GO:2000252;GO:0046903;GO:0005515;GO:0003214;GO:0005886;GO:0051048;GO:0007186;GO:0007193;GO:0043951;GO:0004983;GO:0005929;GO:0045987;GO:0090394;GO:0007218;GO:0051967;GO:0038023;GO:0001662;GO:0005887;GO:0002793;GO:0007263;GO:0051930"
"LOC113987733","NPY4R","NPY4R","GO:0016020;GO:0005886;GO:0001602;GO:0007218;GO:0017046;GO:0007186;GO:0005887;GO:0004930"
"NPY5R","NPY5R","NPY5R","GO:0005887;GO:0016020;GO:0045202;GO:0043005;GO:0070374;GO:0004983;GO:0005886;GO:0042755;GO:0007218;GO:0001601;GO:0014050;GO:0032229;GO:0007186;GO:0007268;GO:0001602;GO:0048661;GO:0002865;GO:0060112;GO:0005737;GO:0003151;GO:0043066;GO:0003214;GO:0007568;GO:0002675"
"LOC113995733","NPY6R","NPY6R","GO:0007186;GO:0001602;GO:0007218;GO:0016021;GO:0004983"
"LOC113985026","NPY7R","NPY7R","unknown"
"LOC113991532","NQO2","NQO2_ah_1","GO:0009055;GO:0005515;GO:0043525;GO:1905594;GO:0070062;GO:0005654;GO:0042803;GO:0005829;GO:0007613;GO:0016661;GO:0071949;GO:2000379;GO:0006805;GO:1904408;GO:0003955;GO:0031404;GO:0070374;GO:0022900;GO:0001512;GO:0008270;GO:1904707;GO:0016491"
"LOC113991534","NQO2","NQO2_ah_2","GO:0009055;GO:0005515;GO:0043525;GO:1905594;GO:0070062;GO:0005654;GO:0042803;GO:0005829;GO:0007613;GO:0016661;GO:0071949;GO:2000379;GO:0006805;GO:1904408;GO:0003955;GO:0031404;GO:0070374;GO:0022900;GO:0001512;GO:0008270;GO:1904707;GO:0016491"
"NR0B1","NR0B1","NR0B1","GO:0035258;GO:0032448;GO:0030325;GO:0033144;GO:0003714;GO:0003723;GO:0045892;GO:0033327;GO:0000785;GO:0043433;GO:0005634;GO:0005515;GO:0043231;GO:0007283;GO:0021854;GO:0005737;GO:0008134;GO:0019904;GO:0000122;GO:0016020;GO:0035902;GO:0034451;GO:0008104;GO:0030238;GO:0042803;GO:0006367;GO:0060008;GO:0005654;GO:0008584;GO:0016607;GO:0021983;GO:0042788;GO:0010894;GO:0008406"
"NR0B2","NR0B2","NR0B2","GO:0005634;GO:0032991;GO:0005515;GO:0003714;GO:0005737;GO:0032922;GO:0014070;GO:0010629;GO:0032024;GO:0043433;GO:0045892;GO:0046966;GO:0046965;GO:0044877;GO:0009749;GO:0008134;GO:0000785;GO:0005654;GO:0010628;GO:0015721;GO:0007623;GO:0008203;GO:0042975;GO:0045471;GO:0042803;GO:0045893;GO:0007219;GO:0019904;GO:0006367;GO:0031100;GO:0000122;GO:0140416"
"NR1D1","NR1D1","NR1D1","GO:0005654;GO:0005515;GO:0044321;GO:0045893;GO:0043197;GO:0005978;GO:0045892;GO:0005634;GO:0042632;GO:0007623;GO:0001227;GO:0045598;GO:1990837;GO:0042752;GO:0008270;GO:0010498;GO:0061469;GO:0070859;GO:0009755;GO:0030425;GO:0034144;GO:0061889;GO:0003707;GO:0071356;GO:0043401;GO:0000122;GO:0150079;GO:0000978;GO:0050728;GO:0071222;GO:0030154;GO:0000785;GO:0030522;GO:0001222;GO:0043124;GO:0006367;GO:0071347;GO:0005737;GO:0016604;GO:1903979;GO:0004879;GO:0031648;GO:0019216;GO:0120163;GO:0061178;GO:0000977;GO:0042749;GO:0000981;GO:0060086;GO:0032922;GO:0020037;GO:0045944;GO:0070888;GO:0000976;GO:0001678"
"NR1D2","NR1D2","NR1D2","GO:0005515;GO:0001227;GO:0000981;GO:0005654;GO:0097009;GO:0006355;GO:0045944;GO:0000785;GO:0048512;GO:0000978;GO:0045892;GO:1990837;GO:0030522;GO:0050728;GO:2001014;GO:0030154;GO:0005634;GO:0019216;GO:0008270;GO:0055088;GO:0004879;GO:0050727;GO:0000122;GO:0042752;GO:0045893;GO:0005737;GO:0009755;GO:0006367"
"NR1H3","NR1H3","NR1H3","GO:0003677;GO:0045893;GO:0090575;GO:0045944;GO:0042632;GO:0000976;GO:0005515;GO:0045723;GO:0004879;GO:1903573;GO:0043277;GO:0051006;GO:0010875;GO:0120163;GO:0048550;GO:0032570;GO:0070328;GO:0043235;GO:0000981;GO:0090341;GO:0050728;GO:0090188;GO:0060336;GO:0071222;GO:0005829;GO:0030154;GO:0005634;GO:0000122;GO:0043031;GO:0030522;GO:0034145;GO:0010887;GO:0010745;GO:0055088;GO:0005654;GO:0006367;GO:0005737;GO:0000978;GO:0036151;GO:0055092;GO:0008270;GO:0032810;GO:0032369;GO:0042752;GO:0015485;GO:0000785;GO:0032376;GO:0010867;GO:0032270"
"NR1H4","NR1H4","NR1H4","GO:0006954;GO:0008206;GO:0010804;GO:0005654;GO:0005515;GO:0034142;GO:0032720;GO:0007219;GO:0004879;GO:0032703;GO:0006367;GO:0038181;GO:0035356;GO:2000213;GO:0042742;GO:0006357;GO:0008270;GO:0046628;GO:0045944;GO:0038183;GO:0034255;GO:0016922;GO:0007043;GO:0038185;GO:0000122;GO:0071222;GO:0032689;GO:0042632;GO:0035774;GO:0045893;GO:0032052;GO:1903413;GO:0000978;GO:0046965;GO:0090181;GO:1902122;GO:0032692;GO:0071417;GO:0001228;GO:0071398;GO:0010903;GO:2001250;GO:0043235;GO:0045087;GO:0034162;GO:0034971;GO:0032715;GO:0055089;GO:0032088;GO:0061178;GO:0010988;GO:0043565;GO:0071638;GO:0015721;GO:0043066;GO:0030522;GO:0050728;GO:0000791;GO:0070857;GO:0001678;GO:0000785;GO:0001080;GO:0030154;GO:0000981;GO:0003700;GO:1905695;GO:0032620;GO:0000977;GO:1904179;GO:0043124"
"NR1I3","NR1I3","NR1I3","GO:0001228;GO:0000977;GO:0005654;GO:0000981;GO:0003700;GO:0000122;GO:0006367;GO:0000978;GO:0030154;GO:0045944;GO:0007165;GO:0005515;GO:0000785;GO:0004879;GO:0008270;GO:0005829;GO:0005737;GO:0030522;GO:0005634;GO:1990837;GO:0005856"
"NR2C1","NR2C1","NR2C1","GO:0038023;GO:0001227;GO:0048386;GO:0048856;GO:0000981;GO:0000122;GO:0008270;GO:0006357;GO:0005515;GO:0016605;GO:0042826;GO:0006367;GO:0000785;GO:0000978;GO:0003677;GO:0043401;GO:0003707;GO:0030522;GO:0005654;GO:1990837;GO:0030154;GO:0042803;GO:0004879"
"NR2C2","NR2C2","NR2C2","GO:0007283;GO:0040019;GO:0005515;GO:0005654;GO:0000978;GO:0030522;GO:0000785;GO:0006357;GO:0000977;GO:0043565;GO:0000981;GO:0006355;GO:0045944;GO:0001228;GO:0030154;GO:0003700;GO:0007399;GO:0004879;GO:1990837;GO:0008270;GO:0000122;GO:0006367;GO:0048856"
"NR2C2AP","NR2C2AP","NR2C2AP","GO:0005654;GO:0005515;GO:0006367"
"NR2E1","NR2E1","NR2E1","GO:0021895;GO:0001662;GO:0000981;GO:0007601;GO:0035019;GO:0043066;GO:0000785;GO:2000648;GO:0043401;GO:0001228;GO:0045944;GO:0021764;GO:0045787;GO:0048856;GO:0001227;GO:0045665;GO:0002118;GO:0048814;GO:0048712;GO:0060041;GO:0030154;GO:0004879;GO:0030198;GO:0008270;GO:0045766;GO:0060164;GO:0007399;GO:0005654;GO:0003707;GO:1990837;GO:2000178;GO:0060291;GO:0090049;GO:0021819;GO:0000122;GO:0021542;GO:0042826;GO:0005515;GO:0045165;GO:0021960;GO:0006357;GO:2000179;GO:0000978;GO:0021772;GO:0035176;GO:0030522;GO:0006367;GO:0021872"
"NR2E3","NR2E3","NR2E3","GO:0005515;GO:0001228;GO:0042462;GO:0030522;GO:0003707;GO:0000978;GO:0043565;GO:0006367;GO:0008285;GO:0045944;GO:0007601;GO:0005667;GO:0000122;GO:0060041;GO:0007602;GO:0048856;GO:0006357;GO:0043401;GO:0030154;GO:0004879;GO:0008270;GO:0005654;GO:0005634;GO:0007165"
"NR2F1","NR2F1","NR2F1","GO:0005515;GO:0008270;GO:0005634;GO:0000978;GO:0001227;GO:0004879;GO:0000122;GO:0006357;GO:1990837;GO:0005654;GO:0048856;GO:0006367;GO:0044323;GO:0043565;GO:0010977;GO:0030154;GO:0003700;GO:0007165;GO:0005829;GO:0007399;GO:0030522;GO:0045944"
"NR2F2","NR2F2","NR2F2","GO:0060173;GO:0009566;GO:0030900;GO:0003700;GO:0030154;GO:0005515;GO:0032355;GO:0001893;GO:0005829;GO:0045944;GO:0007519;GO:0048514;GO:0048856;GO:0030522;GO:0006357;GO:0001972;GO:0060674;GO:0010596;GO:0003084;GO:0000978;GO:0045893;GO:0004879;GO:0001764;GO:0009952;GO:0045736;GO:0042803;GO:0008270;GO:0060838;GO:0001937;GO:0043565;GO:0009956;GO:0060707;GO:0000122;GO:0005654;GO:0005634;GO:0045892"
"NR2F6","NR2F6","NR2F6","GO:0000122;GO:0000785;GO:0001227;GO:0005515;GO:0030154;GO:0048666;GO:0030522;GO:0000981;GO:0005634;GO:0008270;GO:0005654;GO:1990837;GO:0048856;GO:0000978;GO:0006367;GO:0043153;GO:0003700;GO:0043565;GO:0006357;GO:0050965;GO:0004879"
"NR3C1","NR3C1","NR3C1","GO:0006355;GO:0007049;GO:0004883;GO:0005515;GO:0071549;GO:0006367;GO:0005737;GO:0004879;GO:0019901;GO:0000977;GO:1902895;GO:0000122;GO:0005759;GO:0007059;GO:0008270;GO:1990239;GO:0032991;GO:0000981;GO:0071383;GO:0005829;GO:0006357;GO:0007165;GO:0000978;GO:0000785;GO:0006915;GO:0001228;GO:0005634;GO:0005819;GO:0030518;GO:0005654;GO:0071560;GO:0042921;GO:0045944;GO:0016607;GO:0003723;GO:0071385;GO:0003700;GO:0005496;GO:0001227;GO:0051879;GO:0001046;GO:0045892;GO:0051301;GO:0006325;GO:0005815;GO:0043402;GO:1990837"
"NR3C2","NR3C2","NR3C2","GO:0000981;GO:0003707;GO:0008270;GO:0003700;GO:0000785;GO:0005496;GO:0005654;GO:0005515;GO:0006367;GO:0043235;GO:0030518;GO:0006357;GO:1990837;GO:0007165;GO:0005829;GO:0004879;GO:0005789;GO:1901224;GO:0000978"
"NR4A1","NR4A1","NR4A1","GO:0002042;GO:0004879;GO:0005515;GO:0000981;GO:0005634;GO:0003677;GO:0001228;GO:0035767;GO:0035259;GO:0030522;GO:0008270;GO:0007165;GO:0071376;GO:0000785;GO:0035924;GO:0005654;GO:0006357;GO:0005667;GO:0061469;GO:0031965;GO:0046982;GO:0045444;GO:0005829;GO:0000978;GO:0005739;GO:0045786;GO:0045944;GO:0006367;GO:0044344;GO:1990837;GO:0001938"
"NR4A2","NR4A2","NR4A2","GO:0008344;GO:0071376;GO:0046982;GO:0043524;GO:0006351;GO:0009791;GO:0071542;GO:1904948;GO:0045944;GO:0034599;GO:0035259;GO:0043576;GO:0060070;GO:0021952;GO:0031668;GO:0000981;GO:1990837;GO:0043085;GO:0045444;GO:0051866;GO:0006357;GO:0001666;GO:0000978;GO:0008270;GO:0030522;GO:0016607;GO:0032991;GO:0005515;GO:0046965;GO:0007165;GO:0005634;GO:0001764;GO:0005667;GO:0008013;GO:0042551;GO:0000122;GO:0000785;GO:0042416;GO:2001234;GO:0005737;GO:0005654;GO:0006367;GO:0004879;GO:0021986;GO:0042053;GO:0001228;GO:0021953;GO:0003677;GO:0001975"
"NR4A3","NR4A3","NR4A3","GO:0005515;GO:0000122;GO:0006357;GO:0003707;GO:0005634;GO:0048660;GO:0000785;GO:0000981;GO:0031100;GO:0048661;GO:0004879;GO:0042803;GO:0003677;GO:0006367;GO:0035497;GO:0019901;GO:1900625;GO:0010828;GO:0008270;GO:0071376;GO:0001228;GO:0000978;GO:0043303;GO:0035259;GO:1904707;GO:0038097;GO:0043401;GO:0045944;GO:0048008;GO:0030522;GO:1904754;GO:0005667;GO:2000253;GO:0044320;GO:0097009;GO:0005654;GO:0045444;GO:0007369;GO:0032765;GO:0045652;GO:1903208;GO:0050679;GO:0046321;GO:0061469;GO:0045333;GO:0035726;GO:0071870;GO:0009444;GO:0010613"
"NR5A1","NR5A1","NR5A1","GO:0000785;GO:0005515;GO:0000978;GO:0003682;GO:0090575;GO:0000977;GO:0004879;GO:0007530;GO:0003677;GO:0030325;GO:0009755;GO:0008584;GO:0005654;GO:0000981;GO:0005634;GO:0009888;GO:0019899;GO:0001553;GO:0006367;GO:2000195;GO:1990837;GO:0007538;GO:0010628;GO:0043565;GO:0030522;GO:0045944;GO:0097720;GO:2000020;GO:0030154;GO:0005543;GO:0006357;GO:0010259;GO:0008270;GO:0097210;GO:0008585;GO:0050810;GO:0005829;GO:0051457;GO:0030238;GO:0042445"
"NR6A1","NR6A1","NR6A1","GO:1990837;GO:0000122;GO:0000785;GO:0007276;GO:0000981;GO:0003677;GO:0004879;GO:0043565;GO:0042803;GO:0000978;GO:0006367;GO:0001228;GO:0045944;GO:0008270;GO:0005654;GO:0006357;GO:0005667;GO:0030522"
"NRAP","NRAP","NRAP","GO:0048747;GO:0003779;GO:0030018;GO:0046872;GO:0071691;GO:0005515;GO:0008150;GO:0051015;GO:0005927;GO:0051371;GO:0005916"
"NRARP","NRARP","NRARP","GO:0001569;GO:0005515;GO:0045746;GO:0007219;GO:0032525;GO:0045581;GO:0000122;GO:0090263;GO:1902367;GO:0001938;GO:0002043"
"NRAS","NRAS","NRAS","GO:0005886;GO:0005515;GO:0044877;GO:0007265;GO:0070821;GO:0043312;GO:0005525;GO:0003924;GO:0000165;GO:0019003;GO:0070062;GO:0001938;GO:0000139;GO:0016020;GO:0002223;GO:0005794"
"NRBF2","NRBF2","NRBF2","GO:0031410;GO:0005737;GO:0005776;GO:0005515;GO:0006914;GO:0005654;GO:0034976;GO:0035032;GO:0006367;GO:0043550"
"NRBP1","NRBP1","NRBP1","GO:0005515;GO:0004674;GO:0005524;GO:0005654;GO:0006367;GO:0042803;GO:0006468;GO:0016020;GO:0006888;GO:0005938;GO:0012505;GO:0035556;GO:0005737;GO:0030027"
"LOC113997225","NRBP2","NRBP2","GO:0030182;GO:0005737;GO:0043524;GO:0006468;GO:0012505;GO:0016242;GO:0035556;GO:0004674;GO:0005524;GO:0006888"
"NRCAM","NRCAM","NRCAM","GO:0007413;GO:0007417;GO:0005515;GO:0045162;GO:0005886;GO:0007416;GO:0030516;GO:0005576;GO:0045666;GO:0043005;GO:0009897;GO:0001525;GO:0098609;GO:0007411;GO:0001764;GO:0030506;GO:0005887;GO:0043194;GO:0007409"
"NRDC","NRDC","NRDC","GO:0005739;GO:0004222;GO:0120163;GO:0046872;GO:0048408;GO:0006508;GO:0052548;GO:0005515;GO:0009986;GO:0051044;GO:0005829"
"NRDE2","NRDE2","NRDE2","GO:0005515;GO:0031048;GO:0005654;GO:0016246;GO:0003674;GO:0046833;GO:1902369;GO:0016607;GO:0005730"
"LOC113983465","NREP","NREP","GO:0045664;GO:0005634;GO:0005515;GO:0031103;GO:0017015;GO:0005737"
"LOC113996044","NRF1","NRF1_pp_1","GO:0000978;GO:0045944;GO:0042803;GO:0070062;GO:0005515;GO:0005654;GO:0005634;GO:0001228;GO:0000981;GO:0005829;GO:0006357;GO:0007005"
"NRF1","NRF1","NRF1","GO:0000978;GO:0045944;GO:0042803;GO:0070062;GO:0005515;GO:0005654;GO:0005634;GO:0001228;GO:0000981;GO:0005829;GO:0006357;GO:0007005"
"LOC113996145","NRF1","NRF1_pp_2","GO:0000978;GO:0045944;GO:0042803;GO:0070062;GO:0005515;GO:0005654;GO:0005634;GO:0001228;GO:0000981;GO:0005829;GO:0006357;GO:0007005"
"NRG1","NRG1","NRG1","GO:0000165;GO:0005576;GO:0000187;GO:0005102;GO:0005178;GO:0051048;GO:0005615;GO:0060379;GO:0048513;GO:0003222;GO:0050919;GO:0038127;GO:0051897;GO:0043125;GO:0045892;GO:2000145;GO:0016020;GO:0005125;GO:0042060;GO:0030971;GO:0045499;GO:0038129;GO:0007399;GO:0030297;GO:0051155;GO:0060956;GO:0003712;GO:0032148;GO:0031334;GO:0005654;GO:0030296;GO:0007171;GO:0008083;GO:0038128;GO:0061098;GO:0030879;GO:0030154;GO:0014032;GO:0055007;GO:0005886;GO:0016021;GO:0035556;GO:0008284;GO:0007154"
"NRG2","NRG2","NRG2","GO:0005576;GO:0048513;GO:0005615;GO:0000165;GO:0051897;GO:0007165;GO:0005102;GO:0005886;GO:0035556;GO:0007399;GO:2000145;GO:0016021;GO:0008083;GO:0038128"
"NRG3","NRG3","NRG3","GO:0005615;GO:0048513;GO:0005887;GO:0030971;GO:0035556;GO:0030297;GO:0050804;GO:0005102;GO:0008083;GO:2001223;GO:0007171;GO:0005576;GO:0045499;GO:0098978;GO:0001558;GO:0021842;GO:0007389;GO:0060596"
"NRG4","NRG4","NRG4","GO:0005576;GO:0005515;GO:0007399;GO:0051897;GO:0008083;GO:0000165;GO:2000145;GO:0005886;GO:0038128;GO:0016021"
"NRGN","NRGN","NRGN","GO:0012510;GO:0008306;GO:0005634;GO:0005516;GO:0043025;GO:0007165;GO:0014069;GO:0045211;GO:1900273;GO:0031966;GO:0005547;GO:0007399;GO:0098978;GO:0070300;GO:0005829;GO:0021537;GO:0099170;GO:0044327;GO:0030424"
"NRIP1","NRIP1","NRIP1","GO:0005515;GO:0001543;GO:0005634;GO:0071392;GO:0000785;GO:0032922;GO:0005654;GO:0001650;GO:0003713;GO:0042826;GO:0016607;GO:0035259;GO:0045944;GO:0000122;GO:0000118;GO:0030331;GO:0000978;GO:0005829;GO:0007623;GO:0005730;GO:0046965;GO:0035257;GO:0003714;GO:0019915"
"NRIP2","NRIP2","NRIP2","GO:0005634;GO:0004190;GO:0005515;GO:0006508;GO:0005737"
"NRIP3","NRIP3","NRIP3","GO:0005515;GO:0004190;GO:0006508"
"LOC114001432","NRK","NRK_ah_1","GO:0106311;GO:0006468;GO:0106310;GO:0004674;GO:0031098;GO:0005737;GO:0031532;GO:0000165;GO:0005524;GO:0048812;GO:0032147"
"LOC113985569","NRK","NRK_ah_2","GO:0106311;GO:0006468;GO:0106310;GO:0004674;GO:0031098;GO:0005737;GO:0031532;GO:0000165;GO:0005524;GO:0048812;GO:0032147"
"LOC113993883","NRN1","NRN1_pp_1","GO:0005886;GO:0007399;GO:0045202;GO:0005576;GO:0031225"
"NRN1","NRN1","NRN1","GO:0005886;GO:0007399;GO:0045202;GO:0005576;GO:0031225"
"NRN1L","NRN1","NRN1_pp_2","GO:0005886;GO:0007399;GO:0045202;GO:0005576;GO:0031225"
"NRP1","NRP1","NRP1","GO:0030426;GO:0003148;GO:0005515;GO:0038190;GO:0038085;GO:0038189;GO:0019955;GO:0048008;GO:0031966;GO:0048010;GO:0043235;GO:0007267;GO:0046718;GO:0007229;GO:0050731;GO:0032489;GO:0005021;GO:0060627;GO:0042327;GO:0005886;GO:0034446;GO:0090259;GO:0001938;GO:0051894;GO:0021675;GO:0006930;GO:0061299;GO:0010595;GO:0048843;GO:0043547;GO:0002116;GO:0035924;GO:0002042;GO:0007411;GO:0030424;GO:0019838;GO:0009887;GO:0061549;GO:0043025;GO:0017154;GO:0070374;GO:0005769;GO:0008201;GO:0009986;GO:0015026;GO:0002040;GO:0046872;GO:0097490;GO:0097491;GO:0071679;GO:0031290;GO:0005096;GO:0035729;GO:0005925;GO:0016021;GO:0035767;GO:0001525;GO:1902285;GO:0050918;GO:0048012;GO:0001764;GO:0051496;GO:0005829;GO:0048844;GO:0014911;GO:0001569;GO:0051491;GO:0150020;GO:0007165;GO:0043005;GO:0031532;GO:0031410;GO:2000251;GO:0048846;GO:0043542;GO:0060301;GO:1902946;GO:0097102;GO:0097443;GO:0060385;GO:0048842;GO:0009611;GO:0150018;GO:1900026;GO:0005615;GO:1901166;GO:0071526;GO:1902336;GO:0060978;GO:0097475"
"NRP2","NRP2","NRP2","GO:0050919;GO:0038023;GO:0099175;GO:1902285;GO:0097491;GO:1990830;GO:1904835;GO:0005021;GO:0005886;GO:0098978;GO:0001938;GO:1903375;GO:0016021;GO:0017154;GO:0021649;GO:0099055;GO:0007155;GO:0001525;GO:0002116;GO:0003148;GO:0021828;GO:0048846;GO:0016020;GO:0007411;GO:0019838;GO:0048010;GO:0005576;GO:0061549;GO:0005515;GO:0097490;GO:1901166;GO:0038084;GO:0016032;GO:0046872;GO:0097374;GO:0030424;GO:0061551;GO:0010595;GO:0021675;GO:0021612;GO:0036486;GO:0008201;GO:0019955"
"NRROS","NRROS","NRROS","GO:0005576;GO:0006955;GO:0005886;GO:0005789;GO:0005783;GO:0007179;GO:0045087;GO:0006801;GO:0050431;GO:0009986;GO:0036364;GO:0016021;GO:0014005;GO:0006954;GO:0035583"
"NRSN1","NRSN1","NRSN1","GO:0030133;GO:0005515;GO:0043005;GO:0043025;GO:0007399;GO:0030426;GO:0031410;GO:0016021"
"NRTN","NRTN","NRTN","GO:0030971;GO:0005576;GO:0021675;GO:0031175;GO:0001755;GO:0007411;GO:0007399;GO:0000165;GO:0030424;GO:0005102;GO:0008083;GO:0030116;GO:0007169"
"ARTN","NRTN","NRTN_pp_1","GO:0030971;GO:0005576;GO:0021675;GO:0031175;GO:0001755;GO:0007411;GO:0007399;GO:0000165;GO:0030424;GO:0005102;GO:0008083;GO:0030116;GO:0007169"
