"gene","moduleColor","best_anno","display_gene_ID","MM.black","MM.blue","MM.brown","MM.grey","MM.grey60","MM.lightcyan","MM.lightgreen","MM.magenta","MM.midnightblue","MM.pink","MM.turquoise"
"ATG4A","black","ATG4A","ATG4A",2.69873602488226e-28,1.85649797386428e-36,1.96629816357612e-07,0.776815582638032,0.000102333204835541,0.632178883242734,3.85293954911195e-06,0.0127578067470263,4.06525160826372e-08,6.04237846186075e-20,0.0112018987829737
"ATG4B","brown","ATG4B","ATG4B",0.465271154752171,0.000336120753733168,1.47558286121939e-17,0.00445375923394658,0.265604963901282,0.000188024817437149,0.311340836221874,6.2085718180136e-13,1.48759595650522e-05,1.13076254952686e-08,8.16612350778094e-23
"ATG4C","brown","ATG4C","ATG4C",0.0984693828086828,3.96284473393507e-11,1.02893051050274e-44,0.52495888995614,4.2654295613199e-05,5.73935269886932e-15,0.148759215140068,2.17697687348775e-09,0.00272050784487922,4.7397772996517e-21,1.26304325738262e-35
"ATG4D","brown","ATG4D","ATG4D",0.00595695219061124,4.1719696884397e-11,1.21045327700207e-17,0.130956257552167,0.00193897206622505,5.50496623648086e-05,0.0866202588685172,0.000690766852794996,0.416940292466947,2.99438093908555e-16,1.57105503819801e-13
"ATG5","turquoise","ATG5","ATG5",0.234549100347049,1.22470803344723e-08,1.56879421084033e-23,0.0276640882710278,0.0175599333418989,0.00129921016690894,0.0473677478473713,7.90094692522229e-08,0.0129457079628423,4.24704475131998e-15,1.35390370971014e-22
"ATG7","brown","ATG7","ATG7",0.0103583097689093,1.48427073155388e-11,1.29202736151993e-24,0.405725846853424,0.000770676342890321,9.42168407924523e-14,0.0225623908884188,1.68055100239901e-05,0.0655262656715477,5.15207023115527e-19,1.65007650060001e-18
"ATG9A","blue","ATG9A","ATG9A",1.24054645033279e-28,8.66780590900004e-28,1.39658685912217e-05,0.3122935158679,0.000279793451302593,0.606297970515356,1.88501041788709e-05,0.00160427355463665,4.78875264597411e-10,2.06757910006806e-15,0.0771318084555145
"ATG9B","blue","ATG9A","ATG9B",2.2218847878523e-09,1.15150744276952e-20,8.0123194129437e-13,0.809363404005597,3.25077133276257e-07,0.00189049747249132,0.0596335648861253,0.615042406165923,0.0395878864997933,1.25618662557251e-20,9.73762459226288e-07
"ATIC","black","ATIC","ATIC",2.61151245647059e-08,1.19813638372403e-08,0.00127870489572469,0.748852608633474,2.05342322287701e-06,0.0439272160067398,0.651938044620966,0.104672983036082,0.000840172519398098,1.32291312881825e-06,0.111280140723663
"ATL1","brown","ATL1","ATL1",0.000191702996959481,4.21709984061734e-20,4.37493436645103e-39,0.512904668552725,0.00014749976597566,6.85750008932535e-07,0.00230848309105516,0.000200708182655776,0.439642176368996,2.51113680355482e-35,1.41113999835594e-21
"ATL2","turquoise","ATL2","ATL2",0.813838643915398,2.4030385151381e-07,6.06212525132409e-39,0.920668302336597,0.0225652609337409,3.19590011087799e-12,0.072891892479812,7.58953296216887e-15,9.67431784523269e-06,1.75884670324153e-15,2.46975186336353e-62
"ATM","midnightblue","ATM","ATM",6.72323495157397e-08,0.0058961930869427,0.476710029887149,0.0602735739634821,0.977325771684375,0.817095488524748,0.000159412516724687,1.31111307106289e-06,3.78565282214716e-07,0.154256440725253,0.0206692940918595
"ATMIN","blue","ATMIN","ATMIN",3.74287488358298e-19,4.59983108282866e-20,4.24671787676118e-06,0.151062070211471,9.77633349523737e-05,0.00823704095963282,0.00017944990437865,0.031678782918797,1.22766239564091e-05,6.1378900592064e-14,0.0255725041308317
"ATN1","blue","ATN1","ATN1",2.85465844314034e-09,9.14114221898381e-32,1.20363989410872e-21,0.225607248484794,0.000347990035770713,0.0101209501125068,4.99882123822319e-05,0.161609264001404,0.131353577435519,1.30294482722675e-38,4.45272208231603e-11
"ATOH1","turquoise","ATOH1","ATOH1",0.796701031419,5.16549199891605e-06,1.12372668965496e-32,0.978903899995822,0.0388861730778151,1.78298666816785e-13,0.134283541125062,6.07004953996923e-17,6.12739377947014e-07,3.59947112227778e-13,1.17676675297106e-56
"ATOH8","black","ATOH8","ATOH8",4.88440976223597e-07,3.21541958988546e-05,0.112580673798179,0.191402689689558,0.350313855143478,0.476350826748326,1.24353207655879e-07,0.0113552005388972,0.000195461494318663,0.00102206472295207,0.903201906108308
"ATOX1","black","ATOX1","ATOX1",1.2140861715772e-30,2.04197149146423e-08,0.886617099104132,0.886991797466693,0.0156246144837968,0.00490523662355085,0.000271981346996849,4.08380145072983e-16,6.35733719043083e-32,0.00130880484124549,0.00749737055664886
"ATP10A","black","ATP10A","ATP10A",2.21068479251792e-26,5.69484858050901e-15,0.0172400036506911,0.314984399320122,0.00365022814321734,0.13189312627863,2.26967304379978e-06,3.75642712130921e-06,2.65288577933815e-13,2.58594715171697e-08,0.959097358315186
"ATP10B","turquoise","ATP10B","ATP10B",0.436940750633702,2.12912739495396e-07,1.47419013277016e-25,0.961797782911307,0.00252641531118899,7.16743488566938e-12,0.139287215224756,3.38899240742917e-10,0.000403372964652186,4.30268046838815e-14,7.05191393979738e-27
"ATP10D","black","ATP10D","ATP10D",2.99942913301663e-11,5.30517026494356e-09,0.025703198872216,0.130008509609444,2.87775050546323e-05,0.772053153009713,0.00183432888826116,0.00195921804679986,1.77444823013695e-06,7.01972273529211e-06,0.62431689812854
"ATP11A","turquoise","ATP11A","ATP11A",0.231101189923906,0.000349950360546239,1.58976725710426e-24,0.683588126933941,0.116247181947619,1.96447803781382e-10,0.196593049511897,5.40444429512293e-21,6.58613642184255e-09,9.32293612949868e-10,1.90238714106677e-46
"ATP11B","turquoise","ATP11B","ATP11B",0.157958785732711,1.8424353875311e-09,4.67584562830198e-26,0.258691894266158,0.00398034145154006,2.57680281260762e-05,0.0693960702162593,8.53350748571904e-08,0.0128923282475914,2.27942087063505e-16,1.28178759273607e-23
"ATP11C","brown","ATP11C","ATP11C",0.161237654470361,2.91287851065813e-10,2.06295110291288e-41,0.923292594333583,0.000453888567266807,2.50484832998144e-11,0.176958763447427,7.44698839881505e-10,0.00192896952248086,4.98017053763403e-20,1.73446895372489e-36
"ATP12A","brown","ATP12A","ATP12A",0.524240714705301,5.28059311903037e-05,1.54232270607733e-11,0.382060566921947,0.925823182567123,0.00081670612216711,0.00883011265457885,7.81852327317675e-06,0.0153064008423801,6.3842526568942e-08,2.54284784353316e-11
"ATP13A1","turquoise","ATP13A1","ATP13A1",0.401768678369063,8.2156761971912e-08,1.2813505807271e-30,0.142021678890643,0.00173908486145126,1.02485065116813e-20,0.196338775766105,3.34475703968296e-11,0.000111072305591362,2.34438373824327e-15,5.7608867889208e-32
"ATP13A2","brown","ATP13A2","ATP13A2",5.18456346250589e-05,6.04098558170354e-19,5.27357477727272e-25,0.07446919030065,0.000511216940926404,0.00134296756319023,0.0004114919052303,0.00389190931265835,0.982769079900019,1.12417480977921e-28,1.46928318882527e-15
"ATP13A3","midnightblue","ATP13A3","ATP13A3",0.000592054426833232,0.0584980003356633,0.950904907675095,0.0041513038882222,0.0796888484542589,0.0107645431947826,0.416367607550029,0.00861969985938409,0.00641512884399311,0.207242485353905,0.270700566042077
"ATP1A1","pink","ATP1A1","ATP1A1",4.77874887929213e-15,7.32545375867547e-47,1.59165128615975e-16,0.687230022343515,0.000175419302136342,0.00106897035139038,1.60387071613035e-06,0.902310669285799,0.00840515448005645,8.26586965444087e-38,1.57204117309591e-07
"ATP1B1","blue","ATP1B1","ATP1B1",1.07694278929295e-07,8.67233469709645e-29,2.2386529007842e-28,0.592567468564432,1.77580866167719e-05,1.13649587874683e-06,0.000242220686006592,0.0241760837788205,0.610392136053822,5.84464434914969e-45,1.67790837818512e-14
"ATP1B3","turquoise","ATP1B3","ATP1B3",2.46285154781492e-06,0.291735807616917,0.0017782738442818,0.000564915678880433,0.301430618615398,0.382083651543657,0.39232520411543,8.51944750503423e-13,5.62459245894821e-10,0.456621143361285,5.01106765362419e-07
"ATP1B4","magenta","ATP1B4","ATP1B4",7.17610978587211e-06,0.611910379795096,1.57883078710469e-05,0.0740242780309973,0.14399531074063,1.61123294924103e-10,0.00750929532810148,3.37598085437182e-19,1.50410770409911e-15,0.135326901503978,1.01978943158496e-10
"ATP23","black","ATP23","ATP23",4.22707403157496e-10,7.59906046824317e-06,0.483697773085395,0.0278970857883149,0.15497066196137,0.000754089878873472,0.00364932943100365,1.01995955259627e-05,6.94900233004123e-10,0.00281278316301748,0.300847699743801
"ATP2A2","brown","ATP2A2","ATP2A2",0.049845055605776,5.86919219143577e-11,1.00598028892706e-30,0.712552300543703,4.39387174537593e-06,7.24909154738579e-14,0.50487215623926,2.3930162748766e-07,0.0152440727932959,5.62719693058492e-19,2.43776821673502e-24
