"gene","moduleColor","best_anno","display_gene_ID","GS.status","p.GS.status","GS.mean_T","p.GS.mean_T","GS.strength","p.GS.strength"
"ECEL1","blue","ECEL1","ECEL1",0.0808161246861,0.506005288131839,0.0551477978281583,0.650234028920424,-0.00168856206541397,0.988931180334371
"ECH1","grey","ECH1","ECH1",0.269499766223938,0.0240632928365342,0.434913511343488,0.000168342611815978,0.161235514664866,0.182385198258673
"ECHDC1","pink","ECHDC1","ECHDC1",-0.0101731313064436,0.93338709781474,0.0126533444285263,0.917198373804247,0.173427268259204,0.151066204959378
"ECHDC2","black","ECHDC2","ECHDC2",-0.115291974497275,0.341905120659997,-0.00113198876927519,0.992579487498171,0.142876391338538,0.238027724130721
"ECHDC3","black","ECHDC3","ECHDC3",-0.0259588167813472,0.831083337385219,-0.113167531817283,0.350933395703923,-0.0956535472124809,0.430875895361369
"ECHS1","magenta","ECHS1","ECHS1",0.0301364978398366,0.804400341371654,0.00380514206571904,0.975059818234741,-0.00867534637641041,0.943176851174888
"ECI1","magenta","ECI1","ECI1",0.0846006014006252,0.48622563602705,0.0176082035806278,0.88496402974419,-0.0551920319349168,0.64997180825579
"ECI2","magenta","ECI2","ECI2",0.0376335941852156,0.757089174612389,0.0358353309862005,0.76836361645071,0.131203665079426,0.278963104528126
"ECM2","pink","ECM2","ECM2",-0.11967094495757,0.323758952866984,-0.0953380537585033,0.43240448623055,-0.0656575758588231,0.589181253417053
"ECPAS","turquoise",NA,"ECPAS",0.0905757556745197,0.455848073686924,0.110662949056021,0.361765009506014,0.0946177801284602,0.435905750391826
"ECSCR","black","ECSCR","ECSCR",-0.070656924849493,0.561077877518803,-0.0522997302264353,0.667205350188331,-0.0241841810008984,0.842477753129495
"ECSIT","brown","ECSIT","ECSIT",-0.0113050102107904,0.925995413465455,-0.0772756271758289,0.524877556381804,-0.145862177021248,0.228259965328021
"ECT2","turquoise","ECT2","ECT2",0.00681924923452148,0.955320082913767,0.00969317516516273,0.936523162696041,0.0338999107930618,0.780551678090311
"EDA","turquoise","EDA","EDA",0.140270336850162,0.246785933889614,0.146527682992356,0.22612142183461,0.085853049017454,0.479770929139029
"EDA2R","blue","EDA2R","EDA2R",0.0611502561078479,0.615049546349203,0.0486589374927936,0.689144228557335,0.000841290538398011,0.994485063351604
"EDARADD","magenta","EDARADD","EDARADD",0.0356319076094188,0.769642075952463,0.0202764721367565,0.867678773795717,-0.0671259028816058,0.580861567046999
"EDC3","turquoise","EDC3","EDC3",0.0264027752548373,0.828238134682116,0.0189240031181243,0.87643296915421,0.0309121482540394,0.799469697006753
"EDC4","turquoise","EDC4","EDC4",0.00490539272237556,0.967851793883141,-0.000960578405586975,0.993703106969928,0.00122721927479044,0.991955243980417
"EDEM1","turquoise","EDEM1","EDEM1",0.0038398378048867,0.974832484106304,0.0200547299696625,0.869112997630056,0.054256836705047,0.655524644116167
"EDEM3","blue","EDEM3","EDEM3",-0.0896034784194509,0.460718810634736,-0.0618372483125253,0.611075330689454,0.0124752611453862,0.918359711205026
"EDF1","pink","EDF1","EDF1",0.0167019092371094,0.890847693206453,-0.0297727814045255,0.806715044713309,-0.0484040560446135,0.69068998357833
"EDIL3","brown","EDIL3","EDIL3",0.00363548724323748,0.976171462204008,-0.0114913742855861,0.924778953051796,-0.0267529252369914,0.825995675087478
"EDN1","blue","EDN1","EDN1",-0.0712554904216141,0.557756104200487,0.0193078851852362,0.873946646348583,0.065217238162145,0.59168668552955
"EDN3","black","EDN3","EDN3",-0.0479478576938231,0.693459793280476,0.0115501692587312,0.924395214221326,0.00313740095395437,0.979435369675405
"EDNRA","pink","EDNRA","EDNRA",-0.160312676046131,0.184934385942596,-0.0504510668298743,0.678311786973956,0.066394378274316,0.584999737259739
"EDNRB","brown","EDNRB","EDNRB",-0.0695912932484522,0.567014720486294,-0.028332155009775,0.81589932627918,0.0592821851091408,0.62591197453234
"EDRF1","turquoise","EDRF1","EDRF1",-0.0697255929318187,0.566264892172056,-0.0740668799311523,0.542280565237578,-0.00583727946133254,0.961748749800749
"EEA1","blue","EEA1","EEA1",-0.029052924024539,0.811301105612198,0.0497721257877247,0.68240811597931,0.0274293452100546,0.821667633031142
"EED","magenta","EED","EED",-0.0425532101644822,0.726508529647285,-0.062474113468938,0.60740107257331,0.0397370804691823,0.743965104847312
"EEF1A1","black","EEF1A1","EEF1A1",-0.0128414879408529,0.915971618159466,-0.0413009045848654,0.734254770069086,-0.0123971577836392,0.918869101796967
"EEF1A2","brown","EEF1A2","EEF1A2",0.00715279792329316,0.953137063791364,0.00263869037982763,0.982703705284083,-0.0318325176457948,0.793629243562948
"EEF1AKMT1","turquoise","EEF1AKMT1","EEF1AKMT1",-0.100711626099702,0.406790904937141,-0.106893906155975,0.378446316929645,-0.0640694430816646,0.598239785550765
"EEF1AKMT2","black","EEF1AKMT2","EEF1AKMT2",0.176293755447537,0.144322328496427,0.0917950706112936,0.449780015809319,0.0678000250692929,0.577060023210087
"EEF1AKMT3","magenta","EEF1AKMT3","EEF1AKMT3",-0.0911493348023272,0.452987999990957,-0.11869668114979,0.327742186031332,-0.0664363432720819,0.584761983134749
"EEF1AKMT4","turquoise","EEF1AKMT4","EEF1AKMT4",0.0109794047322439,0.928121153278823,-0.0565081647559508,0.642189254600897,-0.0673190990836102,0.579770914058269
"EEF1AKNMT","brown","EEF1AKNMT","EEF1AKNMT",0.188345250744649,0.118418477266104,-0.00952200276722879,0.93764184982961,-0.223385030990587,0.0630432523295063
"EEF1B2","black","EEF1B2","EEF1B2",0.0350215941500039,0.773481389531495,-0.0341489392353728,0.778980425889816,-0.0408223014354432,0.737222256557607
"EEF1E1","magenta","EEF1E1","EEF1E1",-0.048119683748089,0.692416078271836,-0.0871835645358374,0.47296426491024,-0.0421614544053794,0.728928872429595
"EEF1G","pink","EEF1G","EEF1G",0.0667082393814631,0.583222611928743,0.00248849352193015,0.983688089262242,-0.00853523920667369,0.94409306517356
"EEF2","midnightblue","EEF2","EEF2",0.0777334098076079,0.522417712559972,0.107928043353062,0.373823913876647,0.0604988239382402,0.618828281188601
"EEF2K","black","EEF2K","EEF2K",-0.112685651519814,0.353001620141745,-0.0315095184799838,0.795677651716347,0.0640220551586109,0.598511028218829
"EEF2KMT","pink","EEF2KMT","EEF2KMT",0.0194160258007805,0.8732464610786,0.0371004365571412,0.76042672590573,-0.137375939309647,0.25676899362701
"EEFSEC","magenta","EEFSEC","EEFSEC",0.0343455565942853,0.777740486218285,-0.0223196172550655,0.854484367973795,0.0223246509372021,0.85445190855515
"EEPD1","magenta","EEPD1","EEPD1",0.0499674702068811,0.681228579048751,-0.0310119758971975,0.79883567690082,-0.0516806526788817,0.670916869995919
"EFCAB1","pink","EFCAB1","EFCAB1",0.0527183411623761,0.664700173686117,-7.03576963188029e-05,0.999538778555097,-0.0874869777496511,0.471419370308326
"EFCAB10","pink","EFCAB10","EFCAB10",-0.111245101707859,0.359229268890955,-0.116929780500248,0.335045039587506,-0.111559121954948,0.357866005260244
"EFCAB14","pink","EFCAB14","EFCAB14",-0.0098920432110801,0.935223626276487,0.00143287062379094,0.990607199993489,0.0145764667921036,0.904668589271463
"EFCAB2","pink","EFCAB2","EFCAB2",0.0466484922871114,0.701370764825926,-0.0718725031725249,0.554341781227487,0.0356743546743541,0.769375257244239
"EFCAB5","turquoise","EFCAB5","EFCAB5",-0.012645574683286,0.917249039183589,0.0231926823990635,0.848858103010615,0.0255009300246321,0.834020071510935
"EFCAB7","pink","EFCAB7","EFCAB7",0.142607115688657,0.238922609367013,0.0900881010403386,0.458287488260537,-0.0532313373817939,0.661635136918626
"EFCC1","magenta","EFCC1","EFCC1",0.0462103357097685,0.704045611830217,0.0818131031668024,0.500754722918616,0.0781253829866835,0.520316101276388
"EFEMP1","black","EFEMP1","EFEMP1",-0.0251614776013406,0.836198671525868,0.01722279908114,0.887465337019026,-0.0288148239639933,0.812819393929564
"EFHB","turquoise","EFHB","EFHB",-0.0163726811487828,0.892986515256107,-0.0156003662867012,0.898006800408565,-0.00646840486347086,0.957616652709435
"EFHC1","turquoise","EFHC1","EFHC1",0.0111964109242726,0.926704355391012,-0.00775340393126419,0.949207077669092,-0.00487376993285049,0.968058929810908
"EFHC2","turquoise","EFHC2","EFHC2",0.030477511076537,0.802231643415579,-0.00415241403683783,0.972784508053459,-0.0476005867352036,0.695570940347136
"EFHD1","brown","EFHD1","EFHD1",0.0105330067556728,0.931036308389257,0.0438437820424414,0.718554104503967,0.0342435246386823,0.778383867509413
"EFHD2","blue","EFHD2","EFHD2",0.0333469966979326,0.784043431201836,-0.00225384688595317,0.985226001637026,-0.0142908342616317,0.906528188828398
"EFL1","pink","EFL1","EFL1",0.00130322691998113,0.991457011274074,-0.0395501088169398,0.745128780580044,0.026459564072903,0.827874349506702
"EFNA1","brown","EFNA1","EFNA1",0.0258364526148155,0.831867916630025,0.160509558841301,0.184388378968828,0.147952687176413,0.221589414126079
"EFNA2","blue","EFNA2","EFNA2",-0.00933647390923468,0.938854498619069,0.0564492667397353,0.642536718377832,-0.0130391202356599,0.914683203363266
"EFNA3","blue","EFNA3","EFNA3",-0.0261603354923383,0.829791591052892,0.00741738765668492,0.951405612939222,-0.030346509488203,0.803064582123759
"EFNA5","blue","EFNA5","EFNA5",-0.0459935176423338,0.705370564769022,0.00589900325720122,0.961344586380752,-0.0651869392582335,0.591859255939322
"EFNB1","black","EFNB1","EFNB1",-0.0867427956404357,0.475213380812932,-0.0815748599941407,0.502006852225002,-0.0148506450609408,0.902884042830008
"EFNB2","brown","EFNB2","EFNB2",-0.0309310215162628,0.799349820209662,0.00344941210998374,0.977390750353157,0.00466599914832594,0.969419923954979
"EFR3A","blue","EFR3A","EFR3A",0.0329305738668715,0.786676030752731,0.0794258064546187,0.513374373868439,0.0841738880619955,0.488435216113405
"EFTUD2","turquoise","EFTUD2","EFTUD2",0.0267631508020333,0.825930208434095,-0.0240236850092434,0.843509879616527,0.00169999192269647,0.988856260368362
"EGF","blue","EGF","EGF",0.00348511383894925,0.977156804766924,0.0103353651432058,0.932327277453991,0.00411482518648199,0.973030778365402
"EGFL7","pink","EGFL7","EGFL7",-0.0183771598768118,0.879976810999726,0.0399675186815248,0.742531687904873,0.0617254373210683,0.611721393139447
"EGFLAM","black","EGFLAM","EGFLAM",-0.0232958700427438,0.848193625755637,-0.00379060859592309,0.975155045321091,-0.00176647509193938,0.988420481106147
"EGFR","blue","EGFR","EGFR",-0.00528915944315427,0.965338214154022,0.0317578571301644,0.794102605283491,-0.0053370102168796,0.965024826204857
"EGLN1","lightcyan","EGLN1","EGLN1",-0.0994254297989184,0.412839679525205,-0.0385765934680903,0.751196892232074,0.000940679724043328,0.993833546508603
"EGLN3","lightgreen","EGLN3","EGLN3",0.019765997511659,0.870981143879725,0.0262574984102854,0.829168931726064,0.00932891954493872,0.938903878210538
"EGR1","magenta","EGR1","EGR1",-0.134489617547524,0.266993681902366,-0.223833101395279,0.0625027364818801,-0.0473313555920022,0.697209254080738
"EGR2","pink","EGR2","EGR2",-0.0992311570986294,0.41375782016986,-0.0986447611618397,0.416536307333247,0.00501103612874228,0.967159822787947
"EGR3","blue","EGR3","EGR3",-0.00419370288860609,0.972513999422028,-0.0432763931249579,0.722047585750267,-0.0966509123065043,0.426063791948994
"EGR4","brown","EGR4","EGR4",-0.0683216491241116,0.574126344497597,-0.264071085788546,0.0271769224811791,-0.0488738971055674,0.687841568883841
"EHBP1","turquoise","EHBP1","EHBP1",0.0173725124090903,0.886493553513316,0.0131060601847956,0.914246854465592,-0.000169432121368452,0.998889308327339
"EHD3","blue","EHD3","EHD3",0.101474153102281,0.403229409172233,0.0980173841943538,0.419520855799587,0.0135840842858157,0.911131590501126
"EHD4","pink","EHD4","EHD4",-0.0596761187137667,0.623614617059315,-0.0259734472548201,0.830989540156194,0.0961524591784351,0.428464894060612
"EHHADH","pink","EHHADH","EHHADH",-0.0595881333721699,0.624127424055468,-0.153782729539536,0.203711570998509,-0.088293742425032,0.46732482073896
"EHMT1","brown","EHMT1","EHMT1",0.0331892483966862,0.785040423715705,-0.0110241312591625,0.92782912273471,-0.0578685077640572,0.634185462488421
"EI24","turquoise","EI24","EI24",0.109186564018261,0.368244868407371,0.0506418961675894,0.677162100617288,-0.0113613613993985,0.925627572510103
"EIF1","black","EIF1","EIF1",0.0242904135313441,0.841794732493049,-0.00366149618980397,0.976001038543864,-0.0183190239996976,0.88035370264387
"EIF1B","turquoise","EIF1","EIF1B",-0.0238759190980724,0.844460373231098,-0.0286524909225352,0.813854934971313,0.0114270180833447,0.925199008130933
"EIF2A","pink","EIF2A","EIF2A",-0.0760767649520577,0.531346864638578,-0.0936492675323843,0.440638806057627,0.0703178161430777,0.562963924759968
"EIF2AK1","black","EIF2AK1","EIF2AK1",0.0448686001163826,0.712258773671609,-0.18417747177193,0.126939391230784,-0.0908398054143433,0.45453019373305
"EIF2AK2","blue","EIF2AK2","EIF2AK2",-0.168763406614949,0.16253621992411,0.0856880323908552,0.480618748553631,-0.0800395740055614,0.510114508528807
"EIF2AK3","turquoise","EIF2AK3","EIF2AK3",0.0662410443567437,0.585868829053017,0.170098981968087,0.159187893145385,0.1046842621674,0.388437647994564
"EIF2AK4","brown","EIF2AK4","EIF2AK4",-0.0265024184110364,0.827599851526239,0.0998401991608051,0.410883417429177,-0.0351176056572247,0.772877045710731
"EIF2B1","black","EIF2B1","EIF2B1",-0.263004206408121,0.0278271975212652,-0.0500795337633738,0.680552255729031,0.12602983438143,0.298522285730084
"EIF2B2","black","EIF2B2","EIF2B2",0.0317344096879272,0.794251281789567,-0.0349298783416011,0.77405881952719,-0.106445265548246,0.380462312373686
"EIF2B3","pink","EIF2B3","EIF2B3",0.0486232815554406,0.68936039155241,-0.0893886919484531,0.461798632257035,-0.0979598100518934,0.419795361067515
"EIF2B5","turquoise","EIF2B5","EIF2B5",-0.0499439219979559,0.681370728521762,-0.0281925081048033,0.816790940586089,-0.0458775683965023,0.706079477672772
"EIF2D","black","EIF2D","EIF2D",-0.0132055557340999,0.913598338210703,-0.0245619126886601,0.840049662244787,-0.0956136331716599,0.431069112541678
"EIF2S1","pink","EIF2S1","EIF2S1",0.0509927573127395,0.675050192839395,0.0436165107843118,0.71995275503611,0.0205621847560854,0.865831418665194
"EIF2S2","brown","EIF2S2","EIF2S2",0.0858007827339644,0.480039375559362,0.0179559654391792,0.882707987284236,-0.0398324729003121,0.74337162060964
"EIF2S3","turquoise","EIF2S3","EIF2S3",0.00658609643395827,0.956846223694508,-0.053621882478819,0.659305426425903,-0.0111513625392094,0.926998450376556
"EIF3A","brown","EIF3A","EIF3A",0.0717376180090059,0.555087331713278,0.0822959068319842,0.498222235071743,0.0766133446515104,0.528446489641869
"EIF3B","pink","EIF3B","EIF3B",-0.0299037702020119,0.805881235858361,-0.0549642765291149,0.651322398864371,0.0384265348660179,0.752133587010748
"EIF3D","pink","EIF3D","EIF3D",-0.0225213327550053,0.853183805909425,0.00141999773739881,0.990691580995793,0.0211306347202384,0.862158086141146
"EIF3E","pink","EIF3E","EIF3E",0.0204123860313981,0.866799895631045,-0.0358280573188406,0.768409318837085,-0.0157991356556115,0.896714348570925
"EIF3F","pink","EIF3F","EIF3F",0.00293662150646092,0.980751154650391,-0.0745783716217301,0.539487696491297,-0.0287882276861054,0.812989032761051
"EIF3H","black","EIF3H","EIF3H",0.0549742547113551,0.651263204716857,-0.0477502960655076,0.694660535782251,-0.0645820373316106,0.595309252796906
"EIF3I","pink","EIF3I","EIF3I",-0.0128384257941517,0.915991582773164,-0.101064544152847,0.405140273054046,-0.0368827099137335,0.761790947168681
"EIF3J","magenta","EIF3J","EIF3J",0.153082755752189,0.205802087126165,0.0949806116606181,0.434140025301942,-0.014759000629599,0.903480476792403
"EIF3L","pink","EIF3L","EIF3L",0.0178776328869516,0.883216075107287,-0.0323443381635079,0.79038621479459,-0.0434394313346225,0.721043155927941
"EIF3M","pink","EIF3M","EIF3M",-0.0120776289552845,0.920953407614781,-0.0509580585222867,0.675258941122927,-0.012911890126483,0.915512623625115
"EIF4A2","magenta","EIF4A2","EIF4A2",-0.0254444467895691,0.834382494049234,-0.0618182958462286,0.611184820367628,-0.106982575281138,0.378048638980873
"EIF4A3","black","EIF4A3","EIF4A3",0.0628009117954049,0.605519429949797,-0.017871164740322,0.883258031498825,-0.00615414163247653,0.959674060989299
"EIF4B","turquoise","EIF4B","EIF4B",0.113096141990849,0.351239325170545,0.141611328454881,0.242252062345102,0.118984894353981,0.326560614307322
"EIF4E","blue","EIF4E","EIF4E",-0.000877981036807698,0.994244549040209,-0.0277811345369216,0.81941881256947,0.10092321983432,0.405800790120106
"EIF4E1B","blue","EIF4E1B","EIF4E1B",0.0481350088448477,0.692323017445161,0.0416748487791433,0.731938896139237,-0.0849977470418039,0.484173919636776
"EIF4E2","black","EIF4E2","EIF4E2",0.00139568472916915,0.990850951591188,-0.0241020052301606,0.843006180673923,-0.0911646211344057,0.452911912568551
"EIF4E3","blue","EIF4E","EIF4E3",-0.0815484893391972,0.502145547386475,0.0547537768479217,0.6525716587149,0.118956841857946,0.326675500550788
"EIF4EBP1","magenta","EIF4EBP1","EIF4EBP1",-0.0206907818318734,0.865000171407481,-0.0501643538605215,0.680040518412451,-0.0794371823553615,0.513313857447742
"EIF4EBP2","turquoise","EIF4EBP2","EIF4EBP2",0.0430530076033451,0.723424558144211,0.10959485401689,0.366445855769963,0.100388458231774,0.408305827561833
"EIF4ENIF1","turquoise","EIF4ENIF1","EIF4ENIF1",0.021705966044502,0.858443251827271,-0.0146998743618242,0.903865306571995,0.0147770514056017,0.903362995755775
"EIF4G2","pink","EIF4G2","EIF4G2",0.0456794010359336,0.707291648776951,-0.0301455481415457,0.804342766239062,-0.0444851224039298,0.714612212249674
"EIF4G3","turquoise","EIF4G3","EIF4G3",0.0180152095085134,0.882323744263062,0.020451585125779,0.866546447156486,-0.0134547930445358,0.911974046578139
"EIF4H","turquoise","EIF4H","EIF4H",-0.00211319647205363,0.98614787351089,-0.0339860360769042,0.780008168631773,0.0506645363512719,0.677025749401496
"EIF5","black","EIF5","EIF5",0.013946525222216,0.908770464791105,-0.113753360560267,0.348429163642996,-0.270597994684329,0.023471641347386
"EIF5A2","pink","EIF5A","EIF5A2",0.033143074763544,0.785332313210995,-0.000360854111055228,0.997634467387706,0.180353282654824,0.135161093145087
"EIF5B","black","EIF5B","EIF5B",0.0151839782547034,0.900715121056477,0.0206219479564769,0.865445093202176,0.0290615277902063,0.81124625508876
"EIF6","pink","EIF6","EIF6",-0.0260115214884776,0.830745453993297,-0.102422521651148,0.398825493305352,-0.0809328419231015,0.50538913908554
"EIPR1","brown","EIPR1","EIPR1",-0.0462266761440462,0.70394579263825,-0.0161857025545569,0.894201556924688,0.0584447939176815,0.630807296842724
"ELAC1","brown","ELAC1","ELAC1",0.0297780824367184,0.806681296829265,0.328751312696697,0.00545781241176053,0.248672972317951,0.0379110465465609
"ELAC2","magenta","ELAC2","ELAC2",0.0875609286558914,0.471043245973423,-0.0147697630920925,0.903410430510605,-0.0213827518002815,0.860529829373267
"ELAVL1","brown","ELAVL1","ELAVL1",-0.006355958988697,0.95835277868127,0.0135572416216504,0.911306488124405,0.0363858869953121,0.764906622122563
"ELAVL2","blue","ELAVL2","ELAVL2",-0.146466524451151,0.226317363927185,-0.0654989348564751,0.590083336954512,-0.0526643350335559,0.665023168357241
"ELAVL4","blue","ELAVL4","ELAVL4",-0.0106986443752742,0.929954521689105,0.00972855690217905,0.936291942643642,-0.0287247116036192,0.813394191591167
"ELF1","pink","ELF1","ELF1",0.00627073603742484,0.958910713179391,0.00246186506619533,0.983862613633074,0.0191253264121701,0.875128890595301
"ELF2","pink","ELF2","ELF2",-0.0166651250995673,0.891086622191777,-0.0316342647554847,0.794886367107446,-0.059203861766039,0.626369168080898
"ELF3","pink","ELF3","ELF3",0.0162339314467841,0.893888128111878,0.0348214984940672,0.774741321566427,0.00451842805893241,0.970386635544651
"ELFN1","brown","ELFN1","ELFN1",0.0573233177325254,0.637388219917365,0.0491499905227277,0.686169765380585,0.0140330676280593,0.908206799021456
"ELFN2","blue","ELFN2","ELFN2",0.0110220383220979,0.9278427878262,0.0222481748952639,0.854945085986354,-0.0183327901627968,0.880264454979654
"ELK3","black","ELK3","ELK3",-0.039104114312082,0.747906857671626,-0.0462282811084396,0.703935988623767,-0.0415972325055963,0.732419386007908
"ELK4","black","ELK4","ELK4",-0.076698494302749,0.527986955977449,-0.0315151990977095,0.795641614221765,0.0469428815704657,0.699575612599471
"ELL","brown","ELL","ELL",0.0425141711053477,0.726749601241701,0.1678279556623,0.164912167633585,0.233395627684117,0.0518334015811169
"ELMO1","brown","ELMO1","ELMO1",-0.0222790295550958,0.854746104288953,-0.0256062331499272,0.833344490099663,-0.0418123483644616,0.731087946087579
"ELMO2","blue","ELMO2","ELMO2",0.0930111057385285,0.443773136968682,-0.0161031982557918,0.894737771384333,-0.0346404922087572,0.775881554468201
"ELMO3","pink","ELMO3","ELMO3",0.070679766157066,0.560950946801049,-0.0132870700522776,0.913067066288289,-0.00997730238891199,0.934666537436457
"ELMOD1","brown","ELMOD1","ELMOD1",-0.013868158164828,0.90928092184753,0.00976488740024682,0.936054527893698,-0.0102030164363116,0.933191859348847
"ELMOD2","turquoise","ELMOD2","ELMOD2",-0.0396329793485839,0.744612939924998,-0.012553215744344,0.917851323513021,0.0023387731710862,0.984669374402678
"ELMOD3","turquoise","ELMOD3","ELMOD3",0.154174633539553,0.202547745793742,0.0257187506035442,0.832622757487596,0.0582893714548135,0.631717638081005
"ELMSAN1","blue","ELMSAN1","ELMSAN1",-0.00454423446005741,0.970217579356819,0.0406598868322512,0.738230150593628,0.0231023471656693,0.849439903345589
"ELN","lightgreen","ELN","ELN",0.0276420071165769,0.820308014945332,-0.00752409759816016,0.950707375923242,0.0520644889088848,0.668614747211563
"ELOA","brown","ELOA","ELOA",0.014108247153927,0.90771717833652,0.0303899825620075,0.802788145864789,-0.0116670135461367,0.923632654417657
"ELOC","pink","ELOC","ELOC",-0.0105549042105046,0.93089328794398,-0.0630782183995365,0.603924756396073,-0.0345104201044015,0.776701223970794
"ELOF1","black","ELOF1","ELOF1",0.0147480593502198,0.903551687636782,-0.0496147190207008,0.683359128522072,-0.0515550521884708,0.671670837789426
"ELOVL1","pink","ELOVL1","ELOVL1",-0.0272070120856283,0.823089642573253,-0.0195815233198518,0.872175091344771,0.0018213981884308,0.988060477548538
"ELOVL2","midnightblue","ELOVL2","ELOVL2",0.151772094949208,0.209757348361603,0.129347159122766,0.285880994066749,-0.053913689728046,0.657566820096167
"ELOVL4","brown","ELOVL4","ELOVL4",-0.0090479495821652,0.940740618129507,-0.0202786449508817,0.867664722176847,0.0027581079723323,0.981921065637985
"ELOVL5","blue","ELOVL5","ELOVL5",-0.0470923895638755,0.698664557390969,0.0144058302060576,0.905779451350462,0.106742886311637,0.379124215137671
"ELOVL6","brown","ELOVL6","ELOVL6",0.0769248183708101,0.526766504262577,-0.0380177996102511,0.754686798669877,-0.0920984006737606,0.448277444841217
"ELOVL7","magenta","ELOVL7","ELOVL7",-0.214676705448147,0.0743190431513783,-0.0888649670775953,0.464437399271553,0.0538731022172789,0.657808534929496
"ELP1","magenta","ELP1","ELP1",-0.074600392798443,0.539367613861165,0.0169935380322877,0.888953781915939,0.096650085813676,0.42606776688947
"ELP2","turquoise","ELP2","ELP2",0.00658928338445017,0.956825361920095,0.0502609981196462,0.67945761904802,0.0428036858804059,0.724962438279683
"ELP3","turquoise","ELP3","ELP3",0.0443592284613657,0.715385415333135,-0.0719964983262295,0.5536568459223,-0.115192247407825,0.34232565354685
"ELP4","pink","ELP4","ELP4",0.0261216456825152,0.83003956014427,0.02242034441608,0.853834880365164,0.0449694461988581,0.711640315490744
"ELP6","turquoise","ELP6","ELP6",0.0038134486958163,0.975005391182894,-0.0166795020075865,0.890993236763722,0.0281948902474513,0.816775729189969
"EMB","turquoise","EMB","EMB",-0.0179098567147688,0.883007056244821,-0.00554204047606035,0.963682086733541,0.030935846824221,0.799319172171572
"EMC1","pink","EMC1","EMC1",0.0740100278088786,0.542591426347962,0.0351688734881131,0.77255439579504,0.00287515526061621,0.981153977009366
"EMC2","pink","EMC2","EMC2",-0.00789448434990723,0.948284108295206,0.00524160085633643,0.965649693677588,0.128717113333677,0.288254270922896
"EMC3","black","EMC3","EMC3",0.0632827443933364,0.602749796824409,-0.0482256652559533,0.691772604189749,-0.0613512384925122,0.61388572289983
"EMC4","black","EMC4","EMC4",-0.0495529042563756,0.6837327324431,-0.0397659257849533,0.743785627944408,-0.0522432111839999,0.667543867165486
"EMC6","magenta","EMC6","EMC6",-0.00540868760553065,0.964555401063007,-0.0532409761764577,0.661577600130837,-0.140581945648486,0.245727241886007
"EMC7","pink","EMC7","EMC7",-0.0211470816524946,0.862051848791074,0.0194252179343052,0.873186948625751,-0.0438639480291735,0.718430045401151
"EMC8","black","EMC8","EMC8",0.0411149597997398,0.735407226683152,-0.0325721788437207,0.788943693813322,-0.129717403045418,0.284492387138769
"EMCN","magenta","EMCN","EMCN",-0.0632342737476588,0.603028159685577,-0.0372433095984476,0.759531914207337,-0.0584067671350879,0.631029976962328
"EME1","turquoise","EME1","EME1",0.0133532574193725,0.912635716142872,-0.0103231387005394,0.932407144723672,0.0171477266843363,0.887952691452697
"EMG1","black","EMG1","EMG1",0.0995755202715628,0.412131154768371,0.0238032480881118,0.844927905611504,-0.0161787191501494,0.894246941852122
"EMID1","blue",NA,"EMID1",0.0832093865405156,0.493448975514205,0.148397070160049,0.22018922914995,0.00654903790984494,0.957088810870939
"EMILIN2","black","EMILIN2","EMILIN2",-0.0312592319248282,0.797265876457703,0.0268253076991655,0.82553228973265,0.0195157540953017,0.872600829641605
"EML1","brown","EML1","EML1",-0.0241068122940068,0.842975267163559,0.0376801359956997,0.756798033316592,0.0513809427518495,0.672716534497078
"EML4","magenta","EML4","EML4",-0.0489351112372323,0.687470775412176,0.0301719673966608,0.804174701302111,-0.00220143372613297,0.98556953357887
"EML5","brown","EML5","EML5",-0.0227539122592606,0.851684732365127,0.0510300868188946,0.674825645432542,0.0277413934312095,0.819672786014913
"EML6","blue","EML6","EML6",0.0386361503471664,0.750825225952012,0.0949572482157013,0.434253601987596,0.0057618433196335,0.962242713814805
"EMP1","black","EMP1","EMP1",-0.224933930945827,0.0611906868083969,-0.0980703147858376,0.419268581379662,0.0396698087545033,0.74438372542683
"EMP2","black","EMP2","EMP2",-0.00873788415525178,0.942767916541799,-0.0231266173483398,0.849283584347591,0.0256599707842456,0.832999777934895
"EMSY","turquoise","EMSY","EMSY",0.0508775925072765,0.675743119479786,0.0292357667881609,0.810135646043833,-0.0280983895508142,0.817391997417642
"EMX2","blue","EMX2","EMX2",-0.12564640837904,0.300006570778099,-0.150759752728376,0.2128489706523,0.0220954065854743,0.855930421450047
"ENAH","brown","ENAH","ENAH",-0.0776231341139156,0.523009736667665,-0.0169655006667799,0.889135836919064,0.0406979179117908,0.737994102133689
"ENC1","blue","ENC1","ENC1",-0.0147714056909787,0.903399739904356,0.0292433306588349,0.810087441959366,-0.0188609362215427,0.876841554788585
"ENDOD1","blue","ENDOD1","ENDOD1",-0.00300858435225066,0.980279548362682,0.00980963931916079,0.93576208797418,-0.0151515637871118,0.900926002926105
"ENDOG","black","ENDOG","ENDOG",-0.077201223532107,0.525277903083322,-0.0667291488443662,0.583104307123041,-0.201194284579212,0.094893882098367
"ENDOV","turquoise","ENDOV","ENDOV",-0.0533339276196285,0.661022846084165,-0.0498602258667749,0.681876052239683,-0.0922322171214413,0.447615460966637
