,PFT1_PVN_run2,PFT10_PVN_run2,PFT11_PVN_run2,PFT12_PVN_run2,PFT2_PVN_run2,PFT3_PVN_run2,PFT4_PVN_run2,PFT5_PVN_run2,PFT6_PVN_run2,PFT7_PVN_run2,PFT8_PVN_run2,PFT9_PVN_run2
LOC113990102,13.5178626749076,10.1228162510606,2.63358220515185,20.3516393716615,7.37356209006377,4.94958869464289,11.4574130399543,23.2676007626823,13.9591504244562,15.4131658062826,11.536632262431,18.6254456576139
KLHL31,33.7946566872689,73.8965586327427,15.8014932309111,97.6878689839752,26.3341503216563,123.739717366072,27.0811580944375,58.1690019067057,31.6407409621007,15.4131658062826,82.6791978807555,88.9882403641554
GCLC,1357.57963720857,1506.27505815782,1330.83687433673,1248.57307545143,1621.13029380116,1494.77578578215,1490.50527819769,1449.9945748017,1302.85403961591,1180.64850076125,1472.84338550369,1396.90842432104
ELOVL5,1812.35916005725,2288.76875436481,1802.24808905891,1732.94209249698,2845.14160075175,2128.32313869644,2824.77310585056,2966.61909724199,1695.57147155728,1973.91276759126,2610.16304937501,2611.70137998986
FBXO9,3088.83162121638,3556.14534899761,3247.20685895223,3205.38320103669,3638.32620844004,3817.12280130859,3692.41174787619,3510.23486051557,3352.98793195438,3323.07854783454,3302.36098512087,3528.48720513686
ICK,649.822970015199,676.204125570851,769.00600390434,552.54700894061,755.263431225104,800.843450793219,883.262387080115,773.118916250943,621.64749890245,636.04997560593,746.035552970538,751.226308190428
LOC113990605,1893.46633610669,1695.57172205266,1764.50007745174,1780.76844502038,1728.57362711352,997.837080840006,1148.86605300633,1744.01243898469,1488.04543524703,1560.83992398289,2233.29972880227,2393.36976700339
LOC113991029,5.79336971781752,5.06140812553032,6.14502514535431,5.08790984291538,5.26683006433127,9.89917738928577,21.8732430762764,13.7490368143123,1.86122005659416,14.3856214191971,2.88415806560775,2.0694939619571
LOC113990970,28.9668485890876,109.326415511455,61.4502514535431,176.041680564872,84.2692810293003,67.3144062471433,41.6633201452884,71.918038721018,37.2244011318832,146.938847353228,76.91088174954,100.370457154919
LOC113990865,55.0370123192665,56.6877710059396,5.2671644103037,233.026270805524,44.2413725403826,34.6471208625002,74.9939762615192,86.7246937518158,25.1264707640212,58.570030063874,81.7178118588863,4.13898792391421
LOC113990807,20.2767940123613,69.8474321323185,18.4350754360629,129.232910010051,31.6009803859876,21.7781902564287,16.6653280581154,80.3789844529024,20.4734206225358,76.0382846443276,22.1118785029928,16.5559516956568
LOC113990707,1081.4290139926,756.17437395423,1307.13463449037,92.5999591410598,1727.52026110066,725.609702634647,975.963274403382,71.918038721018,890.593797080306,842.586397410117,1333.44241233265,1378.28297866343
