,PFT1_GON_run1,PFT10_GON_run1,PFT11_GON_run1,PFT12_GON_run1,PFT2_GON_run1,PFT3_GON_run1,PFT4_GON_run1,PFT5_GON_run1,PFT6_GON_run1,PFT7_GON_run1,PFT8_GON_run1,PFT9_GON_run1
LOC113982725,62.5621670462468,53.0264064046593,59.8404557905573,56.0597738172663,45.6412794070052,38.1939299329016,40.3586906853752,68.6633675147616,61.8076328595993,56.2388094543215,48.5780626907639,46.6218454507674
PLA2G10,40.6654085800605,37.430404520936,37.614000782636,28.0298869086331,21.5289053806628,19.5213419657053,25.2241816783595,31.569364374603,46.9280175415476,18.7462698181072,21.4647253749887,18.4544804909288
BFAR,4238.58681738322,3496.62362233077,3517.76393683062,3432.49323435303,3434.29098632333,3903.41963914254,3433.5156100583,3377.13275397316,2597.06516589687,3900.39576402992,3639.96553464282,2761.37305451108
PARN,1046.87359524053,1328.77936049323,1016.43288478532,1046.44911125564,1000.66352209321,1055.8499741451,1091.7025830394,992.856509581266,774.884582332384,1155.23887754085,983.988200085008,997.513234957045
LOC113982704,209.583259604927,68.6224082883826,194.908913146387,204.384592042117,178.259336551888,185.877125673454,173.542369947113,183.891547482063,62.9522186532956,137.082098044909,141.215298519662,134.037805670956
LOC113982706,67.7756809667674,80.0594763364464,79.5023198360262,95.7687802711632,84.3933090921982,97.6067098285262,76.6815123022129,89.1834543582536,58.3738754785105,97.2462746814309,64.3941761249661,93.2436909015349
LOC113982705,117.825414603765,53.0264064046593,70.953683294518,70.0747172715828,71.4759658638006,67.9003198807139,88.7891195078255,88.3942202488885,84.699348733525,36.3208977725826,73.4319552302245,67.9901912823692
MRTFB,829.991416146875,694.541950555145,945.479201490806,1058.1282308009,869.767777378778,877.611634458227,796.075173769026,786.077172927616,849.282658922643,751.022434587918,988.507089637637,674.074182142346
ERCC4,453.57571108529,364.946444079126,474.449328053705,453.149838356236,453.829325424372,426.07450725148,531.725749779818,433.289526041427,393.737513031522,479.201522225364,446.240343322133,358.405436902775
LOC113982730,9.38432505693703,10.3973345891489,19.6618640454688,4.67164781810552,6.02809350658559,14.4288179746517,7.06277086994066,6.31387287492061,5.72292896848142,7.02985118179019,5.6486119407865,8.74159602201889
FAM135A,3507.65216572624,2876.94248081749,2615.88278170151,3012.04493072354,2294.12015736343,3347.4857701192,3230.71318936429,2766.26555332459,1446.7564432321,2695.94792821654,2690.99872859069,2494.26873161606
SDHAF4,760.130329611899,1019.9785231955,806.991289518373,763.814418260253,800.01412394543,818.198854562603,779.931697494876,703.207591444283,841.270558366769,1060.33588658669,840.513456789031,807.140699366411
SMAP1,178.302176081804,168.436820344212,239.361823162229,198.545032269485,208.399804084816,223.222301607847,234.080405975176,199.676229669364,187.712070166191,247.216433226288,234.982256736718,227.281496572491
B3GAT2,21.8967584661864,25.9933364728722,43.5980463616918,11.6791195452638,20.6677491654363,28.0088819507945,13.1165744727469,40.2509395776189,37.7713311919774,26.9477628635291,25.9836149276179,18.4544804909288
LOC113982735,9.38432505693703,11.4370680480638,14.5326821205639,3.50373586357914,8.61156215226513,25.4626199552677,6.05380360280628,23.6770232809523,19.4579584928368,16.4029860908438,10.1675014934157,12.6267498095828
LOC113982736,150.149200910992,57.1853402403188,377.849735134662,72.4105411806356,89.5602463835573,291.97137548707,162.443730008635,474.329699728411,65.2413902406882,36.3208977725826,180.755582105168,100.042710029772
LOC113982756,1763.21040792006,1824.73222039563,2017.47822379593,1763.54705133483,1791.20492767115,1703.44927500741,1676.90359797734,1636.87154282317,1840.49395626362,1953.12698667404,1556.75745088076,1784.25687693875
SGSM1,56.3059503416222,64.463474452723,69.2439559862163,105.112075907374,63.7255599267619,67.9003198807139,59.5290687609284,84.4480497020631,93.8560350830953,48.0373164088996,62.1347313486515,93.2436909015349
LOC113982746,103.227575626307,99.8144120558292,107.712820423003,101.608340043795,109.366839333767,110.33801980616,100.896726713438,133.380564482698,151.085324767909,83.1865723178505,98.285847769685,105.870440711118
ANKRD13A,2665.14831617012,2450.65176266239,2167.93422692648,2632.47354550246,2778.08995032073,2251.74435804417,2920.96023835403,2392.16858548555,2023.62768325503,3074.38825016958,2122.74836734757,2288.35558087517
GIT2,3892.40949306066,4562.35041771853,4799.2045544027,4442.73707501835,4813.00208690098,4276.87139848647,4153.91823879224,3883.03181807617,5197.56408917482,5111.8734510251,4283.90729589248,4551.45766213117
TCHP,88.6297366488497,107.092546268233,84.6315017609311,141.317346497692,131.756900929656,129.010607773356,124.102973857529,140.483671466984,95.0006208767916,86.7014979087456,115.231683592045,132.095228777174
GLTP,233.565423639322,239.138695550424,211.151322575252,228.910743087171,265.236114289766,223.222301607847,222.981766036698,226.510189387777,278.134347868197,214.410461044601,216.906698526201,243.793400169638
TRPV4,32.3237863072275,25.9933364728722,48.7272282865967,54.8918618627399,26.6958426720219,66.2028118836961,39.3497234182408,71.0310698428569,36.6267453982811,16.4029860908438,41.7997283618201,67.9901912823692
FAM222A,256.504884889612,286.966434660509,238.506959508079,304.825020131385,238.540271617744,255.474953551186,244.17007864652,254.133383215555,314.761093266478,314.000019453295,332.138382118246,342.864821752519
MVK,443.148683244249,234.979761714765,219.699959116761,213.727887678328,185.1485862737,172.297061697312,167.488566344307,194.940825013174,343.375738108885,201.522400544652,286.949486591954,213.683458316017
MMAB,211.668665173135,100.854145514744,85.4863654150819,105.112075907374,105.061058257635,104.396741816598,97.8698249120349,104.968136545555,141.928638418339,90.2164234996407,136.696408967033,109.755594498682
UBE3B,2464.94938162213,2923.73048646866,2349.16532160645,2495.82784682288,2510.27036738528,2425.7389277385,2583.96517113115,2510.55370189031,2823.69315304873,3073.21660830594,2482.00008678159,2547.68959619506
KCTD10,2551.49371270277,2500.55896869031,2435.50655067568,2674.51837586541,2723.83710876146,2509.76557359089,2532.50784050729,2382.69777617317,3453.21533958169,2803.73897967065,2117.09975540678,2589.45499941137
MYO1H,160.576228752034,47.8277391100848,115.406593310361,74.7463650896884,146.396556588507,130.708115770374,110.986399384782,144.429842013809,144.217810005732,55.0671675906898,109.583071651258,60.2198837072413
FOXN4,498.411930801767,751.727290795464,747.150833727816,664.54190212551,576.974664201763,704.465818762407,559.976833259581,609.288732429839,640.968044469919,706.500043769914,683.482044835166,708.069277783531
ACACB,513.009769779224,700.780351308634,575.323239243501,687.900141216038,552.862290175421,577.152718986068,629.595574691853,594.293284351902,773.739996538688,729.932881042548,617.958146322043,597.342394837958
UNG,545.333556086452,470.999256888444,554.806511543882,541.911146900241,576.113507986537,660.330610839943,464.124942881815,416.71560974476,537.955323037253,500.291075770735,515.153408999729,389.486667203286
ALKBH2,78.2027088078086,94.6157447612548,96.5995929190426,102.776251998321,86.9767777378778,84.0266458523835,69.6187414322722,86.8157520301584,100.723549845273,97.2462746814309,66.6536209012807,59.2485952603503
USP30,2493.10235679294,2183.44026372126,2032.86576957065,2641.81684113867,2183.89216181444,1459.85687743535,2376.11791410147,2159.34452322285,2488.32951549572,2667.82852348938,2598.36149276179,2437.93400169638
SVOP,962.414669728097,1632.38153049637,1125.85543251663,997.396809165529,1196.14598294963,985.403392268861,1038.22731788128,983.385700268885,1198.38132600001,1384.88068281267,1153.4465583086,1203.42638569793
DAO,88.6297366488497,9.35760113023399,21.3715913537705,199.712944224011,18.0842805197568,123.069329783794,31.2779852811658,98.6542636706345,84.699348733525,9.37313490905358,47.4483403026066,150.549709268103
LOC113982770,12.5124334092494,9.35760113023399,5.12918192490492,5.8395597726319,1.72231243045303,12.7313099776339,2.01793453426876,5.52463876555553,5.72292896848142,0,19.2052805986741,4.85644223445494
