"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","Tissue","design","fdrtool"
"8761","LOC113999219",685.058033952893,-0.225237192087989,0.149759440104878,-1.5039932836972,0.132583096084168,0.689008088879137,"DNAJA4","LOC113999219 (DNAJA4)","GON","~ Year + mean_T","no"
"13848","SMARCB1",606.448794996707,-0.127028473325824,0.0844626044155986,-1.50396112225926,0.132591377410073,0.689008088879137,"SMARCB1","SMARCB1","GON","~ Year + mean_T","no"
"9912","MAEA",2045.83035081293,0.100953850292693,0.0671306936098511,1.50384041731215,0.132622461589807,0.689008088879137,"MAEA","MAEA","GON","~ Year + mean_T","no"
"15252","TSPAN7",55.1564795527425,-0.739751733212488,0.491990566828343,-1.50358926184572,0.13268715773544,0.689008088879137,"TSPAN7","TSPAN7","GON","~ Year + mean_T","no"
"8018","LOC113995466",370.990946826017,0.346948938329071,0.230754021993148,1.50354449006905,0.132698693243412,0.689008088879137,"LOC113995466","LOC113995466","GON","~ Year + mean_T","no"
"14780","TMCO3",163.298887342678,0.234272912662142,0.155853203284435,1.50316392428964,0.132796777881261,0.689008088879137,"TMCO3","TMCO3","GON","~ Year + mean_T","no"
"6181","LOC113985705",43.9814166669688,-0.68189130055627,0.453738265407881,-1.50282961024523,0.132882988194698,0.689008088879137,"LOC113985705","LOC113985705","GON","~ Year + mean_T","no"
"12561","RAMAC",1793.03482781103,-0.11964433296976,0.0796163190292168,-1.50276142414791,0.13290057681566,0.689008088879137,"RAMAC","RAMAC","GON","~ Year + mean_T","no"
"2639","DFFA",40.0159914299252,-0.373912313346476,0.248830418611148,-1.50267927624554,0.132921769281472,0.689008088879137,"DFFA","DFFA","GON","~ Year + mean_T","no"
"7454","LOC113992357",55.0407468397959,-0.280141929339536,0.186446240746549,-1.50253460846312,0.132959096948492,0.689008088879137,"LOC113992357","LOC113992357","GON","~ Year + mean_T","no"
"13946","SNTB2",69.8243960882869,-0.282203453189912,0.187830425553905,-1.50243738392065,0.132984187710667,0.689008088879137,"SNTB2","SNTB2","GON","~ Year + mean_T","no"
"14637","TFCP2L1",1158.14597975511,0.131348774849901,0.087429506734962,1.50233919594305,0.133009530826824,0.689008088879137,"TFCP2L1","TFCP2L1","GON","~ Year + mean_T","no"
"11287","ORMDL1",1373.68550495376,-0.0637619883686834,0.0424419874187194,-1.50233276636241,0.133011190484338,0.689008088879137,"ORMDL1","ORMDL1","GON","~ Year + mean_T","no"
"12707","REEP1",256.340596027036,-0.162417842762659,0.108113215977707,-1.50229406547438,0.133021180622213,0.689008088879137,"REEP1","REEP1","GON","~ Year + mean_T","no"
"12468","RAB24",114.661940325145,-0.188657717833028,0.12558137810355,-1.50227462607926,0.13302619887189,0.689008088879137,"RAB24","RAB24","GON","~ Year + mean_T","no"
"5240","KMT2E",4743.84064123674,0.116855953889216,0.0777898095605054,1.50220131080697,0.13304512641429,0.689008088879137,"KMT2E","KMT2E","GON","~ Year + mean_T","no"
"11056","NPR3",118.003504986015,0.224981379602926,0.149843944477964,1.50143791520392,0.133242333423154,0.689629784466403,"NPR3","NPR3","GON","~ Year + mean_T","no"
"10910","NFX1",1147.83059367071,0.208048602786943,0.138602914828799,1.50104060252934,0.1333450601745,0.689629784466403,"NFX1","NFX1","GON","~ Year + mean_T","no"
"6571","LOC113987894",11.1878579306904,-0.764318218935858,0.509222751151547,-1.50095064921479,0.133368326464267,0.689629784466403,"LOC113987894","LOC113987894","GON","~ Year + mean_T","no"
"10847","NEIL1",81.0204428559898,0.253963456099997,0.169204579637845,1.50092542792615,0.133374850476599,0.689629784466403,"NEIL1","NEIL1","GON","~ Year + mean_T","no"
"1661","CDON",266.075299636105,-0.224558240416253,0.149621663149704,-1.50084042436804,0.133396840238667,0.689629784466403,"CDON","CDON","GON","~ Year + mean_T","no"
"5617","LOC113982902",23.3700293118233,0.388097271263901,0.25861913616522,1.50065179637737,0.133445646859544,0.689629784466403,"LOC113982902","LOC113982902","GON","~ Year + mean_T","no"
"3853","GABRA3",63.9071355528676,-0.379875291540142,0.253172729816353,-1.50045896260508,0.133495555989953,0.689629784466403,"GABRA3","GABRA3","GON","~ Year + mean_T","no"
"12698","RDH8",46.9557863303349,-0.373232077777728,0.24875264357824,-1.50041451784747,0.133507061205493,0.689629784466403,"RDH8","RDH8","GON","~ Year + mean_T","no"
"4358","HAPLN2",32.393608171683,0.373092572612069,0.248789791443124,1.49962974946808,0.133710337090299,0.689710863345887,"HAPLN2","HAPLN2","GON","~ Year + mean_T","no"
"5246","KNOP1",3069.75481709934,0.226521516339844,0.151052553760699,1.49962056714847,0.133712716971792,0.689710863345887,"KNOP1","KNOP1","GON","~ Year + mean_T","no"
"897","ATP6V1A",899.575700295536,-0.0899545107139458,0.0599858250334514,-1.49959612398066,0.133719052332772,0.689710863345887,"ATP6V1A","ATP6V1A","GON","~ Year + mean_T","no"
"4132","GOLPH3L",220.808581896226,-0.173311928213913,0.115572482386925,-1.49959509940853,0.133719317894023,0.689710863345887,"GOLPH3L","GOLPH3L","GON","~ Year + mean_T","no"
"8291","LOC113996821",99.2432297718809,-0.710091901363384,0.473543306950312,-1.49952895741781,0.133736462255021,0.689710863345887,"ADH1C","LOC113996821 (ADH1C)","GON","~ Year + mean_T","no"
"789","ASNS",309.290519075104,-0.313839045988457,0.209323824346186,-1.49929921722346,0.133796025365346,0.689797591476228,"ASNS","ASNS","GON","~ Year + mean_T","no"
"7669","LOC113993557",54.1609012093001,0.351729197785482,0.234677440317317,1.49877720376486,0.133931440381102,0.689970681336796,"LOC113993557","LOC113993557","GON","~ Year + mean_T","no"
"13961","SNX2",5220.45913347257,0.130150512054954,0.0868420894455911,1.49870313906366,0.133950662019584,0.689970681336796,"SNX2","SNX2","GON","~ Year + mean_T","no"
"7379","LOC113991979",1270.37298409302,0.317538683759076,0.211888719268457,1.49861061436104,0.133974677486915,0.689970681336796,"LOC113991979","LOC113991979","GON","~ Year + mean_T","no"
"12965","RPL12",1571.50079463522,-0.161131342721302,0.107527659118555,-1.49851065337195,0.134000626839532,0.689970681336796,"RPL12","RPL12","GON","~ Year + mean_T","no"
"6934","LOC113989707",628.147100582349,-0.141212458007366,0.0942514655269917,-1.4982521196652,0.134067758873751,0.689979880731909,"LOC113989707","LOC113989707","GON","~ Year + mean_T","no"
"14086","SPP2",107.446204710548,-1.64498452105336,1.09820850515362,-1.49787996845213,0.134164439011128,0.689979880731909,"SPP2","SPP2","GON","~ Year + mean_T","no"
"7172","LOC113990906",326.180496236636,-0.195146098665941,0.130293758529311,-1.49773942258363,0.134200965057599,0.689979880731909,"PFKFB4","LOC113990906 (PFKFB4)","GON","~ Year + mean_T","no"
"3480","FAM234A",1290.57833596693,-0.0970463080286842,0.0648018527170247,-1.49758539238784,0.134241004337306,0.689979880731909,"FAM234A","FAM234A","GON","~ Year + mean_T","no"
"1121","BOD1L1",4047.58905014569,0.313207118921916,0.20915765743446,1.49746905164139,0.134271252580673,0.689979880731909,"BOD1","BOD1L1","GON","~ Year + mean_T","no"
"7481","LOC113992475",13.6693537535143,-0.538062311259801,0.359314949975307,-1.49746708645654,0.134271763568071,0.689979880731909,"LOC113992475","LOC113992475","GON","~ Year + mean_T","no"
"14453","TAL2",40.3499893865772,-0.329998546268065,0.220388103950779,-1.49735190036285,0.134301716885352,0.689979880731909,"TAL2","TAL2","GON","~ Year + mean_T","no"
"5484","LOC113982144",87.0304490305922,0.357735068825496,0.238964252930218,1.49702335993309,0.134387179853173,0.690199211104599,NA,"LOC113982144","GON","~ Year + mean_T","no"
"16029","ZMYND10",1316.70286742316,-0.17693812022072,0.118207860694646,-1.49683886656054,0.13443519040478,0.690226111219198,"ZMYND10","ZMYND10","GON","~ Year + mean_T","no"
"9","AAGAB",1078.6369604362,-0.101393518015901,0.0677483657166056,-1.49661939359592,0.134492320935497,0.690299803732863,"AAGAB","AAGAB","GON","~ Year + mean_T","no"
"715","ARMC1",1035.62498737526,0.0981484612568718,0.0656031789746429,1.49609306730103,0.134629404271155,0.690510119509126,"ARMC1","ARMC1","GON","~ Year + mean_T","no"
"12762","RGMA",181.205804961368,-0.217906839334059,0.145667499193223,-1.49591940920886,0.134674657756664,0.690510119509126,"RGMA","RGMA","GON","~ Year + mean_T","no"
"6367","LOC113986740",26.1547700238009,-0.647581591032318,0.432922837582257,-1.49583605856615,0.1346963822396,0.690510119509126,"TIMD4","LOC113986740 (TIMD4)","GON","~ Year + mean_T","no"
"15367","TYW5",167.113157625274,-0.190168886104212,0.127134804914276,-1.49580507267415,0.134704459082526,0.690510119509126,"TYW5","TYW5","GON","~ Year + mean_T","no"
"14535","TCERG1",1769.05957585603,0.101260430529768,0.0677071366309968,1.49556509946117,0.134767023644586,0.690611451429878,"TCERG1","TCERG1","GON","~ Year + mean_T","no"
"15152","TRIM25",48.0977026588489,-0.539943874955929,0.361070957203169,-1.49539547333936,0.134811261228251,0.69061242488615,"TRIM25","TRIM25","GON","~ Year + mean_T","no"
"10537","MTERF2",223.980930428705,0.196478898474101,0.13140325091142,1.49523620695312,0.13485280726382,0.69061242488615,"MTERF2","MTERF2","GON","~ Year + mean_T","no"
"11588","PDZD7",159.36233036313,-0.190517370679307,0.127433639596201,-1.49503201260671,0.134906087628203,0.690666096464565,"PDZD7","PDZD7","GON","~ Year + mean_T","no"
"12735","REXO2",1304.69616227292,-0.130357397475878,0.087211853702162,-1.49472109515139,0.134987246462889,0.690862415531763,"REXO2","REXO2","GON","~ Year + mean_T","no"
"5455","LOC113981983",101.564382986893,-0.235032508072336,0.157267147430758,-1.494479374186,0.135050368992058,0.690966329874712,"LOC113981983","LOC113981983","GON","~ Year + mean_T","no"
"12753","RFX3",1072.15246447903,0.167046664280757,0.111828263338862,1.49377857880679,0.135233502221808,0.691046058521471,"RFX3","RFX3","GON","~ Year + mean_T","no"
"3405","FAM126A",1817.46434745808,0.164014090418018,0.109801268380941,1.49373584509966,0.135244675682064,0.691046058521471,"FAM126A","FAM126A","GON","~ Year + mean_T","no"
"3323","EXD2",258.046588565669,0.160864859074601,0.107700366147712,1.49363335361342,0.135271476744791,0.691046058521471,"EXD2","EXD2","GON","~ Year + mean_T","no"
"13430","SGO2",4666.87507562619,0.29933235974215,0.200409493548904,1.49360369332557,0.135279233542186,0.691046058521471,"SGO2","SGO2","GON","~ Year + mean_T","no"
"14140","SRPK2",1340.54273396046,0.120783643170889,0.0808728499847853,1.49350051585436,0.135306219326767,0.691046058521471,"SRPK2","SRPK2","GON","~ Year + mean_T","no"
"10829","NDUFV1",1700.2783962436,-0.14130227395485,0.094615504926667,-1.49343676878719,0.135322894275754,0.691046058521471,"NDUFV1","NDUFV1","GON","~ Year + mean_T","no"
"5150","KIF1B",2126.35075150379,-0.0669693512781011,0.0448535864560359,-1.49306569595594,0.135419990975539,0.691292869632346,"KIF1B","KIF1B","GON","~ Year + mean_T","no"
"11064","NPW",165.444098979612,-0.224779563239799,0.150563230708367,-1.49292468142627,0.135456903623814,0.691292869632346,"NPW","NPW","GON","~ Year + mean_T","no"
"12905","RNF215",404.61512729868,-0.148789338118497,0.0996790826375516,-1.49268366222348,0.135520011975211,0.691396279874795,"RNF215","RNF215","GON","~ Year + mean_T","no"
"3171","ENKD1",5916.8120460909,-0.110736584219159,0.0742282935402944,-1.4918379358815,0.135741636223408,0.692308085884051,"ENKD1","ENKD1","GON","~ Year + mean_T","no"
"10175","MESD",411.861338064545,0.299779071357439,0.201012203630953,1.49134761941029,0.135870252734509,0.692612776699976,"MESD","MESD","GON","~ Year + mean_T","no"
"3609","FDXR",137.252549519067,-0.252221697080777,0.169130676486502,-1.49128296723218,0.135887218877866,0.692612776699976,"FDXR","FDXR","GON","~ Year + mean_T","no"
"4442","HFM1",2146.1064555708,0.281242294807157,0.188625162585095,1.49101154349054,0.135958464245723,0.692757100578856,"HFM1","HFM1","GON","~ Year + mean_T","no"
"14960","TMOD1",302.892943268468,0.147261281809338,0.0987940909261343,1.49058795347832,0.136069708997687,0.692830764724531,"TMOD1","TMOD1","GON","~ Year + mean_T","no"
"6319","LOC113986442",71.5676946910658,-0.449483506083373,0.301591070836439,-1.49037405131646,0.136125911459663,0.692830764724531,NA,"LOC113986442","GON","~ Year + mean_T","no"
"2911","DUOX2",64.368063587061,0.298117576229123,0.200050493146218,1.49021165377097,0.136168593130307,0.692830764724531,"DUOX2","DUOX2","GON","~ Year + mean_T","no"
"13913","SNAP91",59.1079577502257,-0.454549027310704,0.305026880055987,-1.49019334698395,0.136173405207153,0.692830764724531,"SNAP91","SNAP91","GON","~ Year + mean_T","no"
"1127","BORA",1173.27638911599,0.152580868961218,0.102437553003212,1.48950130579978,0.136355409743594,0.692830764724531,"BORA","BORA","GON","~ Year + mean_T","no"
"13363","SERPINF1",219.917049897739,-0.401246853651503,0.269392862285203,-1.4894487190485,0.136369247557078,0.692830764724531,"SERPINF1","SERPINF1","GON","~ Year + mean_T","no"
"11959","POGLUT1",672.910302623935,-0.0985809443215454,0.0661958053443286,-1.48923249454796,0.136426156821684,0.692830764724531,"POGLUT1","POGLUT1","GON","~ Year + mean_T","no"
"10438","MRPL28",379.964697826062,-0.219697430889823,0.147525811290771,-1.4892135075726,0.136431154979013,0.692830764724531,"MRPL28","MRPL28","GON","~ Year + mean_T","no"
"12653","RBM41",349.545527043099,-0.132810618820712,0.0892124396863726,-1.48870067097827,0.136566208252456,0.692830764724531,"RBM41","RBM41","GON","~ Year + mean_T","no"
"12395","PTS",66.2056923491305,-0.331988062931617,0.223007481076366,-1.48868576663548,0.136570134788137,0.692830764724531,"PTS","PTS","GON","~ Year + mean_T","no"
"309","AGRN",639.777033390279,-0.262952916207494,0.176636963439231,-1.48866302436159,0.136576126387595,0.692830764724531,"AGRN","AGRN","GON","~ Year + mean_T","no"
"1789","CHAMP1",684.354263721249,0.143963109208387,0.0967184985871883,1.48847543449622,0.136625555891269,0.692830764724531,"CHAMP1","CHAMP1","GON","~ Year + mean_T","no"
"8417","LOC113997416",468.913790399776,0.215832791628424,0.145013669401908,1.48836170078724,0.136655531186843,0.692830764724531,"ATCAY","LOC113997416 (ATCAY)","GON","~ Year + mean_T","no"
"2397","CUNH3orf14",1778.38522914654,0.101838302008984,0.0684249003534771,1.48832225524474,0.136665928514069,0.692830764724531,"CUNH3orf14","CUNH3orf14","GON","~ Year + mean_T","no"
"7111","LOC113990630",104.660299375061,-0.536030166894285,0.360162576483396,-1.48830056728283,0.136671645436217,0.692830764724531,"CRYM","LOC113990630 (CRYM)","GON","~ Year + mean_T","no"
"9900","MAATS1",2107.29178690962,0.121179986570758,0.0814231121188111,1.4882750538193,0.136678370992485,0.692830764724531,"MAATS1","MAATS1","GON","~ Year + mean_T","no"
"11863","PLEKHA7",2548.40135953375,0.149498479359495,0.10046021648906,1.4881361456729,0.136714992788848,0.692830764724531,"PLEKHA7","PLEKHA7","GON","~ Year + mean_T","no"
"10609","MYBL1",30830.8150490971,0.205254370953274,0.137945931791205,1.48793348443177,0.13676843605611,0.692830764724531,"MYBL1","MYBL1","GON","~ Year + mean_T","no"
"10154","MEGF11",1719.40702000247,0.167599199941444,0.112644714482215,1.48785676018474,0.136788673013098,0.692830764724531,"MEGF11","MEGF11","GON","~ Year + mean_T","no"
"4851","IQCH",1209.745176114,-0.191051845419932,0.128436094091659,-1.48752456831635,0.13687631933224,0.693057158790196,"IQCH","IQCH","GON","~ Year + mean_T","no"
"8719","LOC113999029",13.7237459223353,0.474793736560892,0.319255875159623,1.48718872071971,0.136964974226046,0.693191315205396,"EAAT5L","LOC113999029 (EAAT5L)","GON","~ Year + mean_T","no"
"4044","GLI2",177.484453887001,-0.298085842889759,0.200447912519263,-1.48709876368063,0.136988728028135,0.693191315205396,"GLI2","GLI2","GON","~ Year + mean_T","no"
"11687","PHF6",1490.98659582398,0.11659579612476,0.0784320156019433,1.48658421219856,0.137124660124304,0.693614406466656,"PHF6","PHF6","GON","~ Year + mean_T","no"
"6410","LOC113987008",47.3342759884991,0.484739704757915,0.326105533467554,1.48645041255071,0.13716002380428,0.693614406466656,NA,"LOC113987008","GON","~ Year + mean_T","no"
"14739","TLCD1",897.444657048562,-0.156887589772163,0.105570190952051,-1.48609743297159,0.137253351207228,0.693614406466656,"TLCD1","TLCD1","GON","~ Year + mean_T","no"
"804","ASXL1",885.604201160659,-0.0766741319183281,0.0515945899683986,-1.48608859892657,0.137255687546828,0.693614406466656,"ASXL1","ASXL1","GON","~ Year + mean_T","no"
"3473","FAM217B",205.272777809276,0.171990837304631,0.115743200524502,1.48596925370335,0.137287253780411,0.693614406466656,"FAM217B","FAM217B","GON","~ Year + mean_T","no"
"11334","OXNAD1",285.802242354058,0.187983195998325,0.1265463401406,1.48548899786011,0.137414335724827,0.693754024051228,"OXNAD1","OXNAD1","GON","~ Year + mean_T","no"
"2774","DNAJB14",1072.98751002813,0.144579044472555,0.0973311899720484,1.48543385233526,0.137428933752405,0.693754024051228,"DNAJB14","DNAJB14","GON","~ Year + mean_T","no"
"1688","CENPE",2105.62451528883,0.426422421690174,0.287080175201319,1.48537746081261,0.13744386285504,0.693754024051228,"CENPE","CENPE","GON","~ Year + mean_T","no"
"14450","TAGLN",1107.02932273723,-0.24676433207536,0.166182611202058,-1.48489863223611,0.137570678422437,0.693854287193284,"TAGLN","TAGLN","GON","~ Year + mean_T","no"
"663","ARHGEF10",1046.00733652684,0.222884913389147,0.150120549210436,1.48470622150943,0.137621662930057,0.693854287193284,"ARHGEF10","ARHGEF10","GON","~ Year + mean_T","no"
"11696","PHLDB1",215.306492728364,-0.219062288106138,0.147554911923432,-1.48461535607715,0.137645745286265,0.693854287193284,"PHLDB1","PHLDB1","GON","~ Year + mean_T","no"
"12478","RAB33A",6.29847964873028,-0.875574664458895,0.589793698301055,-1.48454394643594,0.137664673491845,0.693854287193284,"RAB33A","RAB33A","GON","~ Year + mean_T","no"
"14278","STRA8",603.029971916753,0.131443966936732,0.0885448069421342,1.48449097667165,0.137678715225438,0.693854287193284,"STRA8","STRA8","GON","~ Year + mean_T","no"
"4792","INO80",1210.00236748169,0.143971545070745,0.0970155885706698,1.48400424294567,0.137807794969615,0.69413015499565,"INO80","INO80","GON","~ Year + mean_T","no"
"8716","LOC113999018",374.374252826062,-0.191950992075283,0.129350905058236,-1.48395553930499,0.137820716103718,0.69413015499565,"KANK3","LOC113999018 (KANK3)","GON","~ Year + mean_T","no"
"1248","CABCOCO1",188.78352708986,-0.237611827743678,0.160145451175185,-1.48372511363904,0.137881860970427,0.69413015499565,"CABCOCO1","CABCOCO1","GON","~ Year + mean_T","no"
"15123","TRANK1",532.079302879027,0.233488274370283,0.157407496439324,1.48333643347339,0.137985047022133,0.69413015499565,"TRANK1","TRANK1","GON","~ Year + mean_T","no"
"14035","SPAST",1297.44230288438,0.159360451504739,0.107436735273817,1.48329573770635,0.13799585429613,0.69413015499565,"SPAST","SPAST","GON","~ Year + mean_T","no"
"1311","CAMKV",46.0312831800507,-0.290627282850268,0.195949426809187,-1.48317495785929,0.138027932748605,0.69413015499565,"CAMKV","CAMKV","GON","~ Year + mean_T","no"
"2056","COL25A1",178.447293408483,0.346661893546291,0.233733533478494,1.48315001440813,0.138034558305821,0.69413015499565,"COL25A1","COL25A1","GON","~ Year + mean_T","no"
"10850","NEK1",1185.37548509062,0.26754491248788,0.180419893890001,1.48290139584605,0.138100610541068,0.694224766556395,"NEK1","NEK1","GON","~ Year + mean_T","no"
"5014","KCNC4",105.799849158064,-0.356322605368061,0.240362785573236,-1.48243666139197,0.138224145120208,0.694224766556395,"KCNC4","KCNC4","GON","~ Year + mean_T","no"
"145","ACTA1",118.406793540085,-0.507396567034577,0.342284235960438,-1.48238368504129,0.138238232569601,0.694224766556395,"ACTA1","ACTA1","GON","~ Year + mean_T","no"
"4070","GLYATL3",79.1238351020424,0.272366526627921,0.183763334328221,1.48215925458473,0.138297925296387,0.694224766556395,"GLYATL3","GLYATL3","GON","~ Year + mean_T","no"
"8214","LOC113996478",85.8911461823807,0.515611886585832,0.34788037552149,1.48215284007586,0.138299631682601,0.694224766556395,"LOC113996478","LOC113996478","GON","~ Year + mean_T","no"
"43","ABCC9",153.66881137254,-0.231760237492514,0.156387977745332,-1.48195686672233,0.138351772289781,0.694224766556395,"ABCC9","ABCC9","GON","~ Year + mean_T","no"
"186","ADAMTS1",187.020227215386,-0.259418554034124,0.175052571228124,-1.48194655019409,0.138354517521557,0.694224766556395,"ADAMTS1","ADAMTS1","GON","~ Year + mean_T","no"
"2154","CPSF3",365.641569773304,0.129069131830896,0.0871361628961763,1.48123497226615,0.138543969961883,0.694959292283152,"CPSF3","CPSF3","GON","~ Year + mean_T","no"
"2322","CUNH12orf43",303.575780642021,0.125498217754947,0.0847709552712395,1.48043887618576,0.138756161545596,0.695045158965992,"CUNH12orf43","CUNH12orf43","GON","~ Year + mean_T","no"
"7076","LOC113990440",596.801341026168,-0.22066985594116,0.149081559816745,-1.48019551319703,0.138821077489441,0.695045158965992,"MIR22","LOC113990440 (MIR22)","GON","~ Year + mean_T","no"
"2932","DUSP7",203.837331812517,-0.249448405388506,0.168537560102507,-1.48007604498836,0.138852953636389,0.695045158965992,"DUSP7","DUSP7","GON","~ Year + mean_T","no"
"11492","PCMTD1",543.141541018725,0.166636804327072,0.112638886323935,1.47938966519827,0.139036200662837,0.695045158965992,"PCMTD1","PCMTD1","GON","~ Year + mean_T","no"
"6526","LOC113987693",12.2555594222154,0.986632212283863,0.666981152751154,1.47925051287314,0.139073373707126,0.695045158965992,"LOC113987693","LOC113987693","GON","~ Year + mean_T","no"
"2107","COPS7A",2098.53616526113,-0.0988847279153715,0.0668627997466659,-1.47891994188147,0.139161712870437,0.695045158965992,"COPS7A","COPS7A","GON","~ Year + mean_T","no"
"11496","PCNX1",10199.350626958,0.105119917720361,0.0710814480985156,1.47886573124775,0.139176203811787,0.695045158965992,"PCNX1","PCNX1","GON","~ Year + mean_T","no"
"6990","LOC113990005",247.566389988095,-1.03940520543799,0.702843717273994,-1.47885679261581,0.139178593292057,0.695045158965992,"HSD17B11","LOC113990005 (HSD17B11)","GON","~ Year + mean_T","no"
"852","ATP11B",4021.62445724413,0.133950151580727,0.0905867315746201,1.47869505006245,0.13922183586221,0.695045158965992,"ATP11B","ATP11B","GON","~ Year + mean_T","no"
"13303","SELENBP1",782.228982935442,-0.235929678023021,0.159559347471026,-1.47863275804548,0.139238492660787,0.695045158965992,"SELENBP1","SELENBP1","GON","~ Year + mean_T","no"
"2228","CSF2RB",84.4975297203913,-0.341901359143875,0.231254913078757,-1.47846095285957,0.139284441079812,0.695045158965992,"CSF2RB","CSF2RB","GON","~ Year + mean_T","no"
"7148","LOC113990797",1180.17203965643,-0.111921832937334,0.0757116476948384,-1.47826439319408,0.139337024274661,0.695045158965992,"APH1A","LOC113990797 (APH1A)","GON","~ Year + mean_T","no"
"10698","NACA",2924.57677438463,-0.12371593062669,0.0837010067105669,-1.47806980451851,0.139389095246852,0.695045158965992,"NACA","NACA","GON","~ Year + mean_T","no"
"4308","GTF3A",512.265708487548,0.118765183237652,0.080357637237914,1.4779576319053,0.139419118892115,0.695045158965992,"GTF3A","GTF3A","GON","~ Year + mean_T","no"
"7169","LOC113990885",9191.94319280256,-0.0950594827191906,0.0643269637094416,-1.47775485173783,0.139473406804113,0.695045158965992,"SLC13A2","LOC113990885 (SLC13A2)","GON","~ Year + mean_T","no"
"946","AZIN2",392.71155811337,-0.368255791339537,0.249227217686566,-1.4775905888524,0.139517394872272,0.695045158965992,"AZIN2","AZIN2","GON","~ Year + mean_T","no"
"3252","ERG28",5610.61912200231,-0.137761453354691,0.0932412471905198,-1.47747330184465,0.139548809772562,0.695045158965992,"ERG28","ERG28","GON","~ Year + mean_T","no"
"5664","LOC113983162",43.7637771978369,0.305382265309757,0.20670724182012,1.4773660691361,0.139577536429462,0.695045158965992,NA,"LOC113983162","GON","~ Year + mean_T","no"
"11835","PLCB2",959.787224019097,0.145484051776069,0.098479721936565,1.4772995791944,0.139595350759551,0.695045158965992,"PLCB2","PLCB2","GON","~ Year + mean_T","no"
"12120","PPP3R1",2195.34244208191,0.100769983784156,0.0682193702555487,1.47714620358812,0.139636450621766,0.695045158965992,"PPP3R1","PPP3R1","GON","~ Year + mean_T","no"
"2964","E2F8",5741.23415526875,0.146227443655305,0.0989932817634532,1.47714512591591,0.139636739437134,0.695045158965992,"E2F8","E2F8","GON","~ Year + mean_T","no"
"15107","TRADD",646.957505261765,0.111462407330331,0.0754706607768631,1.47689719664548,0.139703196522105,0.695045158965992,"TRADD","TRADD","GON","~ Year + mean_T","no"
"9672","LOC114004043",55.7843364318909,0.268687729782463,0.181960240146266,1.4766287930071,0.139775169168832,0.695045158965992,NA,"LOC114004043","GON","~ Year + mean_T","no"
"9919","MAGI1",269.344568510494,0.258374942742867,0.174979812780194,1.47659857807387,0.1397832731135,0.695045158965992,"MAGI1","MAGI1","GON","~ Year + mean_T","no"
"3212","EPG5",495.600149684325,0.12367423145108,0.0837591321439755,1.47654623782985,0.139797312141548,0.695045158965992,"EPG5","EPG5","GON","~ Year + mean_T","no"
"6859","LOC113989382",53.6499507162495,0.510635872276468,0.345831681164737,1.47654451598154,0.139797774004919,0.695045158965992,NA,"LOC113989382","GON","~ Year + mean_T","no"
"9124","LOC114001192",59.9032971974212,0.274128431533554,0.185677809365431,1.47636614450811,0.139845626190038,0.695045158965992,NA,"LOC114001192","GON","~ Year + mean_T","no"
"13037","RPS4X",4626.19681061608,-0.131694960302258,0.0892175562437785,-1.47611037386425,0.139914264447767,0.695045158965992,"RPS4X","RPS4X","GON","~ Year + mean_T","no"
"14539","TCF21",19.1560807315625,-0.434552464276869,0.294397457700451,-1.47607410631591,0.139923999255155,0.695045158965992,"TCF21","TCF21","GON","~ Year + mean_T","no"
"10220","MFSD10",88.9934966716749,-0.239262177859551,0.162102764432894,-1.47599073153745,0.139946380395243,0.695045158965992,"MFSD10","MFSD10","GON","~ Year + mean_T","no"
"15535","USP20",2851.70853164239,0.118387358598314,0.0802128751560664,1.47591466292629,0.139966802669425,0.695045158965992,"USP20","USP20","GON","~ Year + mean_T","no"
"381","ALDH8A1",79.249899388426,-1.15478575926431,0.782612316185909,-1.47555275502461,0.140063996129702,0.695045158965992,"ALDH8A1","ALDH8A1","GON","~ Year + mean_T","no"
"4856","IQGAP3",168.171976822401,0.173117743097504,0.117332608828696,1.47544442099854,0.140093100254052,0.695045158965992,"IQGAP3","IQGAP3","GON","~ Year + mean_T","no"
"4768","IMPA1",1339.35090497891,0.196463233486795,0.133162942919123,1.47535965472104,0.140115876106096,0.695045158965992,"IMPA1","IMPA1","GON","~ Year + mean_T","no"
"11952","POC1B",4779.18926602025,0.122409304375752,0.0829704192620107,1.47533669788022,0.140122044870096,0.695045158965992,"POC1B","POC1B","GON","~ Year + mean_T","no"
"7648","LOC113993428",101.368177290705,0.185314203609083,0.125621413919916,1.47518004953535,0.140164143637629,0.695045158965992,"TRAK2","LOC113993428 (TRAK2)","GON","~ Year + mean_T","no"
"1777","CFTR",63.2495297085454,0.563896717594269,0.382272445596471,1.4751173517474,0.140180996204305,0.695045158965992,"CFTR","CFTR","GON","~ Year + mean_T","no"
"12790","RHBDL3",189.936657564558,0.196529306530871,0.133235256023279,1.47505481954817,0.140197805814854,0.695045158965992,"RHBDL3","RHBDL3","GON","~ Year + mean_T","no"
"2942","DYNC1LI1",965.028364642212,0.117346411761276,0.0795853094969046,1.47447327280722,0.140354208737769,0.69560683857536,"DYNC1LI1","DYNC1LI1","GON","~ Year + mean_T","no"
"11426","PARN",1040.92897515947,0.132401814505989,0.0898286226127184,1.47393793486981,0.140498302726527,0.695901669389194,"PARN","PARN","GON","~ Year + mean_T","no"
