"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","Tissue","design","n_p005","n_q01","Test","fdrtool"
"ANGPTL7",376.260811292708,-0.386769701665847,0.269601955787756,2.00879928018225,0.156389050363768,0.846267407131507,"ANGPTL7","ANGPTL7","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ARF4",2257.71794787955,-0.139248999673781,0.0989880135084754,2.00316886519741,0.156970742533169,0.846267407131507,"ARF4","ARF4","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"CHKB",214.661531111226,-0.365015439304554,0.254565200057912,2.00324392548097,0.156962971716272,0.846267407131507,"CHKB","CHKB","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"DTYMK",812.498312287883,-0.261915039541865,0.186077060412209,2.00614571268966,0.156662891302892,0.846267407131507,"DTYMK","DTYMK","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"FAM126A",384.233750170115,-0.493225713738374,0.344361520872161,2.00682844306185,0.156592383370645,0.846267407131507,"FAM126A","FAM126A","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"GABARAPL1",10292.4059897989,-0.154792726297319,0.108853593970342,2.01039650269834,0.156224483534916,0.846267407131507,"GABARAPL1","GABARAPL1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"HMMR",352.483188236591,-0.726431248599195,0.505317546130304,2.00449820172173,0.156833184080496,0.846267407131507,"HMMR","HMMR","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LHCGR",48.599103875483,-0.72811549103657,0.509900045450187,2.00737737451335,0.156535719465052,0.846267407131507,"LHCGR","LHCGR","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113986238",2963.60802480844,0.182532429611558,0.128479777510564,2.00584498660359,0.15669395977189,0.846267407131507,"C4BPA","LOC113986238 (C4BPA)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113987238",1524.59212846774,-0.208956881781622,0.147247434255891,2.00653024542234,0.156623174838673,0.846267407131507,"LOC113987238","LOC113987238","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113996633",6.05675765321922,-1.9702503482564,1.52926363153355,2.0111146806946,0.156150551527968,0.846267407131507,NA,"LOC113996633","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113998520",11.6760358363614,1.17232493014364,0.836924627356393,2.00747752974536,0.156525383371174,0.846267407131507,NA,"LOC113998520","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC114000582",83.139317678424,-0.729167017099622,0.508465048769097,2.00379007459769,0.156906443328343,0.846267407131507,"LOC114000582","LOC114000582","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC114003649",10.1984877579903,1.93289908324496,1.35955426873981,2.0051884307418,0.156761813887126,0.846267407131507,"LOC114003649","LOC114003649","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"MARCH8",522.964952873415,-0.261312223262262,0.186291991675976,2.00649318612695,0.15662700200988,0.846267407131507,"MARCH8","MARCH8","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"POLL",376.43969267351,0.312982388230526,0.21879622876502,2.01255482827118,0.156002416907177,0.846267407131507,"POLL","POLL","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SEC16A",1900.97602020947,0.18392044980972,0.128311085458162,2.00403838350974,0.15688075011854,0.846267407131507,"SEC16A","SEC16A","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"TMC7",147.714200389103,-0.473402369036909,0.346841148991197,2.01219836661336,0.156039067941475,0.846267407131507,"TMC7","TMC7","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"GLRB",2855.0273665788,-0.14135879406024,0.100140857560925,2.00053084104343,0.157244128990558,0.84649940800291,"GLRB","GLRB","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"HHIP",197.936497860345,0.736643831834076,0.487421182725136,2.00188363128633,0.157103867681259,0.84649940800291,"HHIP","HHIP","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113989812",259.46889620791,0.326269759853398,0.230106895580892,2.00040115981764,0.157257582200299,0.84649940800291,"SCAP","LOC113989812 (SCAP)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"PAH",42.1096797365001,-1.29708171744881,0.908800698335152,2.000079191677,0.157290989029621,0.84649940800291,"PAH","PAH","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"RRNAD1",213.680964724823,0.52159808732044,0.3567892076196,2.00080107199365,0.157216099269781,0.84649940800291,"RRNAD1","RRNAD1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"NFKBIA",449.414951875816,-0.348041897887339,0.238591196256505,1.99944009860087,0.157357324069384,0.846558007008937,"NFKBIA","NFKBIA","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"PRPSAP1",595.345666330856,-0.232368394591358,0.164411326921177,1.99851084448774,0.157453833294294,0.846778839991995,"PRPSAP1","PRPSAP1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"JAK2",1032.99218080376,-0.251290943601185,0.178312698294565,1.99795758453678,0.157511324982507,0.846789756983421,"JAK2","JAK2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"AGTR1",72.173442545974,-1.34529210448688,0.808890339440167,1.99310154119706,0.158016963433336,0.846882815790315,"AGTR1","AGTR1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ARHGAP26",693.568802949174,-0.212587766051621,0.148876424511076,1.99420602903439,0.157901795989114,0.846882815790315,"ARHGAP26","ARHGAP26","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"DRD3",45.2975095608359,0.692982031416111,0.481180237338478,1.9944709972232,0.15787418135711,0.846882815790315,"DRD3","DRD3","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LAPTM4B",1250.43358832641,-0.202026797774721,0.14512726361071,1.99464922018345,0.157855610286973,0.846882815790315,"LAPTM4B","LAPTM4B","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113989913",62.7553071467076,-0.932031455386397,0.644105430969855,1.99641071451411,0.157672193787523,0.846882815790315,"GAL3ST4","LOC113989913 (GAL3ST4)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113990825",502.643174086009,0.495863837200866,0.340338418922535,1.99460317562213,0.157860407953637,0.846882815790315,"ZNF629","LOC113990825 (ZNF629)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113990886",19.772331318249,-1.29155895551514,0.897216034223999,1.99385753790598,0.157938123635013,0.846882815790315,"SLC46A1","LOC113990886 (SLC46A1)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"MTCH1",3018.44751223216,-0.114690329309424,0.0813936205150506,1.99723728215835,0.157586210556718,0.846882815790315,"MTCH1","MTCH1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"OBSCN",31.6072903995667,-1.28413923043205,0.859918418716723,1.9929972283206,0.158027845309576,0.846882815790315,"OBSCN","OBSCN","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ABR",5359.28653103969,0.18801856381561,0.131792047104987,1.99170565962226,0.158162651862692,0.847104425004053,"ABR","ABR","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113991423",187.640388268381,0.347507811120283,0.245149012784349,1.99153798713908,0.158180162148713,0.847104425004053,"RASSF7","LOC113991423 (RASSF7)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SNAP23",457.266617231629,-0.311002990928467,0.226170153655499,1.99046165137665,0.158292618016941,0.847409429131364,"SNAP23","SNAP23","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ACOT12",94.7882806930486,0.543071433767111,0.383421251317349,1.97524511812605,0.159892221146841,0.84782367326998,"ACOT12","ACOT12","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ADNP",3796.83354196688,0.208296933565709,0.145218811849084,1.98446718823368,0.158920587751611,0.84782367326998,"ADNP","ADNP","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ATPAF2",420.9872521884,-0.325915563335009,0.232339997845542,1.97502901349173,0.159915070818449,0.84782367326998,"ATPAF2","ATPAF2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"CD63",6.38808798873551,1.89246810669546,1.28932920292417,1.98637943404152,0.158719956733668,0.84782367326998,"CD63","CD63","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"CUNH1orf112",266.682033763743,-0.454791810296475,0.311439901155594,1.98524220248774,0.158839239226536,0.84782367326998,"CUNH1orf112","CUNH1orf112","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"DDR2",111.464236766634,0.527542297837367,0.379446404837938,1.98090335273275,0.159295272787405,0.84782367326998,"DDR2","DDR2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"EGFR",287.26210073144,0.311644389211166,0.218263428272469,1.97881477141527,0.159515323834169,0.84782367326998,"EGFR","EGFR","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"EHMT1",1629.06852518544,0.164546302178625,0.115942113945663,1.98296948103945,0.159077927352069,0.84782367326998,"EHMT1","EHMT1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"FHL3",527.727193158324,0.285567617882264,0.205107160564005,1.97549538573293,0.159865763924155,0.84782367326998,"FHL3","FHL3","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"GADD45G",1908.10522303431,-1.7364339118546,1.04013639282538,1.98072982780329,0.159313542047254,0.84782367326998,"GADD45G","GADD45G","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"GHR",678.304380972047,0.351121234601047,0.245669634913508,1.97732429496855,0.159672570734282,0.84782367326998,"GHR","GHR","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"GLIS1",106.224870353157,0.515212665346149,0.367794661770628,1.97842243060241,0.159556699113749,0.84782367326998,"GLIS1","GLIS1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"IFFO1",439.97138189586,0.242226112409595,0.171374910055354,1.98040309623205,0.159347947867447,0.84782367326998,"IFFO2","IFFO1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113988456",74.6265144792034,0.496524478684515,0.351049263776117,1.98303642448121,0.159070890915088,0.84782367326998,"DCC","LOC113988456 (DCC)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113991241",180.707827387289,0.340943337140663,0.240114908929972,1.98524620318744,0.158838819420431,0.84782367326998,"RND1","LOC113991241 (RND1)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113994926",34.2453468543108,-1.02415501269547,0.758767865530415,1.98488987124922,0.158876215413609,0.84782367326998,NA,"LOC113994926","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113998190",1478.58831023941,0.371746193433468,0.274613732429671,1.98014942862534,0.159374665665358,0.84782367326998,"DNAH5","LOC113998190 (DNAH5)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"MAP3K19",345.855653182038,0.396978753639691,0.29399809947161,1.97835231118158,0.159564095019387,0.84782367326998,"MAP3K19","MAP3K19","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"NTSR1",2270.33544296825,-0.371285639084314,0.273713616697599,1.97493680278023,0.159924821785273,0.84782367326998,"NTSR1","NTSR1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"POLR1D",1736.94965846943,-0.171218735915831,0.122405730647783,1.98316654958671,0.159057214455891,0.84782367326998,NA,"POLR1D","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"PPP3R1",6377.25967869281,-0.129637839139713,0.0922816194656439,1.97615895924494,0.159795637899951,0.84782367326998,"PPP3R1","PPP3R1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"PRTG",33.3552697370353,1.01412774842466,0.691141621019846,1.98015260462253,0.159374331118705,0.84782367326998,"PRTG","PRTG","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"RPL9",2665.13881602003,-0.191196887728043,0.13634484147497,1.98665167778043,0.158691416625804,0.84782367326998,"RPL9","RPL9","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"S100B",3674.69026834921,-0.292725384003579,0.213657208507886,1.98190219290095,0.159190158064713,0.84782367326998,"S100B","S100B","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SAMD14",691.729038586479,0.358058949255705,0.249915149565261,1.97541363837681,0.159874405357167,0.84782367326998,"SAMD14","SAMD14","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SVEP1",261.927406165274,0.401568033530464,0.281512286483667,1.98186083395086,0.159194508979978,0.84782367326998,"SVEP1","SVEP1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"TMEM97",291.367064645525,-0.270511245270051,0.19343255064915,1.98485561754525,0.158879810767395,0.84782367326998,"TMEM97","TMEM97","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"UBL7",939.577665513775,0.19742826007434,0.139978224136525,1.98130082530108,0.159253434591588,0.84782367326998,"UBL7","UBL7","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"BCL11B",454.361054424589,-0.373321657465878,0.267243985618315,1.97334700775305,0.160093043703207,0.84783232440533,"BCL11B","BCL11B","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"CMTM4",1265.45193379034,0.192410027151268,0.136022300422853,1.97409268040765,0.16001411631762,0.84783232440533,"CMTM4","CMTM4","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"COG2",405.912157635374,-0.283541318768538,0.200674126671686,1.9736877941169,0.160056966909141,0.84783232440533,"COG2","COG2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"PCF11",2115.14617459567,0.182109969324994,0.129511140939209,1.97275337763324,0.160155909514728,0.847871160357441,"PCF11","PCF11","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"PCIF1",2120.7399707524,0.158216614889217,0.11198577973834,1.97198742092758,0.160237066380668,0.848006769324106,"PCIF1","PCIF1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SLC8A1",5581.14175404751,0.232259141846924,0.164772406362247,1.97068666112338,0.160374995624263,0.8484426310434,"SLC8A1","SLC8A1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SLC25A22",3857.47253659524,-0.137218151096779,0.0974076812210398,1.96870922191999,0.16058493744825,0.849259031853093,"SLC25A22","SLC25A22","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"DAB2IP",4894.0160968172,0.229888229978955,0.159806281898423,1.96787390245578,0.1606737161681,0.849434313869305,"DAB2IP","DAB2IP","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ABCA2",7091.50061114285,0.233690146987558,0.169348206458132,1.95930879029504,0.161587261389963,0.849650181611236,"ABCA2","ABCA2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ANAPC16",492.763890634129,-0.229937189787182,0.166330814946715,1.96212539694965,0.161286193393355,0.849650181611236,"ANAPC16","ANAPC16","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"APOOL",493.346064378862,0.288327827991411,0.207048962808225,1.95957984314458,0.161558260611633,0.849650181611236,"APOOL","APOOL","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"EXOSC8",159.117934409805,-0.457885791768241,0.330853419587368,1.95956285379634,0.161560078179901,0.849650181611236,"EXOSC8","EXOSC8","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"INTS5",215.285896878942,0.51888087369502,0.361916691369196,1.95862374687496,0.161660582760063,0.849650181611236,"INTS5","INTS5","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113985290",17.5892796138978,1.06489969567933,0.785998932837575,1.96059882106914,0.161449290114695,0.849650181611236,"BRD4","LOC113985290 (BRD4)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113988582",556.905021336422,0.318802162802155,0.223655357114993,1.95993015627216,0.161520788324775,0.849650181611236,"DMD","LOC113988582 (DMD)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113999701",413.983606590268,0.361381616531027,0.253726988422114,1.9599302506832,0.161520778227153,0.849650181611236,"EBF2","LOC113999701 (EBF2)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC114002823",473.935013307808,-0.422255455590588,0.293161435290739,1.96053902209599,0.161455682759926,0.849650181611236,NA,"LOC114002823","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LRP5",565.533369533352,0.315971847753727,0.218870191747425,1.96393635521321,0.161092957301773,0.849650181611236,"LRP5","LRP5","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LSM4",567.159836237433,-0.247690595123585,0.177481694344752,1.9620349658356,0.16129584966053,0.849650181611236,"LSM4","LSM4","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"MTR",1318.09108575747,0.280913094208008,0.197542685516923,1.96606015531449,0.160866675970121,0.849650181611236,"MTR","MTR","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SEMA4C",408.125607698649,0.253781849088838,0.180765049235488,1.96102926957415,0.161403282712932,0.849650181611236,"SEMA4C","SEMA4C","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SGCE",2228.76365129537,-0.176046427102272,0.12547296993385,1.96606226351008,0.160866451531454,0.849650181611236,"SGCE","SGCE","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"STOX2",1857.57399129043,0.148030175516454,0.105168287256089,1.96026449003665,0.161485034561357,0.849650181611236,"STOX2","STOX2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"TIPARP",262.436187170469,-0.632118914709503,0.427776706408836,1.95874745880388,0.161647338853612,0.849650181611236,"TIPARP","TIPARP","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"TTC12",928.432097366591,0.326563815265237,0.226473343682251,1.95950703815114,0.161566049658794,0.849650181611236,"TTC12","TTC12","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ATP8A2",886.727567496956,0.352393759157099,0.243227498824632,1.95232216572461,0.162336834879484,0.850457739801812,"ATP8A2","ATP8A2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"CCDC28A",809.538789591497,-0.214789645094658,0.155349536145455,1.95045006420079,0.162538360279125,0.850457739801812,"CCDC28A","CCDC28A","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"CHN2",994.011908732989,-0.281948724684024,0.204333202744866,1.95228519215175,0.162340812198639,0.850457739801812,"CHN1","CHN2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"EXOSC10",634.183177003807,0.203436094504668,0.145058336541704,1.95235755426863,0.162333028169105,0.850457739801812,"EXOSC10","EXOSC10","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"FERMT2",682.766301031736,0.343010730647326,0.248888214776978,1.95633932636554,0.161905362591023,0.850457739801812,"FERMT2","FERMT2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113985867",24.4321599369086,0.877854697409831,0.634931317352991,1.95481105383665,0.162069355808142,0.850457739801812,NA,"LOC113985867","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113987870",12.8512521133924,1.19528549874081,0.894361523810078,1.95193750811799,0.162378218686006,0.850457739801812,"LOC113987870","LOC113987870","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113996990",387.276210116273,0.253574424188021,0.179799369462495,1.95215938720638,0.162354346114184,0.850457739801812,"SLAINL","LOC113996990 (SLAINL)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC114001022",937.320714683886,-0.189403560442318,0.136606074288093,1.95530528679174,0.162016300793357,0.850457739801812,"OSER1","LOC114001022 (OSER1)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"MRPL4",173.807035725267,0.508348805182179,0.370221437616404,1.95088531903241,0.162491481108862,0.850457739801812,"MRPL4","MRPL4","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"PDAP1",1341.5645736467,-0.148331706478969,0.106408229016647,1.9526736015782,0.16229903579167,0.850457739801812,"PDAP1","PDAP1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"PHF14",1626.97746636797,-0.222085210326347,0.161500419410069,1.95141849036719,0.16243407685615,0.850457739801812,"PHF14","PHF14","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SS18L1",947.114832310064,-0.179630512004166,0.129000087177592,1.95548063763457,0.161997481959275,0.850457739801812,"SS18L1","SS18L1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC114001871",300.199098774729,0.706729743202656,0.484470886722394,1.94763258707223,0.162842190588636,0.851755589553717,"LOC114001871","LOC114001871","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ACTR2",3308.40491042322,-0.124204025640367,0.0891775390691302,1.93475602250271,0.164239050019182,0.852064473909475,"ACTR2","ACTR2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"ASPA",570.7086744617,-0.433119200701212,0.326005970890094,1.94412850141663,0.163220968161541,0.852064473909475,"ASPA","ASPA","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"CD99L2",9111.13338059267,0.115154900119409,0.0825084879564745,1.93376184394194,0.164347467216371,0.852064473909475,"CD99L2","CD99L2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"CUL2",986.243151579244,-0.182592651274883,0.132132477321723,1.94089692704209,0.163571180258624,0.852064473909475,"CUL2","CUL2","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"DENND4B",438.301803367163,0.357486960627779,0.250955691781389,1.93604088189791,0.164099054523439,0.852064473909475,"DENND4B","DENND4B","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"DHX15",2474.6096916464,0.187636052740606,0.133019419277088,1.93305556548884,0.164424538009575,0.852064473909475,"DHX15","DHX15","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"GLIS3",992.0395186033,-0.270977597034701,0.194730067662565,1.93347179807108,0.164379112718313,0.852064473909475,"GLIS3","GLIS3","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"IDH3A",3244.79464068632,-0.137387819203828,0.0995692058287495,1.93538222993311,0.164170802774319,0.852064473909475,"IDH3A","IDH3A","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113988218",116.339321294405,-0.492077795743842,0.362737814172372,1.93293603447229,0.164437585606119,0.852064473909475,"RHOBTB2","LOC113988218 (RHOBTB2)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113988441",38.3355264695349,-0.940842131629992,0.660269286720615,1.93484155109779,0.164229726770197,0.852064473909475,"MGAT1","LOC113988441 (MGAT1)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113989362",38.5159236677702,0.790766111868675,0.567246561921151,1.94229101650656,0.163419994893085,0.852064473909475,"SLC35A2","LOC113989362 (SLC35A2)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113992410",1819.04919646673,0.273001559154718,0.192354504439194,1.93758060927684,0.163931468719966,0.852064473909475,"H1FX","LOC113992410 (H1FX)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC113996400",5.69357864248982,-1.84895432655089,1.36032049256845,1.94181236814234,0.163471885062459,0.852064473909475,"LOC113996400","LOC113996400","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC114002268",946.998645377345,0.276440457067534,0.196092580449367,1.94638466485225,0.162976970794162,0.852064473909475,NA,"LOC114002268","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LOC114003343",297.943786537321,-0.541578755036716,0.394245992670594,1.93682252200281,0.164013955414116,0.852064473909475,"RFX5","LOC114003343 (RFX5)","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"LRRC6",126.874258743668,0.523937739507441,0.394206660501211,1.93283366431478,0.164448760922685,0.852064473909475,"LRRC6","LRRC6","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"MYO18A",2364.76078426986,0.220660892346887,0.156560294047913,1.94194266402607,0.163457757849227,0.852064473909475,"MYO18A","MYO18A","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"NCKAP5L",109.301947487378,0.586959256944486,0.418972244116445,1.93654498012657,0.164044166316607,0.852064473909475,"NCKAP5L","NCKAP5L","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"OSTM1",868.987446436726,-0.256771514690389,0.188271217286077,1.93269548953836,0.164463846254337,0.852064473909475,"OSTM1","OSTM1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"RDH10",360.943558225193,-0.457993852717381,0.338954999406036,1.94251749842435,0.163395448591582,0.852064473909475,"RDH10","RDH10","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SAMD10",222.99799421194,-0.371306669812063,0.26793959770534,1.93451803565193,0.164264995527733,0.852064473909475,"SAMD10","SAMD10","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
"SCARF1",47.1515462118973,0.83695885033226,0.575933665698826,1.93726603886526,0.163965691047727,0.852064473909475,"SCARF1","SCARF1","POM","~ Status + mean_T + Status:mean_T",1012,24,"LRT_full_interaction","no"
