,PFT1_AH_run2,PFT10_AH_run2,PFT11_AH_run2,PFT12_AH_run2,PFT2_AH_run2,PFT3_AH_run2,PFT4_AH_run2,PFT5_AH_run2,PFT7_AH_run2,PFT8_AH_run2,PFT9_AH_run2
SLC41A3,423.249677577348,347.765517771768,442.994138208858,436.387308804763,423.298910955302,373.708959782328,320.568048266106,342.360523171084,292.512847083951,382.171076055738,351.659610976365
KLF15,328.79817058114,434.70689721471,374.435521581297,402.370480724214,495.332568842533,366.082246317382,342.001377074596,492.211614782709,529.057532090467,377.971393901279,369.744962398006
LOC113981955,20.4941949142716,7.15987830706581,13.7117233255123,9.71909373729985,1.61873388510632,9.80577445492988,2.79565158371604,13.1256430608722,19.0080550451665,4.19968215445866,12.0569009477611
ZXDC,321.669754958784,331.400081641332,316.424384434899,300.319996482565,277.612861295733,332.306800972624,321.499932127345,346.735737524708,337.920978580738,340.174254511151,334.57900130037
UROC1,5.3463117167665,6.13703854891355,0,5.83145624237991,9.7124033106379,6.53718296995326,5.59130316743208,21.8760717681204,6.33601834838883,1.04992053861467,6.02845047388054
LOC113998275,73.9573120819366,34.7765517771768,9.49273153304696,60.2583811712591,42.8964479553174,27.2382623748052,68.9594057316624,66.7220188927672,33.7920978580738,20.9984107722933,19.0900931672884
LOC113991891,182.665650322855,148.311764932077,167.704923750496,125.376309211168,128.689343865952,142.728494843979,73.6188250378558,105.005144486978,143.616415896814,132.289987865448,97.4599493277353
LOC113990825,390.280755323954,681.211278929404,487.293552029744,388.763749491994,467.814092795726,520.795576606276,478.056420815443,552.37081214504,510.049477045301,509.211461228113,443.091109830219
LOC113989756,801.05570556218,965.560731695732,930.287690238602,861.111705124767,795.607704529755,727.806370654796,720.3462247375,662.844974574048,932.450700271223,792.690006654072,807.812363499992
SH3BP5L,3109.77131525251,3043.97112026112,3120.99917847622,3454.16591423637,3349.16040828497,3101.89331924282,3087.33123228375,3205.93831761805,3564.01032096872,3579.17911613739,3095.60931833766
GABBR1,14669.3882988545,12072.5776654711,14949.9974166008,16687.6839469438,17475.8510236078,13536.3268697832,14964.1910437707,12359.980548988,17069.2334305595,12935.0210357327,13023.4625070733
RPS5,1222.52327923394,1113.87249662781,1030.48874530965,1300.41474205072,1427.72328666377,1115.67922687202,1114.53309804146,1093.80358840602,1685.38088067143,964.876974986877,1117.27282115919
LOC113994545,65.9378445067868,69.5531035543536,78.0513481606083,141.898768564578,100.361500876592,91.5205615793456,73.6188250378558,72.1910368347973,167.904486232304,113.391418170384,71.3366639409197
LOC113995158,67.7199484123756,86.941379442942,87.5440796936553,80.6684780195888,94.6959322787196,88.251970094369,97.8478054300615,101.72373372176,219.64863607748,58.7955501624212,107.507366784203
BRD2,1373.1110592562,1233.54474833162,1262.53329389525,1758.18405707754,2125.39759114459,1198.48354449143,1636.38806033512,1345.3784137394,1632.58072776819,1348.09797158123,1200.66638604787
LOC113999578,21.385246867066,16.3654361304361,6.32848768869797,17.4943687271397,22.6622743914884,17.4324879198753,24.2289803922057,13.1256430608722,10.5600305806481,16.7987286178346,9.04267571082081
LOC114000840,470.475431075452,404.021704470142,484.129308185395,496.645689976022,590.837868063806,477.214356806588,480.852072399159,413.457756417476,434.017256864635,485.063288839975,441.081626338926
