,PFT1_LS_run2,PFT10_LS_run2,PFT11_LS_run2,PFT12_LS_run2,PFT2_LS_run2,PFT3_LS_run2,PFT4_LS_run2,PFT5_LS_run2,PFT6_LS_run2,PFT7_LS_run2,PFT8_LS_run2,PFT9_LS_run2
SLC41A3,353.793404223618,319.212536865185,328.768247625895,286.464490995395,344.29629200089,337.208451486974,262.02234452887,358.227631171741,329.866906995043,219.877444680859,267.013975109397,269.382532251712
KLF15,350.615619155741,458.939020973434,355.505424390651,379.903552435953,533.446724026071,433.162075893837,343.276660428067,369.726295876019,384.009195681159,416.449906745774,407.443547203969,394.770798014521
LOC113981955,99.5705987934734,79.5191372973771,11.8831896732251,157.371050847256,150.895288469526,75.84905548352,153.378933382753,39.8030701301935,38.1001290754153,96.2597108049842,42.5244478877929,118.107656783033
ZXDC,402.519441931063,399.867661838239,443.639081133737,374.985707096977,319.855505840333,436.817452061718,415.401277911624,386.532036597657,333.877446897718,343.495178556733,389.642615530009,351.896100689173
LOC113998275,55.081607843198,34.0796302703045,12.8734554793272,23.3597653601395,21.2528575309192,25.5876331751634,44.7355222366364,30.0734307650351,22.0579694647141,17.2254219335235,26.7013975109397,17.7970441727858
LOC113991891,203.378244344116,188.573954162351,216.868211536358,154.912128177767,174.273431753537,176.371900100233,94.0358936810929,216.705604042165,178.469025669051,148.949236719291,153.285800525765,135.904700955819
LOC113990825,416.289843891862,724.760137081808,449.58067597035,409.410624469814,397.428435828188,448.697424607329,500.307473177077,473.214278214522,422.109324756575,537.027860280438,402.498843961203,503.170976157853
LOC113989756,674.749696079176,1089.41218097407,838.755137768472,818.821248939628,749.1632279649,740.213673995798,822.585827249172,809.329092647267,831.184394829454,1051.76399805867,754.561714846186,748.284811810311
SH3BP5L,3209.56291855558,3119.42215740854,3292.63380528946,2975.29643008093,2895.70183858774,3447.0197263113,2937.02398031142,3424.83305653576,3291.65062512075,2855.36700050995,3654.13569640453,3175.96342828895
GABBR1,13794.7649796532,14282.7730462846,16776.0930211755,12829.4290280556,15832.3162176582,16502.1957098964,15405.4531065511,17629.2220169975,13376.1532103978,13518.9164374747,15244.5200974495,12491.907096189
RPS5,1478.72931825201,1309.79379005537,1195.25082796522,1303.22901482884,1528.08045647309,1527.94723817404,1187.77376387477,1166.67221114945,1183.10927128921,1365.87463331704,1264.8550894997,1888.91355197522
LOC113994545,41.3112058823985,35.2156179459813,41.5911638562879,44.2606080507907,48.8815723211141,48.4337342244164,21.9112761975362,40.6875827997533,28.073779318727,30.3978034121003,50.4359730762195,33.9761752389547
LOC113995158,38.1334208145217,53.3914207568103,58.4256825600234,56.5552213982325,81.8235014940388,47.5198901824463,49.3003714444565,55.7242981822709,51.13438375911,50.6630056868338,25.7124568623864,55.0090456249742
BRD2,1747.78178733225,1757.37293427203,1631.95804845625,1590.92296715898,2285.74482745036,1978.47235086531,1731.90378944692,1936.19823366652,1572.13164184871,1514.82387003633,1805.80562425837,1609.0145845305
LOC113999578,41.3112058823985,15.9038274594754,8.91239225491883,2.45892266948837,15.9396431481894,16.4491927554622,6.39078889094806,7.9606140260387,26.0685093673894,15.1989017060501,16.8119910254065,14.561217959552
