"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:1901687","glutathione derivative biosynthetic process",20,0.766327407282875,2.18969613139032,6.82981552118457e-06,0.0162891100180252,0.0156151150652767,925,"tags=40%, list=7%, signal=37%","HPGDS/LOC113990807/LOC113984987/LOC113990865/LOC113984280/LOC113989543/LOC113984986/LOC113984985"
"GO:0006897","endocytosis",150,0.420720887028218,1.79439259105907,1.90669261547594e-05,0.0227373094395506,0.0217965071621776,2969,"tags=37%, list=21%, signal=29%","LOC113982472/EPS15L1/LOC113984025/ZFYVE9/SH3KBP1/RABEP1/LOC113998718/DNM3/GAPVD1/ANK2/SHH/VTN/LOC114000835/ANKFY1/FNBP1/PIK3CB/LOC113989436/NPC1/LOC113994022/TOM1/DNM1/RIN2/USP20/ITSN1/LRP8/LOC114003809/PIK3C2A/LY75/LOC113993578/SORT1/HEATR5A/ENPP1/RAB34/ILDR1/LOC113989423/LRP5/LOC114003928/EHBP1/MIA3/LRP4/CSNK1G2/EHD3/TNK2/DENND1A/SH3BP4/ENPP2/SRL/TMPRSS2/AP2M1/LOXL3/SNX2/EPN3/WASF2/TSC2/CSNK1E"
