"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","Tissue","n_p005","n_q01","Test","design","fdrtool"
"LOC113996972",129.514681614166,-2.95689128620148,0.914027752962325,10.8342979166998,0.000996370906883822,0.28937737005418,"PAMA-U","LOC113996972 (PAMA-U)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"RIPOR3",292.524345801965,-1.79181273273831,0.547401834629438,10.7675683922209,0.00103294124827105,0.294229341719054,"RIPOR3","RIPOR3","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"OSBPL1A",575.659717444577,-1.24295171548474,0.376871310621395,10.6204850039058,0.00111841709280563,0.312565924125226,"OSBPL1A","OSBPL1A","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"DUSP5",155.286439667506,-2.23897149133921,0.710961706212591,10.5455872905569,0.00116465809492594,0.313653012764419,"DUSP5","DUSP5","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"PLEKHH3",284.624860104317,-1.14873541853108,0.357201050740248,10.561150644957,0.0011548928286353,0.313653012764419,"PLEKHH3","PLEKHH3","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"DDC",541.181521783279,-2.80659368960926,0.825083626864889,10.5060813750659,0.00118982307785913,0.314708204093739,"DDC","DDC","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"GALNT9",1157.38905746864,1.43981211197845,0.448030398942543,10.2389613089244,0.00137504994992754,0.357319997514504,"GALNT9","GALNT9","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"DHRS3",2765.99028604774,1.57205335893029,0.46330689022278,10.1515378364544,0.00144180916591285,0.368208230439676,"DHRS3","DHRS3","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113982041",1543.37745350017,-1.59449878618014,0.505010090856534,10.0320293171741,0.00153841454840722,0.374127244485906,"GNRHR","LOC113982041 (GNRHR)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113985125",28.0914100975409,-4.44450818681529,1.42372058805148,10.0111310648192,0.00155596934786762,0.374127244485906,NA,"LOC113985125","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113995145",65.0562962614744,-3.88889748030892,1.23656165140706,9.95119558918179,0.0016074496822946,0.374127244485906,"FOLR1","LOC113995145 (FOLR1)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113999589",71.8585084805115,2.22220630218292,0.686376784687749,9.94081816326654,0.00161653683817837,0.374127244485906,"CYP26A1","LOC113999589 (CYP26A1)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"NTRK1",217.617173336369,-7.14897604656773,2.19285749995449,9.98668309060946,0.00157676367729484,0.374127244485906,"NTRK1","NTRK1","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"SPTB",266.551523550419,-2.25085882760594,0.709084619887494,9.99924998376548,0.0015660399308118,0.374127244485906,"SPTB","SPTB","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"CAVIN4",235.786820911955,1.26170228560241,0.398428706030036,9.3592939989793,0.00221857586994406,0.422351719417444,"CAVIN4","CAVIN4","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"CDH9",12.4211462729743,7.09033084175185,2.09312710605401,9.43924854853094,0.00212390499607128,0.422351719417444,"CDH9","CDH9","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"EPB41",817.304201650535,-1.48908107068982,0.488093862239215,9.40425577935551,0.00216482370807992,0.422351719417444,"EPB41","EPB41","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113985104",21.7138461264843,-3.21145006051494,1.05690507048365,9.36943593719329,0.00220633403766763,0.422351719417444,"UTS2R","LOC113985104 (UTS2R)","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
"LOC113986944",182.971221377472,-2.2292470706781,0.720950074314281,9.51370722229581,0.00203942729815632,0.422351719417444,NA,"LOC113986944","PIT",603,16,"LRT_full_interaction","~ Batch + Status + mean_T + Status:mean_T","yes"
