,PFT1_PIT_run1,PFT10_PIT_run2,PFT11_PIT_run2,PFT12_PIT_run1,PFT2_PIT_run1,PFT3_PIT_run2,PFT4_PIT_run1,PFT5_PIT_run1,PFT6_PIT_run1,PFT7_PIT_run1,PFT8_PIT_run2,PFT9_PIT_run1
ZBTB47,358.089626243056,396.469087457473,364.116781404009,386.121542395755,334.559756764613,546.073157642243,544.732364259777,381.264419061567,245.306963938763,479.57303258268,248.675596346718,631.880041132316
NKTR,3198.3914343982,2652.05673366823,3801.64481496283,3389.40111105621,2180.11019069277,2464.54149637782,3284.90122689987,3180.54791690833,5633.03549967741,4489.05057537693,2223.1137803033,3138.33753762384
LOC113999727,9.15570067098722,19.287685335769,14.3875931861766,7.05705168869526,11.7252251202551,4.12130685013014,15.47535125738,13.0432564415799,8.20424628557736,10.2912667936197,3.45382772703775,18.0537154609233
RHPN1,240.082817594776,313.96065574335,219.134111604844,284.298368030295,164.153151683572,1316.75753861658,403.390822775706,731.425688147059,233.000594510397,291.242850259439,1280.21881082199,259.772905798841
ZC3H3,167.854512301432,110.368421643567,77.4716556178742,118.961728466577,166.498196707623,129.821165779099,180.545764669434,140.46583860163,102.553078569717,187.301055643879,56.4125195416166,157.468518186942
MICU2,1019.33467470324,1571.94635486517,1378.99546999816,1622.11373815867,1264.76094963819,1415.6689030197,1138.98585254317,1284.25909578633,1608.85269660172,1515.90359870019,1687.77048261245,1109.30051665451
ZDHHC20,515.771137798947,523.98211828839,706.098804060053,665.379159219839,559.684079073511,579.043612443284,577.746446942187,608.016415661341,760.533630673021,591.747840633135,772.506134947443,590.757689249102
MRPL57,736.525253977194,921.522743820073,1172.0354757047,854.911404573369,817.639031719124,779.957321387128,472.514058392003,549.823425383523,695.72008501696,580.427447160153,999.307489022922,758.256049358779
SAP18,7763.01686892261,11073.2744588798,11432.6028933234,11234.8262884029,10228.3047132359,7922.18209266265,6344.89401552581,7491.84583455979,9036.1568589349,6541.1291740247,12371.6109182492,9850.30775231822
LATS2,349.951225646623,352.536026414888,339.768546781248,370.999288777122,427.57987605197,686.197590546668,333.235897075583,443.470719013717,359.345987308288,364.310844494139,619.38643904877,235.701285184277
XPO4,456.767733474807,410.399082422195,475.897313081227,474.838763625067,408.037834184878,396.675784325026,382.757021099199,418.387533549141,676.850318560132,473.398272506508,602.117300413581,373.110119525749
EEF1AKMT1,566.636141526653,706.143590903986,645.228217503152,650.256905601206,510.43813356844,628.499294644846,468.387298056702,575.909938266683,714.589851473788,467.223512430336,1276.76498309495,512.524922251768
IL17D,23.3979017147451,31.0746041520722,17.7078069983712,70.5705168869526,33.612312011398,12.3639205503904,10.3169008382533,18.0598935344953,7.38382165701962,11.3203934729817,42.5972086334656,8.02387353818814
IFT88,335.709024602865,632.207463783538,511.31292707797,505.083270862332,404.911107486144,351.341408973594,395.137302105103,365.211180364238,493.895626391757,357.106957738605,536.494573599864,412.226503024416
LOC113999737,17.2941012674203,15.0015330389314,13.2808552487784,25.2037560310545,5.47177172278572,16.4852274005205,22.6971818441574,17.0565661159122,26.2535881138475,55.5728406855466,1.15127590901258,17.0507312686498
PRKX,203.460014910827,136.085335424592,129.48833867559,176.426292217382,186.821920249398,224.611223332092,136.183091064944,157.522404717542,218.232951196358,156.42725526302,387.979981337241,136.405850149198
MXRA5,40.6920029821654,221.808381361343,101.819890240635,81.6601695406166,65.6612606734287,145.276066467087,107.295768717835,188.625554693617,146.856008511835,77.184500952148,174.993938169913,184.549091378327
MYO16,88.5051064862098,70.7215128978196,143.875931861766,109.888376295398,64.879578998745,119.517898653774,104.200698466359,112.372670881304,131.267940569238,99.8252878981114,158.876075443736,97.2894666505312
IRS2,1012.21357418136,1588.01942597831,3103.29317646456,1065.61480499298,1256.16245121667,614.07472066939,559.176025433331,2786.24024140519,1274.11944815016,2344.35057558658,1807.50317714976,571.700989595905
COL4A1,270.6018198314,446.831376945314,480.32426483082,560.531534130652,421.326422654501,861.353131677198,514.813351828842,409.357586781893,507.842845077238,509.417706284177,915.264347665004,415.235455601236
COL4A2,684.642950174933,845.443540551207,942.940722663269,1068.63925571671,692.569963769736,1248.75597558943,1068.83092684305,862.861579981441,982.04828038361,1452.09774457974,854.246724487337,939.796188160286
RAB20,94.6089069335346,86.7945840109604,144.982669799165,126.018780155273,83.6399391911532,113.335938378579,128.961260478167,91.3027950910594,120.602420397987,113.203934729817,142.75821271756,122.364071457369
NAXD,1080.37267917649,1301.91876016441,1403.34370462092,1261.19595179397,1112.33302307487,1161.17820502417,1057.48233592097,1149.8132216962,1356.98233563449,1019.86453924772,1432.18723081165,1138.38705823044
CARS2,305.190022366241,525.0536563626,465.936671644643,409.308997944325,303.292489777266,286.430826084044,362.123219422692,418.387533549141,415.955286678772,434.291458690753,358.046807702913,373.110119525749
ING1,271.619119905954,252.882985513415,220.240849542242,314.54287526756,280.623721211439,361.644676098919,273.397872213714,197.655501460865,321.606454394632,237.728262932616,262.490907254869,277.826621259764
ANKRD10,1436.42770527044,1357.63874002329,1917.97684551109,1791.48297868735,1135.0017916407,1071.53978103384,1100.81331944163,1258.17258290317,2020.7058601377,1355.35983671972,1618.69392807169,1508.48822517937
ARHGEF7,592.068643390507,603.275935779885,745.941369806389,719.819272246917,518.254950315276,575.952632305687,524.09856258327,569.889973755184,978.766581869379,632.912907807614,741.421685404104,600.787531171837
SOX1,21.3633015656368,2.14307614841877,29.8819243097515,28.228206754781,7.03513507215307,63.8802561770171,59.8380248618694,11.0366016044138,32.8169851423094,15.4369001904296,12.6640349991384,43.1283202677613
TUBGCP3,454.733133325698,336.462955301748,345.302236468239,431.488303251653,424.453149353235,480.132248040161,413.707723613959,362.201198108489,494.716051020315,484.71866597949,520.376710873688,405.205613678501
ATP11A,396.747029076113,280.742975442859,380.717850464982,296.396170925201,304.855853126633,367.826636374115,359.028149171216,235.781943367022,550.504925762241,315.941890564126,548.00733268999,256.763953222021
MCF2L,780.269157183022,1009.38886590524,875.429708481978,968.832381833735,648.79578998745,998.386584444026,828.447137311744,854.834960632776,1385.69719763402,915.922744632157,1570.34033989316,701.085950399189
F10,282.80942072605,257.169137810253,226.881277166632,312.526574785076,194.638736996235,247.278411007808,84.5985868736774,177.588953089204,90.2467091413509,65.8641074791663,115.127590901258,185.552075570601
