"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0019083","viral transcription",99,0.526119524540845,2.05617205353421,6.15718761777694e-07,0.00148018790331358,0.00142652315228706,4469,"tags=58%, list=31%, signal=40%","RPS28/NDC1/RPS19/LOC113989206/RPS15/UBA52/RPS21/LOC113996941/RPL19/RPL3/RPL23A/RPS26/RPS4X/LOC113987193/RPS29/RPL15/RPS24/RPL17/RPL13/NUP85/RPS10/RPS14/RPLP1/RPL7A/RPS5/LOC113999689/RPSA/RPL37A/NUP214/RPL38/RPL23/RPL35A/RPL37/RPL29/LOC113998810/NUP62CL/RPS23/NUP93/RPL35/RPS3/LOC113998898/RPS11/RPS8/RPLP2/RPL22/NUP205/RPS27A/RPL27/NUP37/RPS25/AAAS/RPL27A/NUP188/RPS20/RPL12/RPS15A/RPL7"
