,PFT1_BSTm_run2,PFT10_BSTm_run2,PFT11_BSTm_run2,PFT12_BSTm_run2,PFT2_BSTm_run2,PFT3_BSTm_run2,PFT4_BSTm_run2,PFT5_BSTm_run2,PFT6_BSTm_run2,PFT7_BSTm_run2,PFT8_BSTm_run2,PFT9_BSTm_run2
LOC114003520,103.771925554855,143.677494638603,82.3314870953757,143.316797117489,105.892996840445,100.988205158937,136.294154254348,143.825545003533,114.394059233199,107.138451637019,75.9419986904378,121.573420133201
TOMM20,695.614006466613,680.87168292627,615.427866037933,598.444463639245,660.005488927943,664.456486216188,653.555101123257,638.023094376577,607.234630215326,755.988175596042,608.343883126592,563.290179950498
RBM34,326.140337458117,387.131027220681,331.384235558887,384.437624700292,297.595835948146,395.919667952651,381.787841736576,362.26735019687,407.690105838618,369.567468006346,334.467951679162,306.635181891518
ARID4B,1436.84204614415,1359.3487409419,1583.85198299729,1458.34524634418,1340.09413242907,1471.21453424724,1299.72076014839,1309.5694360848,1444.11748460557,1437.34057589439,1340.29548752592,1256.25867470974
GGPS1,1467.63151856153,830.136635689708,1324.50779864686,965.451667068491,1000.50624600972,1000.70130566583,939.280195584179,1321.46478191216,1293.59898561452,1062.95789657851,1014.71436548074,1456.1794100399
TBCE,253.157884320636,386.332818917133,373.579122695267,404.773116183179,256.516656139353,292.636276312829,275.872504996752,331.988288090863,338.881649156995,356.325636905141,318.310079617367,322.844971242612
B3GALNT2,498.33331282936,534.001355073476,702.90507107677,572.298831732676,549.548138775411,574.944213461676,548.460813505447,536.371957306411,548.747442035946,586.251976935148,549.367650101039,570.044258846787
GNG4,86.6666631007583,101.37245455057,121.438943465679,77.4685389824266,84.8969716048392,59.6748485030083,68.9681262491879,91.9185813932357,112.673847816158,93.8966205358142,100.178806783131,90.5046572102719
LYST,2353.68411368375,2359.50374528729,2969.07925337699,2219.47364184652,2620.851671801,2274.52980255697,2555.92591683002,2476.39472224129,3191.8522843188,2366.67635863347,2608.68844437685,2702.98237429484
NID1,94.6491189126702,277.776489634633,314.917938139812,185.924493557824,189.877097782866,263.946445301767,151.073038450602,253.046447600202,348.342811950718,155.290564732308,164.002401427222,181.009314420544
GPR137B,710.438567260163,682.468099533366,742.012527447073,684.628213257195,585.150094609698,580.682179663888,588.69222048414,735.348651145885,842.903594349886,729.504513393633,630.157010410016,632.181784692646
ERO1B,1027.4560980761,751.114013638476,993.123563087969,1034.20499541539,665.482712902449,679.37519834194,697.070704590007,1080.31368013932,967.618922085328,855.903810268768,685.901669023209,848.312309373892
EDARADD,444.736823806523,504.467647842207,476.493481564487,556.805123936191,337.762145094521,395.919667952651,563.239697701702,617.476587947501,725.929217991126,380.401693452786,468.578289792063,502.503469883898
LGALS8,628.333307480498,479.723190432225,532.067235353865,572.298831732676,476.518485782001,516.41695819911,404.777217152972,534.209167155982,553.908076287068,489.947750744569,468.578289792063,520.064075014249
HEATR1,525.701732755915,661.714683641123,524.86323023302,576.172258681798,594.278801233874,570.353840499906,674.902378295625,589.360315991923,648.5197042243,601.901413691117,602.688627904964,552.483653716436
ACTN2,28.5087707568284,43.9014566951288,28.8160204833815,31.955772330251,32.8633438470345,78.0363403500878,63.2207823950889,30.279062106007,43.0052854260146,32.5026763393203,21.8131272834236,48.6293680532804
MTR,1338.77187474066,1269.94941094454,1545.77367021568,1629.7443888428,952.124100901584,1383.99744797362,1114.98470769521,1442.58103033619,2089.19676599579,1542.07142187664,1159.32732043381,1369.7272001674
RYR2,3457.54371738815,3441.8742048981,3592.74026812446,4464.12455886233,3275.37993675444,3073.25469790493,3725.09986657816,3139.2899033478,3961.64689344446,3694.47087723607,3541.80555594552,3870.08720757357
DIAPH3,26.2280690962821,39.112206873842,20.5828717738439,9.68356737280332,31.9504731846169,17.213898606637,36.1261613686223,21.6279015042908,27.5233826726493,31.2988735119381,18.5815528710646,20.2622366888668
LOC114003533,10.2631574724582,11.9731245532169,19.5537281851517,4.84178368640166,15.5188012610996,12.6235256448671,4.92629473208485,8.6511606017163,7.74095137668262,16.8532395833513,8.07893603089764,0
LOC114003532,30.7894724173747,30.3319155348163,29.8451640720737,32.9241290675313,24.6475078852759,17.213898606637,21.3472771723677,25.9534818051489,22.3627484215276,18.0570424107335,21.0052336803339,17.5606051303513
TDRD3,497.192961999087,570.718937036674,623.661014747471,519.039211182258,537.680820163981,549.697162171942,598.54480994831,526.63940162948,629.597378636853,610.328033482792,592.186011064797,526.818153910538
PCDH20,890.613998443319,689.651974265296,786.265701760838,794.052524569872,760.421261793882,783.806183222205,742.228406300785,635.860304226148,699.265941026997,883.591275298559,921.80660112542,840.207414698345
ARL2,254.298235150909,321.677946329762,294.335066365968,281.791810548577,260.168138789023,288.045903351059,289.830340070992,289.813880157496,370.705560372246,386.420707589697,264.989101813443,294.477839878198
FKRP,117.456135518133,249.040990706912,269.635620237355,242.089184320083,198.092933744625,229.518648088493,205.262280503536,232.499941171126,295.87636373098,254.002396577651,190.662890329184,210.727261564215
CSF1,277.105251756372,276.978281331085,287.131061245123,292.44373465866,300.334447935399,262.798852061325,320.209157585515,259.534818051489,234.80885842604,263.632819196709,315.078505205008,326.897418580385
AHCYL1,2431.22797014232,1947.62826065662,1952.2853877491,2457.68939921748,2856.37230270475,2328.46668485777,2156.89604353115,2215.77850911459,2131.34194571328,2101.83973660938,2400.25189477969,2281.52785116641
STRIP1,1715.0876487308,1573.26856629271,1474.76276259592,1640.39631295288,1902.42246047833,1674.33853780556,1928.64438761122,1569.10425413629,1524.96742120648,1306.12606770972,1799.98694768399,1466.98593627396
SLC6A17,6911.66638228547,6186.91256079897,6242.78500900686,6175.21091363668,7648.03040973487,6234.87407532392,7425.5682594959,6232.07981846138,6553.1453932161,5429.15075149387,7805.06009945021,6612.24323946688
KCNC4,1135.78942695204,1067.2045018434,1033.26016304697,1266.61061236267,1434.11981065809,1276.12368337202,1151.93191818584,994.883469197375,946.116279372321,1141.20508035836,1201.33778779448,1102.26567587436
RBM15,205.263149449164,265.005156777868,234.644738221821,219.816979362635,245.562208190341,234.109021050263,284.904045338907,250.883657449773,256.311501139047,204.64648065498,271.452250638161,262.058261176011
LOC114003545,693.333304806066,581.095644982796,657.622753174313,642.02051681686,704.736151386407,661.013706494861,638.776216927003,670.464946633013,597.773467421603,606.716625000646,685.901669023209,571.395074626045
SLC16A4,19.3859641146433,15.1659577674081,40.1365999589957,19.3671347456066,14.605930598682,29.8374242515041,24.6314736604243,27.0348768803634,27.5233826726493,32.5026763393203,13.734191252526,21.6130524681246
PROK1,9.12280664218508,20.7534158922427,3.08743076607659,1.93671347456066,8.21583596175863,5.73796620221233,5.74734385409899,1.08139507521454,1.72021141704058,10.8342254464401,6.46314882471811,2.70163155851558
LAMTOR5,452.719279618435,601.849060875038,369.462548340498,502.577146648492,537.680820163981,484.284347466721,413.808757495128,460.674302041393,440.374122762389,522.450427083889,504.933501931102,501.15265410464
KCNA2,5291.22785246735,4509.0787067415,4415.02599548952,4558.05516237852,4936.80454235452,4182.97736141279,5090.50455648768,4486.70816706512,4591.24427208132,3976.16073884352,4900.68259634251,4430.67575596555
LOC114003550,2270.43850307381,2150.37316975776,2390.70055653197,2001.59337595845,2314.12712922868,2232.0688526606,2519.7997554614,2110.88318681878,2353.24921851152,1912.84269271037,2598.18582753668,2363.92761370113
LOC114003556,675.087691521696,1064.01166862921,925.200086234284,584.887469317321,887.310283869932,679.37519834194,838.291153576439,1051.11601310853,1056.20981006292,442.999440476662,1142.36155476893,788.876415086549
LOC114003555,376.315773990135,312.897654990736,295.36420995466,630.400235969496,255.603785476935,175.581765787697,505.766259160712,655.32541558001,764.633974874539,214.276903274038,492.815097884756,484.942864753546
LOC114003560,42.192980720106,39.9104151773898,16.4662974190751,24.2089184320083,31.0376025221993,56.2320687816809,42.6945543447354,32.4418522564361,44.7254968430552,48.1521130952893,27.468382505052,43.2261049362493
