"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","Tissue","n_p005","n_q01","Test","design","fdrtool"
"LOC113984495",268.333715851386,-0.41221916216486,0.328406319282709,1.48996705082114,0.222221572165179,0.761064157067932,"SRCAP","LOC113984495 (SRCAP)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC114000370",14.9846692710114,-1.34318751057776,0.97692116888491,1.48986034210547,0.222238129817313,0.761064157067932,"NCKAP1L","LOC114000370 (NCKAP1L)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC114001192",97.6490883758751,0.62885477941376,0.509229294746236,1.48986603591315,0.222237246289991,0.761064157067932,NA,"LOC114001192","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"TNFRSF21",5695.97793851265,-0.171316427104303,0.139316063228027,1.49037470305328,0.222158331655263,0.761064157067932,"TNFRSF21","TNFRSF21","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"AKIRIN2",1405.952997511,-0.168354172492356,0.13984586428815,1.48747562901434,0.222608543675633,0.761143993621855,"AKIRIN2","AKIRIN2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"CDS1",135.484279742048,0.454290468119553,0.35839334349175,1.4891644365827,0.222346147483903,0.761143993621855,"CDS1","CDS1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"CPSF2",1208.70544959769,0.185253501966425,0.151801642162805,1.48690790856793,0.222696835711475,0.761143993621855,"CPSF2","CPSF2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"DLD",1295.70017896798,-0.147711765584399,0.121372917903336,1.48658086538239,0.222747716587093,0.761143993621855,"DLD","DLD","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"FAM53B",178.676308426497,0.297485622344692,0.245037956328649,1.48719271034382,0.222652538023726,0.761143993621855,"FAM53B","FAM53B","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"KCNB2",213.148145630139,0.267432756134992,0.219064608155601,1.48615966694442,0.222813266499231,0.761143993621855,"KCNB2","KCNB2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"KDM3B",895.114949524227,-0.130989874639182,0.107520468932492,1.48607483914911,0.222826470801161,0.761143993621855,"KDM3B","KDM3B","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113982342",153.636628492104,0.451951853945753,0.378628162191897,1.48655695775726,0.222751436644507,0.761143993621855,"LOC113982342","LOC113982342","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"MTHFD1L",117.558501791249,0.48899043915957,0.400616547175606,1.48638349320527,0.222778430181205,0.761143993621855,"MTHFD1","MTHFD1L","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PLA2G7",1420.52399446363,0.234922844196678,0.196454003221872,1.48877183593012,0.22240711423622,0.761143993621855,"PLA2G7","PLA2G7","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"SAMD15",19.9164266245696,1.5954827597195,1.41454473929057,1.48646781735559,0.222765307662105,0.761143993621855,"SAMD15","SAMD15","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PIK3C3",1366.06905504303,-0.280729874602997,0.228208870543133,1.4847599464911,0.22303126698243,0.761492468697153,"PIK3C3","PIK3C3","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"RASD1",16107.1216413103,-0.441574143909349,0.361794334762407,1.48500515021172,0.222993059104069,0.761492468697153,"RASD1","RASD1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PARD3B",1577.14153805138,-0.200704088741692,0.166056325046395,1.48436490795891,0.223092838755472,0.76152722521967,"PARD3B","PARD3B","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113995696",17.7518724751044,-2.1446826790928,1.94170152148893,1.48323464023557,0.2232691178194,0.7619534287996,NA,"LOC113995696","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"SAR1A",1049.91282142081,0.155880129033654,0.127785846130629,1.48281425603102,0.223334724435176,0.76199721449714,"SAR1A","SAR1A","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"SLC39A1",127.505704666601,-0.612733208024743,0.513360516188229,1.48249351768602,0.223384795503818,0.76199721449714,"SLC39A1","SLC39A1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113985815",2694.90637694682,0.259885289721118,0.210968734229588,1.4817570752964,0.223499813811869,0.762076551384729,"SRSF5","LOC113985815 (SRSF5)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC114000015",251.158177974667,-0.61026383424065,0.494798958614077,1.48168604026441,0.223510911885412,0.762076551384729,"FIBP","LOC114000015 (FIBP)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"GALNT11",493.495696124006,0.460133419747694,0.37941395786689,1.48045982679574,0.223702591995162,0.762131783403464,"GALNT11","GALNT11","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"MAD2L2",236.014601353143,-0.283533310700242,0.234184414260514,1.48107997048362,0.223605627327518,0.762131783403464,"MAD2L2","MAD2L2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"SCD",3512.59975517538,-0.243840599700167,0.20029054208244,1.48080577390479,0.223648494050779,0.762131783403464,"SCD","SCD","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"VIT",492.700405017998,-0.492109939943313,0.393370011129926,1.48026642470188,0.223732842340739,0.762131783403464,"VIT","VIT","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113983904",6049.93580166295,-0.288976502927286,0.232783318834898,1.47927704707749,0.223887669253071,0.762313979809616,"NRXN3","LOC113983904 (NRXN3)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"RNF123",1009.40942399838,-0.18792152180306,0.154808456488955,1.47926715102469,0.22388921852689,0.762313979809616,"RNF123","RNF123","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"FAM210A",689.631682521543,0.193253718385068,0.157651032334041,1.47779219513833,0.224120273580749,0.762925387989787,"FAM210A","FAM210A","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113993716",3275.46682952542,-0.208326826786275,0.168786494629317,1.47652379986204,0.224319199077052,0.763427168563105,"NMRK2","LOC113993716 (NMRK2)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC114000510",38.0822646234604,0.627177535000235,0.510855518688547,1.47581025544206,0.224431199004457,0.763457646200193,"TAP2","LOC114000510 (TAP2)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"MAST4",1299.24343595189,-0.217853628003905,0.176643426203449,1.47608828749347,0.224387550345655,0.763457646200193,"MAST4","MAST4","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"AHSA1",1810.73650273915,0.257634896305575,0.210539139584454,1.4725739093677,0.224940027492646,0.764139409102678,"AHSA1","AHSA1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"BLOC1S4",327.065997768452,0.339228493991683,0.274936645808923,1.47397573295883,0.224719458724572,0.764139409102678,"BLOC1S4","BLOC1S4","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"BNIP1",211.816955882185,-0.38172094376177,0.306979911580168,1.47256757600859,0.224941024598858,0.764139409102678,"BNIP1","BNIP1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"CACNB2",2186.54680060203,0.390830081489065,0.31148491357261,1.47264997268135,0.224928052713059,0.764139409102678,"CACNB2","CACNB2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113989289",344.963028072368,0.339890973780768,0.281363577341775,1.47327625638485,0.224829484843135,0.764139409102678,NA,"LOC113989289","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PWWP2A",1125.0840666244,-0.304641201101563,0.252266843219938,1.47318877952,0.224843249305444,0.764139409102678,"PWWP2A","PWWP2A","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"NAA50",1081.02940411265,0.195098689306111,0.158697374755142,1.46955265068038,0.225416288605782,0.765578401228622,"NAA50","NAA50","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"ARHGAP17",705.992818604411,-0.220382182356527,0.181319440176768,1.46917464377486,0.225475961471457,0.765605590532552,"ARHGAP17","ARHGAP17","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"ITGA2B",6.29520301227093,-1.59757015994591,1.29962698534037,1.46850227033804,0.225582150435862,0.765615278323087,"ITGA2B","ITGA2B","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113992316",399.763825426726,-0.307894056475165,0.257192701989579,1.46862145018721,0.225563323804501,0.765615278323087,NA,"LOC113992316","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"ARMC2",441.645623375442,0.278129053778208,0.230295533267552,1.46326788549874,0.226410880929296,0.765784294028522,"ARMC2","ARMC2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"B4GALNT1",1178.82787284847,-0.343597654931868,0.280017491113912,1.46609001796335,0.225963615447177,0.765784294028522,"B4GALNT1","B4GALNT1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"DCLRE1C",376.832257589684,-0.247567790271885,0.20306932846652,1.46766757451758,0.22571405874001,0.765784294028522,"DCLRE1C","DCLRE1C","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"EAF2",112.587258619751,0.428338633516581,0.352761691603206,1.46520408468342,0.226103908182437,0.765784294028522,"EAF2","EAF2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"HEG1",656.310313908435,0.294307026110564,0.240602379357509,1.46323786035558,0.226415645174832,0.765784294028522,"HEG1","HEG1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LEKR1",318.109375072797,-0.296294537941263,0.248225893352991,1.46296580712773,0.226458818763192,0.765784294028522,"LEKR1","LEKR1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113993848",256.988810155071,-0.35395107921772,0.291071513204438,1.46309682374115,0.226438025798749,0.765784294028522,"PLXNA4","LOC113993848 (PLXNA4)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC114004191",8.83393364831205,-1.66967978915313,1.33187669191146,1.46331984855752,0.22640263596515,0.765784294028522,NA,"LOC114004191","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"OLFML2A",54.6422104335138,-0.599260065315479,0.482835659879843,1.46513092786998,0.226115497667108,0.765784294028522,"OLFML2B","OLFML2A","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PIP4P1",410.286377031255,0.255857118960671,0.20881051952321,1.46432182655457,0.226243722883714,0.765784294028522,"PIP4P1","PIP4P1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PLK2",2114.53611981727,-0.326800615658353,0.26321112806501,1.46720263985466,0.225787573248534,0.765784294028522,"PLK2","PLK2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"RANBP1",1098.7179690198,0.119347347865516,0.0989724559414299,1.46441231050025,0.226229378782176,0.765784294028522,"RANBP1","RANBP1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"SPIN1",5490.51167479452,0.331567669387452,0.269000632208373,1.46554076995383,0.226050579777093,0.765784294028522,"SPIN1","SPIN1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"TMED4",849.834298669837,-0.273217111014341,0.231234213254384,1.46432513073702,0.226243199064083,0.765784294028522,"TMED4","TMED4","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"TNFSF11",10.3959439946701,1.36204160005697,1.12356671371702,1.46722197935493,0.225784514753867,0.765784294028522,"TNFSF11","TNFSF11","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"ZBTB16",309.783132125846,-0.833901363173013,0.666243617225441,1.46584895010281,0.226001779605302,0.765784294028522,"ZBTB16","ZBTB16","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113996588",12.8835706832152,0.907757306907135,0.759364941229351,1.46188771470032,0.226630004305167,0.766067280256967,NA,"LOC113996588","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"NPSR1",18.1661371604463,1.57922403326599,1.36730146056687,1.46145138670643,0.226699331086315,0.766067280256967,"NPSR1","NPSR1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PAK1IP1",355.800887207772,0.301713047786796,0.248992663166312,1.46159768234268,0.22667608379473,0.766067280256967,"PAK1IP1","PAK1IP1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PIGS",632.621190351411,-0.301771566057833,0.253920626594664,1.46081181930839,0.226800995983757,0.766067280256967,"PIGS","PIGS","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PRSS12",181.246831270402,1.95609835476317,1.47107221943835,1.4608424674345,0.226796122943566,0.766067280256967,"PRSS12","PRSS12","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"NEUROD2",34.9169553506766,3.95160801889431,2.4799704653486,1.45988217381191,0.226948869056801,0.766392055989899,"NEUROD2","NEUROD2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PCSK9",80.8672008723194,0.818091531977623,0.718765065846252,1.45932456499884,0.227037620091955,0.766517077813304,"PCSK9","PCSK9","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"CRYZ",389.499359774153,-0.307793112409344,0.256178467296265,1.45589575942427,0.227584278972942,0.766581878264532,"CRYZ","CRYZ","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"IRF2BP2",1162.99207415765,0.344886849420844,0.27603521709953,1.45658169966981,0.22747479215155,0.766581878264532,"IRF2BP2","IRF2BP2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"KPNA6",460.374365741254,-0.190378813654291,0.158997390190067,1.45819733224857,0.227217161946227,0.766581878264532,"KPNA6","KPNA6","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113992618",37.9287439041554,-0.830663355013981,0.681873485992311,1.45567841979869,0.227618983002092,0.766581878264532,"LOC113992618","LOC113992618","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113998632",230.549230315835,-0.337658968162576,0.276421007318053,1.45580294931511,0.227599097787379,0.766581878264532,"TECR","LOC113998632 (TECR)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"MLST8",212.942273712465,-0.334136842346669,0.284722642866962,1.45833338814285,0.227195482367043,0.766581878264532,"MLST8","MLST8","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"MYLIP",697.507288236049,0.205311839354878,0.168300960996866,1.45547226100132,0.227651907595825,0.766581878264532,"MYLIP","MYLIP","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PSME4",1233.94503436634,-0.264834167870779,0.219354478809196,1.45531134019387,0.22767761143489,0.766581878264532,"PSME4","PSME4","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"RPL23A",1625.9852726983,-0.298407260813138,0.2539961065874,1.45789030516909,0.22726609375485,0.766581878264532,"RPL23A","RPL23A","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"THSD7B",1463.51680305665,-0.640259536253093,0.533104951508094,1.45712164534694,0.227388652888933,0.766581878264532,"THSD7B","THSD7B","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"WDR82",2835.39318484491,0.18008744305657,0.147788945572525,1.45686565989106,0.22742948617924,0.766581878264532,"WDR82","WDR82","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"ZC3H4",527.205677958256,-0.377806172899196,0.301574844287506,1.45797305268795,0.227252904792802,0.766581878264532,"ZC3H4","ZC3H4","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"DEPTOR",291.269083112747,0.316057355282181,0.26989831812955,1.45279287767983,0.228080339853465,0.766809280509164,"DEPTOR","DEPTOR","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"FAM83A",8.36634397298941,-1.0778850381321,0.888012227672773,1.45179636986476,0.228239928376875,0.766809280509164,"FAM83A","FAM83A","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"HEY2",50.5376287132652,-0.854357369440658,0.728160129535577,1.45068617878232,0.228417881236837,0.766809280509164,"HEY2","HEY2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"HMCES",307.452146303417,0.407152474473609,0.346215205862224,1.453386181052,0.227985387371821,0.766809280509164,"HMCES","HMCES","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113986533",6.84266674414715,-1.54033985202466,1.17553836972321,1.45075524137983,0.22840680630481,0.766809280509164,"PCDHA2","LOC113986533 (PCDHA2)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113987175",346.996838332719,-0.556409447382591,0.451903095813445,1.45414667458223,0.22786374723135,0.766809280509164,"GPR179","LOC113987175 (GPR179)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LRR1",307.697955384975,-0.24147447796986,0.204205127306577,1.45208264903128,0.228194067654498,0.766809280509164,"LRR1","LRR1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"MELK",363.206713171902,-0.37184126191229,0.309776424897405,1.45221403672107,0.228173023608391,0.766809280509164,"MELK","MELK","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PAK3",870.39762377443,-0.233661999269719,0.191123428629599,1.45421089115737,0.227853479431531,0.766809280509164,"PAK3","PAK3","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PEBP1",8893.45784605802,-0.171070062817753,0.143631353033714,1.4512014652795,0.228335265061452,0.766809280509164,"PEBP1","PEBP1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"RPS19",1149.20837159554,0.219280613821117,0.184889424084494,1.45098346295103,0.228370213110023,0.766809280509164,"RPS19","RPS19","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"TBC1D19",495.805312332644,0.298926691764505,0.247318856087919,1.45318646327206,0.22801734496678,0.766809280509164,"TBC1D19","TBC1D19","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"TSR3",483.441734307527,-0.294765094374916,0.246699478618524,1.45308851659175,0.228033019753372,0.766809280509164,"TSR3","TSR3","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"GABRG2",2214.63089898922,0.424771554892209,0.340586664775198,1.44980862241167,0.228558663140293,0.766918376207197,"GABRG2","GABRG2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113993049",12.0605259246948,-1.35749177465459,1.10469701532107,1.45015010163891,0.22850386896062,0.766918376207197,NA,"LOC113993049","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"TSPO",89.243275170639,0.521155243112968,0.450003212066178,1.44951589981416,0.228605646356269,0.766918376207197,"TSPO","TSPO","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"FAM124B",34.6256143031897,0.683769634985567,0.601273675820745,1.44797354677888,0.228853392581555,0.767575729124827,"FAM124B","FAM124B","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"KLHL28",869.676571312199,0.159910392238373,0.132220411702787,1.44725556688459,0.228968831003088,0.767789123739251,"KLHL28","KLHL28","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"CXXC4",1030.08927093032,0.402019779326894,0.330992937237433,1.44650936686236,0.229088881004759,0.767911672601291,"CXXC4","CXXC4","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"DHX15",2003.12508590222,0.204987411273851,0.168590372159895,1.44510242829281,0.229315438000924,0.767911672601291,"DHX15","DHX15","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"GAL3ST1",218.577496069738,-0.385634295824184,0.320801268017588,1.44457585282819,0.229400300947714,0.767911672601291,"GAL3ST1","GAL3ST1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113991657",22.8818261954697,0.996567270725863,0.890226596097664,1.44551786780104,0.229248512408026,0.767911672601291,NA,"LOC113991657","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113994050",31.8463594561322,-0.640269002217674,0.548692578944012,1.44517173234541,0.229304271768977,0.767911672601291,NA,"LOC113994050","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113999976",402.880637256484,-0.245048984339549,0.208164597029413,1.44483163579396,0.229359074221007,0.767911672601291,"WEE2","LOC113999976 (WEE2)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"RNF115",391.143784099726,-0.210896113698976,0.175499308040875,1.4444538985999,0.229419960494393,0.767911672601291,"RNF115","RNF115","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"TMTC3",760.069595477302,0.263787798643531,0.216156865421175,1.44539108199911,0.22926893458465,0.767911672601291,"TMTC3","TMTC3","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"CEP162",658.603694593164,0.299843478425006,0.249660056163207,1.44217675589042,0.229787418616721,0.768475538106597,"CEP162","CEP162","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"HNRNPA2B1",8308.06777514258,0.148320930956255,0.122697953932729,1.44212447273028,0.229795863770437,0.768475538106597,"HNRNPA2B1","HNRNPA2B1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113983908",7.10187514236051,1.46943440549399,1.15413429631477,1.44229262119425,0.229768704548042,0.768475538106597,"LOC113983908","LOC113983908","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"ZMPSTE24",1001.04046660869,0.280021516853591,0.229403392044823,1.44270103252455,0.229702754333698,0.768475538106597,"ZMPSTE24","ZMPSTE24","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"MERTK",751.768803878563,-0.478624396077094,0.384338880730368,1.44145946552769,0.229903313165161,0.7686344255376,"MERTK","MERTK","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"RGS17",583.626601321365,0.405749096299585,0.328380240074834,1.4411884578501,0.229947118936981,0.7686344255376,"RGS17","RGS17","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113991279",152.363907404855,-0.782742706797317,0.587789585670257,1.44067226903785,0.230030583689243,0.768740006564548,NA,"LOC113991279","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PTPN23",612.378503207981,-0.272894604562193,0.225734229609189,1.4400127528713,0.230137276763093,0.768923149284218,"PTPN23","PTPN23","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"AVL9",1235.4050261762,0.212798022713664,0.175645789435815,1.43861584712548,0.230363457833049,0.769505346747096,"AVL9","AVL9","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"UBA3",1430.07829218671,0.250092637521127,0.20658391545519,1.43818692845701,0.230432960277397,0.769564030964722,"UBA3","UBA3","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"ANHX",177.58076829476,0.489707876634215,0.3839793038899,1.43707834610176,0.230612713268812,0.769784315114766,"ANHX","ANHX","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC114004136",3999.56269552658,-0.475281873839609,0.383766380549168,1.43636364205176,0.230728689795712,0.769784315114766,"RELN","LOC114004136 (RELN)","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"NINJ2",30.1324168675637,-0.758127605352606,0.625419449772145,1.4361789782438,0.230758667009029,0.769784315114766,"NINJ2","NINJ2","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"SMYD4",135.940312995578,-0.291846309061971,0.246370148806939,1.43679447686365,0.23065876891152,0.769784315114766,"SMYD4","SMYD4","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"ZNF839",661.013274531511,-0.20537346603224,0.172324864140806,1.43696356462692,0.230631334362299,0.769784315114766,"ZNF839","ZNF839","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"BLM",265.045593926909,-0.238654608120757,0.196590849097165,1.43447049715205,0.231036234373478,0.76984369708707,"BLM","BLM","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"GALT",67.9503762210026,0.776377745776281,0.648330932949863,1.43472728492593,0.230994489805303,0.76984369708707,"GALT","GALT","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LUZP1",1189.63596196915,-0.210481365605085,0.173269952380881,1.43447317752387,0.231035798593277,0.76984369708707,"LUZP1","LUZP1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"PRPS1",2792.79666624329,-0.173356731798731,0.14451799000922,1.43539744791113,0.230885587947304,0.76984369708707,"PRPS1","PRPS1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"TOB1",1694.01852284738,-0.195479670123305,0.161702392633167,1.43466855185741,0.231004036913147,0.76984369708707,"TOB1","TOB1","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113996862",18.9725450289539,-1.00251109269759,0.850857523632808,1.4340850345002,0.231098913982769,0.769879430619755,"LOC113996862","LOC113996862","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"DHRS7",194.668018203152,-0.2797126406104,0.23533442872424,1.43308782033721,0.231261164930942,0.769900683429949,"DHRS7","DHRS7","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
"LOC113987836",10.7047020153207,1.99722779508775,1.90400843092163,1.43327977568747,0.231229922311741,0.769900683429949,NA,"LOC113987836","LS",1277,39,"LRT_full_interaction","~ Status + mean_T + Status:mean_T","no"
