"VMH","AH","PVN","POM","ICO","GCT","TNA","AI","LS","BSTm","p_combo","gene"
-0.106309304810404,-0.0725761606118461,-0.875102036134621,-0.392446085190865,0.067349811915403,-1.00250558270078,-1.23805191988011,-0.404699103189446,0.073605940316351,-0.112677908644865,-0.252561996917865,"A2M"
0.643699888293261,2.1914199667458,0.334861545990576,0.282828838764458,2.18285252431519,1.216989299696,0.0594087933299451,0.0187168098568775,0.811294303436879,0.790252744373682,0.716976316333471,"AAAS"
0.246403728825004,-0.160490604634866,0.10384138003638,-0.0149922585035016,-0.340560961084315,0.00105567981288512,0.0974838868784563,-0.0481905483124645,-0.678022550593676,-0.804248146557329,-0.0315914034079831,"AACS"
0.00980783908464795,0.271837756173577,0.696818866347401,0.750711169288866,0.30228691803525,-0.138475958897107,0.173238581732301,0.0425128973574499,0.0907210738391482,0.0878405118829964,0.131979827785725,"AADAT"
-0.202496648470587,-0.0885080509374597,-0.00830908704255064,0.412599638423225,0.37170026414833,-0.0152878865013453,0.669950763458418,0.164345102971998,0.117823075300738,0.373777210597964,0.141084089136368,"AAGAB"
-0.398148510380116,0.0595881353678144,-0.853775254198928,-0.377752656994414,-0.200759066495833,0.27308125554894,-1.74280409676003,0.127499991043834,0.268094884949531,-0.0669787299523667,-0.1338688982241,"AAK1"
0.0417986929439794,0.0548162141618339,-0.162218202359634,-0.220330266986368,0.119634428960799,0.144474181220001,-0.0847335026979504,0.363635173682581,0.021855978065792,0.266158695770453,0.0483074535529066,"AAMP"
-0.257490764263708,-0.0660936720543482,-0.068043376709723,0.324357304889808,-0.180635536217928,-0.00365415947765753,0.191818563247358,-0.0906874015074463,-0.881640437037345,-1.13943302520202,-0.0793653891085846,"AAR2"
0.273020379175747,0.0374576397438249,-0.735487428342429,0.776693426054717,-0.0102130978017493,0.173229529579534,-0.0243713453134289,0.648870288976813,1.50415934624915,0.314379618946372,0.223124954377641,"AARS"
-0.109359838765213,-0.462636887128113,0.154727179694286,0.00197642662834939,-0.0136079090733399,0.00610092356099462,0.495563731903898,0.446296452088197,-0.395837441143565,-0.134346480139666,-0.00581574122249528,"AASDH"
0.0663597107094979,0.206911694849361,0.75074696244917,0.410436874233312,0.53919360181257,0.0247619722741174,0.556390868185649,-0.0169137444987149,0.186808632893767,0.182987700806853,0.196860163871564,"AASDHPPT"
