"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","Tissue","design","n_p005","n_q01","Test","fdrtool"
"LOC113992757",1462.95533861901,1.07798435490141,0.324705486561203,10.7876404115571,0.00102180047948054,0.256572893558606,"HSD3B1","LOC113992757 (HSD3B1)","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113995642",192.649849557845,1.13115611084976,0.350536341755819,10.877241381099,0.000973531411829726,0.256572893558606,NA,"LOC113995642","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC113996643",431.203709716173,1.64313622408479,0.530505698059416,10.9601942510808,0.000930900578014432,0.256572893558606,NA,"LOC113996643","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"RPSA",8204.20206717052,0.860455102680024,0.262400328084789,10.8927549180088,0.000965411324317069,0.256572893558606,"RPSA","RPSA","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"TSPAN2",65.131210072373,-1.78792703139837,0.532855926126282,10.7431060870135,0.00104668505070625,0.256572893558606,"TSPAN2","TSPAN2","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"FPGS",2254.09524454206,0.933212408594249,0.288500247342287,10.6566732759502,0.00109674478374763,0.261572885509319,"FPGS","FPGS","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"NRG4",1440.97888132708,0.507022595572475,0.156465419676092,10.6199917581991,0.0011187154598043,0.261572885509319,"NRG4","NRG4","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"RGS1",33.3765454100719,-3.44112874610163,0.953067002780131,10.6220645267716,0.00111746217242117,0.261572885509319,"RGS1","RGS1","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"LOC114002015",355.596290101836,1.40357014166359,0.454762257442708,10.4623480856561,0.00121832318503243,0.270509476237811,"SEC24A","LOC114002015 (SEC24A)","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
"MICAL2",365.971549952598,-0.695510885908966,0.211937956403789,10.447535234488,0.00122813224505915,0.270509476237811,"MICAL2","MICAL2","GON","~ Year + Status + mean_T + Status:mean_T",931,12,"LRT_full_interaction","no"
