"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","Tissue","design","fdrtool"
"CUNH11orf96",1068.87707393745,0.542896535466881,0.101540428624223,5.34660472505992,8.96194366911028e-08,0.000663721548134307,"CUNH11orf96","CUNH11orf96","PIT","~ Batch + strength.all_study","no"
"RAB37",139.877476109555,1.15961064117763,0.216012610867043,5.36825436497955,7.95023747736996e-08,0.000663721548134307,"RAB26","RAB37","PIT","~ Batch + strength.all_study","no"
"PDYN",152.027191573351,1.52360816844507,0.299908767604266,5.08023883601659,3.76960639562876e-07,0.00186118033106844,"PDYN","PDYN","PIT","~ Batch + strength.all_study","no"
"SLC4A1",117.543460674941,1.50116157991923,0.306178175442274,4.90290197121595,9.44311153541432e-07,0.00349678420156392,"SLC4A1","SLC4A1","PIT","~ Batch + strength.all_study","no"
"HSPB1",25.9845863631554,1.74414744727794,0.360204362097351,4.84210529023675,1.28470654591155e-06,0.00380581467160839,"HSPB1","HSPB1","PIT","~ Batch + strength.all_study","no"
"APH1A",213.202437400952,0.419756474395922,0.0906621050615306,4.62989993571229,3.65842481347423e-06,0.00740775138578897,"APH1A","APH1A","PIT","~ Batch + strength.all_study","no"
"ESYT1",500.841729213542,0.691139207166608,0.149878391881248,4.61133321816137,4.00094592805237e-06,0.00740775138578897,"ESYT1","ESYT1","PIT","~ Batch + strength.all_study","no"
"GRAMD1C",1567.59521632771,-0.337901083511138,0.0727368371671999,-4.64552895989149,3.39206182844934e-06,0.00740775138578897,"GRAMD1C","GRAMD1C","PIT","~ Batch + strength.all_study","no"
"PDE2A",1650.2218883035,0.738502206671337,0.164280456086143,4.4953747041224,6.9447542660702e-06,0.0114295222432258,"PDE2A","PDE2A","PIT","~ Batch + strength.all_study","no"
"COCH",445.427422384566,2.76932634779566,0.625359887673508,4.42837220995773,9.4946946814101e-06,0.0119802988034874,"COCH","COCH","PIT","~ Batch + strength.all_study","no"
"LOC113982041",1472.24648282374,0.733995651601943,0.166003424747249,4.42156933038882,9.79866129254891e-06,0.0119802988034874,"GNRHR","LOC113982041 (GNRHR)","PIT","~ Batch + strength.all_study","no"
"LOC113988740",32.2779297938435,-1.38856680296744,0.315131532390234,-4.40630866874963,1.05147099949592e-05,0.0119802988034874,"CLDN8","LOC113988740 (CLDN8)","PIT","~ Batch + strength.all_study","no"
"TMUB2",867.410237971466,0.392242962604608,0.0900684896570352,4.35494104651027,1.33102734799046e-05,0.0140822693417391,"TMUB2","TMUB2","PIT","~ Batch + strength.all_study","no"
"KCNA2",188.944029868153,0.551637217727585,0.131884102481862,4.18274232713874,2.88013762777945e-05,0.0284403990284462,"KCNA2","KCNA2","PIT","~ Batch + strength.all_study","no"
"ALDH16A1",254.883769087422,0.467381818453196,0.117058646877394,3.99271502721817,6.53210530419776e-05,0.0312206864884516,"ALDH16A1","ALDH16A1","PIT","~ Batch + strength.all_study","no"
"ARF3",1558.78905316292,0.512020630378171,0.127966627424524,4.00120438182342,6.30208936177978e-05,0.0312206864884516,"ARF3","ARF3","PIT","~ Batch + strength.all_study","no"
"CUNH6orf136",167.379732677323,0.510914098238307,0.128001271502222,3.99147674270905,6.5663128839819e-05,0.0312206864884516,"CUNH6orf136","CUNH6orf136","PIT","~ Batch + strength.all_study","no"
"HEXIM1",692.467965633336,0.41617649584466,0.103094151392822,4.03685844659504,5.41717318317581e-05,0.0312206864884516,"HEXIM1","HEXIM1","PIT","~ Batch + strength.all_study","no"
"LOC113991196",94.331858848536,2.34324927752891,0.588001478569246,3.98510779808007,6.74494982197171e-05,0.0312206864884516,"LOC113991196","LOC113991196","PIT","~ Batch + strength.all_study","no"
"LOC113994022",94.8546550230035,0.728220954764875,0.181817529929243,4.00522961151367,6.19572686188782e-05,0.0312206864884516,"EHD2","LOC113994022 (EHD2)","PIT","~ Batch + strength.all_study","no"
"LOC113999239",119.452864474922,1.39631909680606,0.348142234702136,4.01077191338397,6.05205553321923e-05,0.0312206864884516,"AQP5","LOC113999239 (AQP5)","PIT","~ Batch + strength.all_study","no"
"LOC114004336",15.0114830913515,1.41952421926052,0.355987907554742,3.9875630299106,6.67554724320434e-05,0.0312206864884516,"CDC37L1","LOC114004336 (CDC37L1)","PIT","~ Batch + strength.all_study","no"
"PRL",379818.05742982,-0.55260522871615,0.136144383695743,-4.05896456185161,4.92907925314988e-05,0.0312206864884516,"PRL","PRL","PIT","~ Batch + strength.all_study","no"
"RNF215",385.992259170194,0.431642699242383,0.105947144445064,4.07413245069761,4.61861918660197e-05,0.0312206864884516,"RNF215","RNF215","PIT","~ Batch + strength.all_study","no"
"SAMD14",572.430817725639,0.474888656441674,0.114640106052098,4.14243036573835,3.43644723282638e-05,0.0312206864884516,"SAMD14","SAMD14","PIT","~ Batch + strength.all_study","no"
"ST6GALNAC6",736.03371546514,0.376338900206263,0.0923936005516674,4.0732139234666,4.63687976071075e-05,0.0312206864884516,"ST6GALNAC6","ST6GALNAC6","PIT","~ Batch + strength.all_study","no"
"TAL1",63.4603718372563,1.21599815206714,0.301717229973409,4.03025757652062,5.57157651047481e-05,0.0312206864884516,"TAL1","TAL1","PIT","~ Batch + strength.all_study","no"
"TM2D2",666.344358463326,0.35879032686975,0.0873590919243563,4.10707482147851,4.0070145789419e-05,0.0312206864884516,"TM2D2","TM2D2","PIT","~ Batch + strength.all_study","no"
"WBP1",367.53035226863,0.368066078406098,0.0911116797827328,4.03972442703062,5.35140402616562e-05,0.0312206864884516,"WBP1","WBP1","PIT","~ Batch + strength.all_study","no"
