"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","best_anno","display_gene_ID","n_p005","n_q01","Test","Tissue","design","fdrtool"
"CACUL1",435.901841947877,0.12506318104696,0.247287561281226,0.257040661187091,0.612160588802477,1,"CACUL1","CACUL1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CACYBP",2847.04462281869,0.199471452895697,0.296004933159905,0.444863553431077,0.504784318154887,1,"CACYBP","CACYBP",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAD",514.265656149214,-0.288769564148151,0.400270573771734,0.50359561677439,0.477924485579567,1,"CAD","CAD",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CADM1",6741.95011268305,-0.0127523542182572,0.238763035162366,0.00282228137234597,0.957632194367621,1,"CADM1","CADM1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CADM2",2917.37394740867,-0.202417289455427,0.221702240531853,0.856110102874055,0.354829546074111,1,"CADM2","CADM2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CADM3",1541.02995274647,0.481155919256884,0.353918786915223,1.76413801733355,0.184109212551378,1,"CADM3","CADM3",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CADPS",6784.98170660449,0.225001293289716,0.222508666221354,1.02182917948014,0.312085515254415,1,"CADPS","CADPS",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CADPS2",1646.05723684189,-0.344571008321544,0.316787606700809,1.17471161134551,0.27843524197404,1,"CADPS2","CADPS2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALB2",5852.91584902132,0.116471766324699,0.376854059395003,0.0938229163656956,0.759372229626201,1,"CALB2","CALB2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALCB",1388.1118345512,4.3562625959211,1.96156773913372,3.44127095588249,0.0635867602869525,1,"CALCA","CALCB",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALCOCO2",270.082268378339,-0.299756952601594,0.378941479717609,0.627862697627123,0.428140375883549,1,"CALCOCO2","CALCOCO2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALCRL",1353.32509432417,-0.00909860665026935,0.278715115552918,0.00103109662339307,0.974383775798705,1,"CALCRL","CALCRL",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALD1",595.606919174706,0.0949013128923099,0.289755821263878,0.106526514638659,0.744133842419954,1,"CALD1","CALD1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALHM2",6.22052039105693,-0.216577453396362,1.95997763627793,0.00923823197842921,0.923428664921507,1,"CALHM2","CALHM2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALHM6",23.1505774268318,-0.245490331393813,0.835413530992643,0.0839836459551151,0.771969768007674,1,"CALHM6","CALHM6",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALM1",20705.604667756,-0.189438963505944,0.174730076939341,1.19335795718089,0.274653261527023,1,"CALM1","CALM1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALM2",39502.9648853748,-0.24640175689044,0.132245557509728,3.54695592214884,0.0596547961006695,1,"CALM2","CALM2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALML4",288.007893184188,0.908568511740999,0.548279294651506,2.63224055997878,0.104713851692149,1,"CALML4","CALML4",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALN1",1469.97491541746,0.254507613639599,0.228247713357778,1.23864466739576,0.26573241942328,1,"CALN1","CALN1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALR",5041.04383124809,0.489529125430154,0.393766924468531,1.50002685316053,0.220667230169009,1,"CALR","CALR",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CALU",1754.78647342545,-0.0429459907481198,0.157748613507626,0.0749180011833062,0.784306317028292,1,"CALU","CALU",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMK1",987.65335702907,-0.233359540796541,0.291932452198449,0.658949432120181,0.416931078393435,1,"CAMK1","CAMK1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMK1D",5098.44321563135,-0.70180604316995,0.341941469652843,4.18354346011608,0.040818273305006,1,"CAMK1D","CAMK1D",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMK1G",930.277023887385,-0.712515585424565,0.404095131221245,3.03949387525475,0.0812612494817187,1,"CAMK1G","CAMK1G",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMK2A",11614.985845612,-0.568868282802521,0.331674346380573,2.93723259227519,0.0865589163284765,1,"CAMK2A","CAMK2A",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMK2B",9772.54716060849,-0.297809307332739,0.239633959539537,1.57109914697199,0.210047462713268,1,"CAMK2B","CAMK2B",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMK2G",1673.29065781244,-0.0618758423086144,0.192699026110513,0.103207311057247,0.748014164294852,1,"CAMK2G","CAMK2G",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMK2N2",3362.90422256785,-0.0661089887837814,0.285157781921052,0.0555526512339384,0.813668496926837,1,"CAMK2N2","CAMK2N2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMK4",1227.95178146187,-0.324930789632513,0.357386345133846,0.821534331255378,0.364731945070449,1,"CAMK4","CAMK4",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMKK2",1959.16314993232,-0.503232333448152,0.335526672158759,2.19145349459964,0.138778301083725,1,"CAMKK2","CAMKK2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMKMT",338.616113107303,0.388651174455013,0.337435135468,1.3581043411138,0.24386628614834,1,"CAMKMT","CAMKMT",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMKV",3864.05331365118,-0.626764105562871,0.396133969617268,2.46742826068316,0.116227956783754,1,"CAMKV","CAMKV",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMLG",720.255711617475,0.0226296531146296,0.217947068036586,0.0109655506200284,0.916600748957,1,"CAMLG","CAMLG",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMP",9.10939768933918,2.13227539833786,1.5250455284119,1.9356929964416,0.164136945903586,1,"CAMP","CAMP",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMSAP1",3801.77861149862,-0.0411166125481191,0.223718919112527,0.0322992144529621,0.857372531040992,1,"CAMSAP1","CAMSAP1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMTA1",7803.78337346513,0.204257455385733,0.142665295521608,2.04479989338728,0.152727065429998,1,"CAMTA1","CAMTA1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAMTA2",1625.07043092714,0.109465597675854,0.380838050707809,0.0804876466064854,0.776637651870564,1,"CAMTA2","CAMTA2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAND1",2062.15265676211,-0.035897094792741,0.207945786696702,0.0297232345636189,0.863119710340853,1,"CAND1","CAND1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CANT1",700.192619463213,0.227995028639884,0.246116144680942,0.870016091454715,0.350950853884147,1,"CANT1","CANT1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CANX",7545.07739398721,0.161778044155897,0.18528279599113,0.746622968455767,0.387547529697637,1,"CANX","CANX",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAP1",3957.6846306005,0.0332748962787963,0.119409672224089,0.077512089349824,0.780697697381727,1,"CAP1","CAP1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAP2",1381.03752307876,0.197500240708729,0.165458915943851,1.39886673413676,0.236913408436374,1,"CAP2","CAP2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPG",7.94292485973205,-0.354724825323638,1.27363783677493,0.0784659800174694,0.779387131282899,1,"CAPG","CAPG",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPN10",654.161379606293,-0.0987922886215623,0.27247504622397,0.128926136465992,0.719548065866602,1,"CAPN10","CAPN10",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPN11",2461.30636177376,0.23347330350758,0.175535133975527,1.73746883956952,0.187459861326599,1,"CAPN11","CAPN11",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPN15",637.556047085208,-0.0889659507741883,0.283753386934076,0.0978417640874341,0.754435136590927,1,"CAPN15","CAPN15",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPN2",272.501776092409,0.208836929743063,0.270262830299548,0.589308092021213,0.442686800023436,1,"CAPN2","CAPN2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPN3",133.878535924833,-1.06148798953293,0.523250115491178,3.94568219404975,0.0469917966968134,1,"CAPN3","CAPN3",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPN7",594.647108283551,0.183270454131402,0.282103512513408,0.418496160960018,0.517688386061273,1,"CAPN7","CAPN7",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPNS2",94.4616751336255,-0.0976250316154838,0.417866324860401,0.0556139229755246,0.813567657948469,1,"CAPNS2","CAPNS2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPRIN1",4767.63518140104,0.123729172511332,0.137451843056302,0.806688215506227,0.369101195795841,1,"CAPRIN1","CAPRIN1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPRIN2",613.142724666996,0.22756429648536,0.274227750305667,0.681885174930528,0.408938325867068,1,"CAPRIN2","CAPRIN2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPS2",160.156163311973,-0.540632143442757,0.424789726298029,1.62450102742493,0.2024653239644,1,"CAPS2","CAPS2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPZA1",2223.38495796355,-0.0972770719751933,0.218443038741851,0.195561273779077,0.658327768808693,1,"CAPZA1","CAPZA1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPZA2",1792.10639991998,-0.100888056831543,0.155320819525995,0.424599335168068,0.514650941723929,1,"CAPZA2","CAPZA2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAPZB",2234.97762679242,-0.0438906981086752,0.163162012821147,0.0723065265092941,0.788007614998663,1,"CAPZB","CAPZB",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARD10",33.9114662645458,-0.924281004862756,0.742469418554504,1.5062195529438,0.219716856531178,1,"CARD10","CARD10",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARD11",38.5753132938001,-1.08293714914487,0.945305621867015,1.12382713150812,0.289095863500904,1,"CARD11","CARD11",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARD19",467.792432009184,0.0823474051995336,0.385399865533764,0.0468169162144818,0.828697657104047,1,"CARD19","CARD19",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARD8",339.479642083063,0.316741236661432,0.27991884782926,1.26457039485089,0.260787746902311,1,NA,"CARD8",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARD9",40.8088465044261,-0.136514315241025,0.740200673971589,0.0365330152575183,0.848418951881096,1,"CARD9","CARD9",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARF",385.652039640449,-0.120228902940608,0.363082256344069,0.113243675670589,0.736481051678517,1,"CARF","CARF",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARHSP1",289.883564402307,-0.442164825456348,0.522275042078998,0.69389281336808,0.404843438367266,1,"CARHSP1","CARHSP1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARMIL1",1757.38184348073,-0.0189689801617086,0.17073441948983,0.0123568408272092,0.911488417362585,1,"CARMIL1","CARMIL1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARMIL2",712.502997688132,-0.374978176612887,0.31611561831889,1.41070905185131,0.234938722270911,1,"CARMIL2","CARMIL2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARNMT1",641.87378437397,-0.0878263358384284,0.25218504476148,0.121817093848335,0.727072000259184,1,"CARNMT1","CARNMT1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARNS1",46.111898144336,0.831061680934701,1.09314970074845,0.446067322153439,0.504208461144966,1,"CARNS1","CARNS1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARS",1379.32388179804,0.089104613140572,0.238930982709604,0.139232146773622,0.709045558563887,1,"CARS","CARS",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARS2",265.057667519837,-0.353105678709595,0.311795260043636,1.33313695715036,0.24824791570293,1,"CARS","CARS2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CARTPT",1526.04360189987,1.7532536369356,1.32519160053407,1.54548355445712,0.213803431028793,1,"CARTPT","CARTPT",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASC3",907.602604190183,0.000963754681939934,0.215211017333589,1.98275000968806e-05,0.996447184894488,1,"CASC3","CASC3",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASC4",1701.46505028998,0.169258981158907,0.218853669181691,0.589836651477412,0.442482291528027,1,"CASC4","CASC4",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASD1",1551.80689621626,-0.113863579373162,0.210984210686904,0.295868207700096,0.586484353569084,1,"CASD1","CASD1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASK",2097.96298669986,0.0231860579541629,0.171753080125713,0.018191257611079,0.892710729512429,1,"CASK","CASK",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASKIN1",2550.85110808541,0.0619184797287363,0.254090698491725,0.0575140880277445,0.810469065146323,1,"CASKIN1","CASKIN1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASKIN2",419.254778144805,0.133406133024796,0.34627071556986,0.147820670025709,0.700626764479707,1,"CASKIN2","CASKIN2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASP2",133.160994141658,-0.2399325522173,0.378061883289376,0.415259335770415,0.519312072614052,1,"CASP2","CASP2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASP3",300.453056761478,-0.185916766716765,0.23725500425384,0.613771034037399,0.433371471939172,1,"CASP3","CASP3",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASP6",46.0321701406587,0.468787172647483,0.711557763839946,0.458708037917702,0.498228393087647,1,"CASP6","CASP6",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASP7",20.3743368090076,-0.42019987032832,0.936178478901394,0.215336722779227,0.642616307725725,1,"CASP3","CASP7",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASP8",88.6890813024825,0.352959676661878,0.511479949979001,0.457257374981594,0.498908539712843,1,"CASP8","CASP8",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASP8AP2",521.126641974617,0.19526025459457,0.280880599831666,0.481407399243608,0.487785513290342,1,"CASP8AP2","CASP8AP2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASP9",241.69006781958,-0.702037901111856,0.379490587717565,3.42923339469706,0.0640518266547329,1,"CASP9","CASP9",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAST",646.472631586195,-0.446223674198658,0.287606235425802,2.49744785578952,0.114030954761578,1,"CAST","CAST",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASTOR1",96.7285851359043,-0.527208850403667,0.411031823869739,1.63251081950507,0.201356118388436,1,"CASTOR1","CASTOR1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CASTOR2",571.889079996153,0.231137909689622,0.268993191702381,0.743264518730228,0.388617138982102,1,"CASTOR2","CASTOR2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAT",852.092687420567,0.430406981875147,0.281481137440914,2.28585701516357,0.130558007815676,1,"CAT","CAT",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CATIP",439.571899643284,-0.217448451953649,0.338546396149467,0.410791796490003,0.521567894112286,1,"CATIP","CATIP",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAV2",493.774124428902,-0.386584869562104,0.416902412125705,0.933456179737078,0.333966446402833,1,"CAV2","CAV2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAVIN1",1042.00323016608,0.0731511005896386,0.247169637362253,0.0845382614427592,0.77123897823211,1,"CAVIN1","CAVIN1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAVIN2",672.535971625181,0.0811886157463471,0.287680475359891,0.0759724913754951,0.782831436870525,1,"CAVIN2","CAVIN2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CAVIN4",233.572875625299,0.749392808500922,0.414114175628417,3.20244813429925,0.0735281287828422,1,"CAVIN4","CAVIN4",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBARP",1726.76442188545,-0.121183585566791,0.394006173563808,0.0913781099355901,0.76243243077712,1,"CBARP","CBARP",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBFA2T2",576.628911366552,-0.00966022075162594,0.26678137659121,0.00128761993190096,0.971375315154497,1,"CBFA2T2","CBFA2T2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBFA2T3",360.010139192495,-0.0885836608370545,0.378329486127649,0.0554567289711656,0.813826480521596,1,"CBFA2T3","CBFA2T3",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBFB",255.770862928323,0.363507908543051,0.324069155674773,1.24907461308311,0.26372929478319,1,"CBFB","CBFB",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBL",1829.63377815063,0.100810681236174,0.197777777524701,0.255992160882755,0.612887061820475,1,"CBL","CBL",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBLB",321.214542471617,-0.0184563306874169,0.298030276863202,0.00393050320860766,0.950010393945701,1,"CBL","CBLB",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBLL1",432.573108929485,-0.0599968679109268,0.228207640875133,0.0693884609297726,0.792229269458426,1,"CBLL1","CBLL1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBLN1",8017.79346809318,-1.09119202853565,0.786912218648532,1.90459277057744,0.167565141555339,1,"CBLN1","CBLN1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBLN2",1895.50195077245,0.369548082760329,0.420916824024568,0.796872033142904,0.372030228740767,1,"CBLN2","CBLN2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBR4",178.495522168597,0.221763845955189,0.404254156481645,0.306962928670046,0.579549860895797,1,"CBR4","CBR4",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBWD3",276.166850101758,0.0678523977663623,0.345264807189172,0.0393067864963825,0.842842121533467,1,"CBWD1","CBWD3",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBX1",785.812056366799,0.14107828646949,0.189860605409758,0.557985249203398,0.455073157155068,1,"CBX1","CBX1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBX2",12.7697614600583,0.580070514645111,1.139738253534,0.265945548408496,0.606064592351572,1,"CBX2","CBX2",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBX3",1970.96062590876,-0.119503329482639,0.184670382655699,0.426267319559457,0.513826224810888,1,"CBX3","CBX3",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBX4",1710.70027301803,-0.237748467025271,0.180679947436011,1.73313026332022,0.188011627194132,1,"CBX4","CBX4",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBX6",3008.15323064449,-0.0837556001914266,0.198552534486136,0.179246335728948,0.672021729239726,1,"CBX6","CBX6",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBX7",9344.47913531723,0.289100548857744,0.148260176343778,3.7643665544114,0.0523556854932641,1,"CBX7","CBX7",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBX8",274.83442250243,0.0712599946784616,0.306181673202443,0.0550905236193273,0.814430949303774,1,"CBX8","CBX8",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CBY1",262.468963106731,-0.402739499737402,0.380007993891434,1.10502180788912,0.293166662831677,1,"CBY1","CBY1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CC2D1B",756.94756137399,-0.119054686675454,0.222012526542588,0.282855294904351,0.594835833298691,1,"CC2D1B","CC2D1B",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CC2D2A",934.165123921527,0.103178358485,0.198517207568802,0.263159723721571,0.607957645173488,1,"CC2D2A","CC2D2A",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCAR1",1863.02896219167,-0.0918597049883252,0.197750520512396,0.211166921196622,0.645854316648684,1,"CCAR1","CCAR1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCBE1",307.738113114629,0.101749552830805,0.366843277594221,0.0805196552874889,0.776594421504562,1,"CCBE1","CCBE1",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC102A",36.5024182547936,0.500014368859905,0.662458666738496,0.583362464529984,0.444997352104652,1,"CCDC102A","CCDC102A",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC103",124.233797694945,-0.35124559515996,0.400807711356676,0.769329042834045,0.380424698347887,1,"CCDC103","CCDC103",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC107",416.277592138272,0.270020338900492,0.264611677555912,1.0384495368028,0.308182342967921,1,"CCDC107","CCDC107",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC112",275.012717227233,0.316251174575782,0.301510847073383,1.08810757729879,0.29689088919487,1,"CCDC112","CCDC112",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC115",216.927609929761,-0.245097339831676,0.37808937236503,0.432325221185337,0.510850197817854,1,"CCDC115","CCDC115",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC117",822.034571943128,-0.20904486061766,0.234707529243937,0.797279180180453,0.371908096922406,1,"CCDC117","CCDC117",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC12",188.56487265539,0.230908372289679,0.454754832200639,0.276777143275112,0.598821413929713,1,"CCDC12","CCDC12",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC124",1505.37936704994,-0.0886269982157727,0.205893904180902,0.18606841990777,0.666209182806663,1,"CCDC124","CCDC124",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC125",81.0378886195939,-0.228985442811009,0.646430716379398,0.133057987265403,0.71528224706944,1,"CCDC125","CCDC125",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC127",1032.80907658158,-0.0500970771209374,0.207401163546015,0.05840651340921,0.809032471006768,1,"CCDC127","CCDC127",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC13",496.608101672002,0.0468349697464669,0.308929439679832,0.0227109349723946,0.880211208582532,1,"CCDC13","CCDC13",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
"CCDC134",645.712074505383,-0.12805302420815,0.269932290088647,0.229983081228653,0.631536373787045,1,"CCDC134","CCDC134",714,26,"LRT_full_interaction","VMH","~ Batch + Year + Status + mean_T + Status:mean_T","no"
