"VMH","AH","PVN","POM","ICO","GCT","TNA","AI","LS","BSTm","p_combo","gene"
-1.82113099254477,-0.214223881665161,-0.356527260495226,-1.12600448429015,-0.557528422596421,-0.453701849994479,-1.33405839448293,-1.00591940746219,-1.39390778719245,-0.721401626933321,-0.863660517197754,"A2M"
-0.208456704548295,-0.00771238836043465,-0.441789173481842,-0.950114701382264,-0.467930755020669,-0.849179066270549,-0.0201016158712458,0.0413100171272651,-1.13556097417905,-0.567673657485304,-0.454859964251256,"AAAS"
0.51611510591114,-0.265257043760449,1.55472661535206,0.570874399643032,0.771429194463105,-0.0595541426924723,-0.0705587564760914,-0.441095561140577,0.0651990568844335,0.299830354049894,0.182514705467164,"AACS"
0.587240410420587,-0.429073140691558,0.261816114993022,-0.468512682254381,-0.219466573519809,-0.251386937977187,0.598452110432607,0.142822423290664,3.10836683181806,-0.0194106708100015,0.0617058762403314,"AADAT"
-0.0592983927022794,0.269881452358194,0.098405408513449,-0.179874350325232,0.641902128208471,0.0680843286082357,-0.383940907288866,0.11098955542905,-0.20859186617009,0.212732759775668,0.0832448685608423,"AAGAB"
-0.337529340808432,0.77830009335018,0.157648423361538,0.477776227878641,-0.193176766025775,0.0368437575343624,-0.29184756488338,-0.142675006013544,-0.206836970957942,0.340445084584428,-0.052915624239591,"AAK1"
0.0773615889382056,-1.00647226814657,-0.0261286430021368,-0.0281201509539335,0.292847084631631,0.0529515754390551,-0.0479813361756667,0.0217060064160041,0.637730947968513,-0.0557406462209428,-0.00221131829306637,"AAMDC"
0.542559961248953,-0.0778557744562199,0.0942468659259043,-0.295454775798488,0.381137721570951,0.00306879829629099,-0.150796943796722,0.440783575855869,0.111846263426332,0.0928686344778977,0.093557750201901,"AAMP"
-0.381630075763886,-0.520400638080137,-0.217710304404468,-0.190207351742604,0.0948765998963533,-0.342287062206559,0.25721072863475,0.506357654298509,-0.276073388805167,-0.331749750591822,-0.246891846604818,"AAR2"
1.16804514620618,0.926805017654361,1.05928594931883,-0.0105035160291858,0.892545240507655,0.322919941877184,-0.557666340353748,-0.0471476314158734,-0.300349799410234,1.38945024420085,0.607732591192419,"AARS"
0.479492681872498,0.777736879975877,0.359265308789384,0.358338879913353,0.304966451577389,0.200486129564302,0.617680511528805,0.425489135196314,0.416343603983375,0.928532636207812,0.420916369589845,"AARS2"
-0.431366352645523,-0.256258377902062,0.109700221610402,0.304857749889481,-0.0904721558673897,0.527358312462459,0.0365189622220044,0.052519743318364,0.155804807215805,0.165434348505745,0.0811099824643831,"AASDH"
0.00197516664803919,-0.547120587165648,-0.541485333686744,-0.836404473312784,-0.113052784976603,-0.113661180394031,0.266876360914965,-0.150439613838644,0.102387223901998,-0.275529023751142,-0.132050397116337,"AASDHPPT"
-0.102591200321763,-0.00910836706880287,1.31220004168261,-0.0341721431111509,-0.0260704135627039,0.533462067695249,0.900303038157307,-0.0651031547888316,0.720555270781725,0.495463635794662,0.24317763436293,"AASS"
