,PFT1_AI_run1,PFT10_AI_run1,PFT11_AI_run1,PFT12_AI_run1,PFT2_AI_run1,PFT4_AI_run1,PFT5_AI_run1,PFT6_AI_run1,PFT7_AI_run1,PFT8_AI_run1,PFT9_AI_run1
SLC41A3,478.302621949821,435.80319399244,522.361927881618,484.235082657536,422.952207182723,391.628233735817,451.007991496872,608.513740386251,348.221838251678,365.003674404493,267.166509803294
KLF15,437.797715226142,356.185302782283,348.588139124187,299.210760681403,291.122947801095,258.474634265639,359.348168744621,319.795524189809,435.742835031512,281.999923373734,213.274552890183
LOC113981955,12.0652913645,9.42843448541337,8.32449287460746,9.51553655877254,0,7.83256467471635,19.7901890033269,3.00748141871294,6.51752103679612,1.06415065424051,12.6130111924302
ZXDC,311.973962424928,359.328114277421,396.45397315318,377.449616831311,368.938830074973,396.849943518961,340.599568636206,369.920214501691,368.705475795895,371.388578329936,372.657148867255
LOC113998275,46.5375524059285,31.4281149513779,10.4056160932593,33.8330188756357,25.6334671019832,23.497694024149,36.4556113219181,10.0249380623765,7.44859547062413,12.7698078508861,24.0793850037303
LOC113991891,128.409172379321,70.189456724744,95.7316680579858,57.0932193526353,68.6610725945979,46.9953880482981,55.2042114303331,65.162097405447,165.731249221387,65.9773405629113,90.5843531092713
LOC113990825,444.692167434428,686.180509771751,542.132598458811,482.120518977809,416.543840407227,515.208698603564,603.079970154016,394.982559657632,603.336233120555,513.984765998164,631.797197002639
LOC113989756,781.658519114392,983.699997978129,812.678616883553,811.992453015257,768.088532091568,838.084420194649,850.978127143059,687.710751079025,1115.42717172596,728.943198154746,833.605376081522
SH3BP5L,3305.88983387299,3263.28593578474,3449.46173491547,3565.15436402011,3291.15407970106,3036.42423889837,3650.76907666637,3154.84800822987,3587.42979353935,3985.24420013069,3583.2418160313
GABBR1,19226.9035958568,17702.4095482795,20854.9357741103,17169.1997975453,17198.2254634949,17963.55193898,19145.4454773765,16258.4445495621,18280.7154337793,15894.1541717362,17496.5397986629
RPS5,1246.17223664764,1305.3143743139,1137.33383899324,1332.17511822816,1299.06749348979,1153.99786207487,1142.6230177184,1114.77311253626,1574.44686760318,1257.82607331228,1276.20740519771
LOC113994545,40.5049067236785,56.5706069124803,54.1092036849485,101.499056626907,44.8585674284706,28.7194038072933,54.1626225354211,33.0822956058423,68.8995081032732,71.2980938341139,74.531429773451
LOC113995158,61.1882633485356,34.5709264465157,88.4477367927042,67.6660377512714,29.2953909736951,44.384533156726,61.4537447998047,30.0748141871294,52.1401682943689,25.5396157017721,90.5843531092713
BRD2,1629.67614073353,1820.73545951649,1604.54600158059,1829.09758296406,1805.32846875396,1944.21660925737,1716.53849881488,1418.52873582627,1766.24820097175,1823.95422136823,1894.24495362679
LOC113999578,24.130582729,7.33322682198818,5.20280804662966,4.22912735945446,10.0702906472077,7.83256467471635,6.24953336947167,9.02244425613881,5.5864466029681,14.8981091593671,9.17309904904013
LOC114000840,872.148204348141,750.08434350622,1050.96722541919,848.997317410484,886.185576954277,858.100974363369,977.010383427404,691.720726303976,287.702000052857,807.690346568544,676.516054866709
LOC114001480,12.9270978905357,14.6664536439764,0,26.4320459965904,13.7322145189196,0,16.6654223185911,21.0523699309906,0,0,0
