"","ID","logT","studyyear","T.doy.adj","time.of.day","T.tElap","Tresid","Status","ID_year","ID_year_Tday","meanT","correctedT","relativeT"
"419","WPWX",-0.27443684570176,"17-18",-24,658,3,-0.176333756590776,"terr","WPWX_17-18","WPWX_17-18_-24",0.219418075815697,-0.176333756590776,-0.395751832406474
"420","WPWX",-1.71479842809193,"17-18",8,653,16,-1.41524508048832,"terr","WPWX_17-18","WPWX_17-18_8",0.219418075815697,-1.41524508048832,-1.63466315630402
"421","WPYX",-2.04022082852655,"16-17",-10,474,34,-1.06978871283476,"floa","WPYX_16-17","WPYX_16-17_-10",-0.753668055969825,-1.06978871283476,-0.316120656864935
"422","WPYX",-0.7339691750802,"16-17",12,751,22,0.0597150323121453,"floa","WPYX_16-17","WPYX_16-17_12",-0.753668055969825,0.0597150323121453,0.813383088281971
"423","WPYX",-0.994252273343867,"17-18",6,601,34,-0.360826958198204,"floa","WPYX_17-18","WPYX_17-18_6",-0.753668055969825,-0.360826958198204,0.392841097771621
"424","WPYX",-2.04022082852655,"17-18",-23,447,22,-1.64377158515848,"floa","WPYX_17-18","WPYX_17-18_-23",-0.753668055969825,-1.64377158515848,-0.890103529188656
"425","WRBX",-2.04022082852655,"16-17",-8,410,13,-1.49827692858412,"floa","WRBX_16-17","WRBX_16-17_-8",-0.259514615352042,-1.49827692858412,-1.23876231323208
"426","WRBX",-1.46967597005894,"16-17",25,647,21,-0.74764483276266,"floa","WRBX_16-17","WRBX_16-17_25",-0.259514615352042,-0.74764483276266,-0.488130217410618
"427","WRBX",1.44220199305819,"17-18",7,574,3,1.46737791529066,"floa","WRBX_17-18","WRBX_17-18_7",-0.259514615352042,1.46737791529066,1.7268925306427
"428","WXGM",1.05431202977153,"15-16",-2,429,17.398773006135,0.871053716947902,"terr","WXGM_15-16","WXGM_15-16_-2",1.07242224165924,0.871053716947902,-0.201368524711336
"429","WXGM",0.693147180559945,"15-16",44,429,7,0.240471671360592,"terr","WXGM_15-16","WXGM_15-16_44",1.07242224165924,0.240471671360592,-0.831950570298646
"430","WXGM",0.832909122935104,"16-17",0,528,22,1.57392749611243,"terr","WXGM_16-17","WXGM_16-17_0",1.07242224165924,1.57392749611243,0.501505254453193
"431","WXGM",0.636576829071551,"16-17",54,546,10,1.0710209944865,"terr","WXGM_16-17","WXGM_16-17_54",1.07242224165924,1.0710209944865,-0.00140124717274048
"432","WXGM",0.943905898907128,"17-18",-22,403,13,1.15125735059803,"terr","WXGM_17-18","WXGM_17-18_-22",1.07242224165924,1.15125735059803,0.0788351089387938
"433","WXGM",1.50629715351459,"17-18",41,415,8,1.52680222044997,"terr","WXGM_17-18","WXGM_17-18_41",1.07242224165924,1.52680222044997,0.454379978790737
"434","WXMG",1.58923520511658,"15-16",24,619,17.398773006135,1.42727043759954,"terr","WXMG_15-16","WXMG_15-16_24",0.61288911324374,1.42727043759954,0.814381324355798
"435","WXMG",0.207014169384326,"15-16",-19,393,5,-0.201492211112059,"terr","WXMG_15-16","WXMG_15-16_-19",0.61288911324374,-0.201492211112059,-0.814381324355798
"436","WXO",-1.51412773262978,"15-16",-24,420,14,-1.73294002352135,"terr","WXO_15-16","WXO_15-16_-24",-1.73294002352135,-1.73294002352135,0
"437","WXOY",1.99061032797322,"15-16",58,432,17,1.71092991952187,"terr","WXOY_15-16","WXOY_15-16_58",1.0223022276194,1.71092991952187,0.688627691902474
"438","WXOY",0.482426149244293,"15-16",3,464,19,0.333674535716928,"terr","WXOY_15-16","WXOY_15-16_3",1.0223022276194,0.333674535716928,-0.688627691902473
"439","WXPY",0.215111379616945,"15-16",3,480,36,0.399474132543281,"floa","WXPY_15-16","WXPY_15-16_3",0.399474132543281,0.399474132543281,0
"440","WXW",1.30019166206648,"15-16",49,494,34,1.38164060920735,"terr","WXW_15-16","WXW_15-16_49",0.862692598887912,1.38164060920735,0.518948010319437
"441","WXW",-0.198450938723838,"17-18",-13,406,31,0.343744588568475,"terr","WXW_17-18","WXW_17-18_-13",0.862692598887912,0.343744588568475,-0.518948010319437
"442","WXWM",1.52605630349505,"15-16",59,503,11,1.15157775431803,"terr","WXWM_15-16","WXWM_15-16_59",1.15157775431803,1.15157775431803,0
"443","WXYM",0.779324876800998,"15-16",49,876,18,0.672962154142123,"terr","WXYM_15-16","WXYM_15-16_49",0.466002602069158,0.672962154142123,0.206959552072965
"444","WXYM",-1.10866262452161,"16-17",-17,425,16.0261780104712,-0.490122127060217,"terr","WXYM_16-17","WXYM_16-17_-17",0.466002602069158,-0.490122127060217,-0.956124729129374
"445","WXYM",0.3293037471426,"16-17",59,542,13,0.812899425973265,"terr","WXYM_16-17","WXYM_16-17_59",0.466002602069158,0.812899425973265,0.346896823904107
"446","WXYM",0.470003629245736,"17-18",-13,439,23,0.868270955221459,"terr","WXYM_17-18","WXYM_17-18_-13",0.466002602069158,0.868270955221459,0.402268353152302
"447","WYYX",-0.776528789498996,"15-16",-9,555,17.398773006135,-0.909433558358087,"floa","WYYX_15-16","WYYX_15-16_-9",-0.909433558358087,-0.909433558358087,0
"448","XL",0.60431596685333,"15-16",-9,638,17.398773006135,0.497688770225806,"terr","XL_15-16","XL_15-16_-9",0.572991564917329,0.497688770225806,-0.0753027946915232
"449","XL",1.24415459395877,"15-16",57,502,17,0.988130606232632,"terr","XL_15-16","XL_15-16_57",0.572991564917329,0.988130606232632,0.415139041315303
"450","XL",-0.162518929497775,"16-17",-13,412,5,0.233155318293549,"terr","XL_16-17","XL_16-17_-13",0.572991564917329,0.233155318293549,-0.33983624662378
"451","YAOR",-0.798507696217772,"16-17",10,609,16.0261780104712,-0.162067849803674,"floa","YAOR_16-17","YAOR_16-17_10",-0.162067849803674,-0.162067849803674,0
"452","YBBX",-1.89711998488588,"17-18",-25,773,26,-1.31728285510919,"floa","YBBX_17-18","YBBX_17-18_-25",-1.31728285510919,-1.31728285510919,0
"453","YBWX",-1.23787435600162,"16-17",34,655,33,-0.295198089893458,"floa","YBWX_16-17","YBWX_16-17_34",-0.295198089893458,-0.295198089893458,0
"454","YGPX",0.8754687373539,"16-17",19,459,24,1.60483823400809,"floa","YGPX_16-17","YGPX_16-17_19",0.661335770411924,1.60483823400809,0.943502463596166
"455","YGPX",-1.46967597005894,"16-17",34,662,29,-0.601971478539197,"floa","YGPX_16-17","YGPX_16-17_34",0.661335770411924,-0.601971478539197,-1.26330724895112
"456","YGPX",0.444685821261446,"17-18",-14,566,28,0.981140555766878,"floa","YGPX_17-18","YGPX_17-18_-14",0.661335770411924,0.981140555766878,0.319804785354954
"457","YMBX",1.71379792775834,"15-16",-1,439,21,1.60170381180172,"terr","YMBX_15-16","YMBX_15-16_-1",0.325258885186894,1.60170381180172,1.27644492661482
"458","YMBX",-2.20727491318972,"17-18",-23,416,31,-1.6469672851487,"terr","YMBX_17-18","YMBX_17-18_-23",0.325258885186894,-1.6469672851487,-1.97222617033559
"459","YMBX",0.438254930931155,"17-18",6,502,33,1.02104012890766,"terr","YMBX_17-18","YMBX_17-18_6",0.325258885186894,1.02104012890766,0.695781243720768
"460","YMGX",-0.0618754037180875,"16-17",-13,568,34,0.942800692476302,"floa","YMGX_16-17","YMGX_16-17_-13",0.734236085696233,0.942800692476302,0.208564606780069
"461","YMGX",0.27002713721306,"16-17",34,445,13,0.760278202707658,"floa","YMGX_16-17","YMGX_16-17_34",0.734236085696233,0.760278202707658,0.0260421170114251
"462","YMGX",0.364643113587909,"17-18",-14,456,9,0.499629361904738,"floa","YMGX_17-18","YMGX_17-18_-14",0.734236085696233,0.499629361904738,-0.234606723791495
"463","YMPX",-2.12026353620009,"15-16",49,908,9,-2.39016804627611,"terr","YMPX_15-16","YMPX_15-16_49",-0.510712939442576,-2.39016804627611,-1.87945510683354
"464","YMPX",1.11185751541813,"15-16",-7,458,24,1.07263739077043,"terr","YMPX_15-16","YMPX_15-16_-7",-0.510712939442576,1.07263739077043,1.58335033021301
"465","YMPX",-1.27296567581289,"16-17",-9,404,28,-0.441971913914845,"terr","YMPX_16-17","YMPX_16-17_-9",-0.510712939442576,-0.441971913914845,0.0687410255277314
"466","YMPX",-2.30258509299405,"16-17",47,465,8,-1.92191699325509,"terr","YMPX_16-17","YMPX_16-17_47",-0.510712939442576,-1.92191699325509,-1.41120405381251
"467","YMPX",0.647103242058538,"17-18",-29,624,23,1.12785486546274,"terr","YMPX_17-18","YMPX_17-18_-29",-0.510712939442576,1.12785486546274,1.63856780490532
"468","YMWX",0.3293037471426,"15-16",3,476,23,0.261539256063887,"terr","YMWX_15-16","YMWX_15-16_3",-0.274293083834029,0.261539256063887,0.535832339897916
"469","YMWX",-0.994252273343867,"15-16",58,617,38,-0.810125423731944,"terr","YMWX_15-16","YMWX_15-16_58",-0.274293083834029,-0.810125423731944,-0.535832339897916
"470","YMYX",-1.6094379124341,"15-16",42,471,29,-1.62129335666698,"floa","YMYX_15-16","YMYX_15-16_42",-1.62129335666698,-1.62129335666698,0
"471","YOBX",-2.40794560865187,"17-18",-31,642,18.9785714285714,-1.99610747128794,"floa","YOBX_17-18","YOBX_17-18_-31",-1.04146585061277,-1.99610747128794,-0.954641620675174
"472","YOBX",-0.210721031315653,"17-18",33,460,12,-0.0868242299375934,"floa","YOBX_17-18","YOBX_17-18_33",-1.04146585061277,-0.0868242299375934,0.954641620675174
"473","YOGX",0.104360015324243,"16-17",-8,447,23,0.850987902178917,"terr","YOGX_16-17","YOGX_16-17_-8",1.17933307992844,0.850987902178917,-0.328345177749519
"474","YOGX",0.683096844706444,"16-17",25,643,18,1.34597062644525,"terr","YOGX_16-17","YOGX_16-17_25",1.17933307992844,1.34597062644525,0.16663754651681
"475","YOGX",0.76080582903376,"16-17",35,578,21,1.44604562748901,"terr","YOGX_16-17","YOGX_16-17_35",1.17933307992844,1.44604562748901,0.266712547560576
"476","YOGX",0.350656871613169,"17-18",-25,827,20,0.831808320134631,"terr","YOGX_17-18","YOGX_17-18_-25",1.17933307992844,0.831808320134631,-0.347524759793805
"477","YOGX",1.32175583998232,"17-18",17,675,6,1.42185292339437,"terr","YOGX_17-18","YOGX_17-18_17",1.17933307992844,1.42185292339437,0.242519843465938
"478","YOX",0.0676586484738149,"15-16",-19,524,20,-0.00991865884115226,"terr","YOX_15-16","YOX_15-16_-19",-0.00991865884115226,-0.00991865884115226,0
"479","YWOX",-1.71479842809193,"16-17",-30,434,22,-0.958701812387914,"floa","YWOX_16-17","YWOX_16-17_-30",-0.958701812387914,-0.958701812387914,0
"480","YXBG",0.198850858745165,"15-16",-14,846,1,-0.150897984347284,"terr","YXBG_15-16","YXBG_15-16_-14",0.242408597234349,-0.150897984347284,-0.393306581581633
"481","YXBG",1.86252854011626,"15-16",35,497,3,1.36764520430404,"terr","YXBG_15-16","YXBG_15-16_35",0.242408597234349,1.36764520430404,1.12523660706969
"482","YXBG",-1.96611285637283,"16-17",-23,887,28,-0.961278040455453,"terr","YXBG_16-17","YXBG_16-17_-23",0.242408597234349,-0.961278040455453,-1.2036866376898
"483","YXBG",0.207014169384326,"17-18",-16,464,28,0.714165209436092,"terr","YXBG_17-18","YXBG_17-18_-16",0.242408597234349,0.714165209436092,0.471756612201743
"484","YXBW",1.1314021114911,"15-16",-22,501,13,0.915947983836596,"terr","YXBW_15-16","YXBW_15-16_-22",0.915947983836596,0.915947983836596,0
"485","YXBY",-2.30258509299405,"16-17",-26,476,26,-1.4619818884436,"terr","YXBY_16-17","YXBY_16-17_-26",0.0422190010250146,-1.4619818884436,-1.50420088946861
"486","YXBY",1.39871688111845,"16-17",10,499,13,1.94193490608401,"terr","YXBY_16-17","YXBY_16-17_10",0.0422190010250146,1.94193490608401,1.899715905059
"487","YXBY",-0.867500567704723,"17-18",-15,491,28,-0.353296014565372,"terr","YXBY_17-18","YXBY_17-18_-15",0.0422190010250146,-0.353296014565372,-0.395515015590386
"488","YXGG",1.46093790411566,"15-16",-22,518,16,1.30875689634406,"floa","YXGG_15-16","YXGG_15-16_-22",1.30875689634406,1.30875689634406,0
"489","YXGP",0.405465108108164,"15-16",35,579,31,0.476858434924902,"floa","YXGP_15-16","YXGP_15-16_35",0.370896047961535,0.476858434924902,0.105962386963367
"490","YXGP",-0.693147180559945,"15-16",-15,599,29,-0.579285245363225,"floa","YXGP_15-16","YXGP_15-16_-15",0.370896047961535,-0.579285245363225,-0.95018129332476
"491","YXGP",-0.916290731874155,"16-17",-24,538,13,-0.309908578083961,"terr","YXGP_16-17","YXGP_16-17_-24",0.370896047961535,-0.309908578083961,-0.680804626045496
"492","YXGP",-0.0512932943875506,"16-17",22,649,20,0.656557887032785,"terr","YXGP_16-17","YXGP_16-17_22",0.370896047961535,0.656557887032785,0.28566183907125
"493","YXGP",1.10856261952128,"17-18",12,518,29,1.61025774129717,"terr","YXGP_17-18","YXGP_17-18_12",0.370896047961535,1.61025774129717,1.23936169333564
"494","YXGR",-0.446287102628419,"17-18",25,448,17,-0.217747621543646,"terr","YXGR_17-18","YXGR_17-18_25",0.638061712482265,-0.217747621543646,-0.855809334025912
"495","YXGR",1.48613969608961,"17-18",36,412,7,1.49387104650818,"terr","YXGR_17-18","YXGR_17-18_36",0.638061712482265,1.49387104650818,0.855809334025912
"496","YXGW",-2.04022082852655,"16-17",-29,482,4,-1.61776795656874,"floa","YXGW_16-17","YXGW_16-17_-29",-1.61776795656874,-1.61776795656874,0
"497","YXMB",-0.693147180559945,"15-16",-10,574,26,-0.652564207387892,"floa","YXMB_15-16","YXMB_15-16_-10",0.22866920706685,-0.652564207387892,-0.881233414454742
"498","YXMB",0.412109650826833,"16-17",-13,452,20,1.10990262152159,"floa","YXMB_16-17","YXMB_16-17_-13",0.22866920706685,1.10990262152159,0.881233414454742
"499","YXMG",-0.616186139423817,"15-16",-11,609,17.398773006135,-0.729005430831461,"terr","YXMG_15-16","YXMG_15-16_-11",-0.729005430831461,-0.729005430831461,0
"500","YXMR",-1.38629436111989,"15-16",-9,511,17.398773006135,-1.53312940923427,"floa","YXMR_15-16","YXMR_15-16_-9",-1.53312940923427,-1.53312940923427,0
"501","YXMW",-2.04022082852655,"17-18",40,563,23,-1.68190992224205,"floa","YXMW_17-18","YXMW_17-18_40",-1.68190992224205,-1.68190992224205,0
"502","YXMY",0.683096844706444,"15-16",-24,384,9,0.356402108382214,"floa","YXMY_15-16","YXMY_15-16_-24",0.356402108382214,0.356402108382214,0
"503","YXOB",-1.71479842809193,"16-17",18,418,21,-1.05480577264082,"floa","YXOB_16-17","YXOB_16-17_18",-1.05480577264082,-1.05480577264082,0
"504","YXOG",1.82616089594539,"15-16",12,412,7,1.41593084360761,"terr","YXOG_15-16","YXOG_15-16_12",1.41593084360761,1.41593084360761,0
"505","YXOR",-0.994252273343867,"16-17",-17,425,2,-0.646374776485111,"floa","YXOR_16-17","YXOR_16-17_-17",-1.3331595358193,-0.646374776485111,0.686784759334191
"506","YXOR",-2.40794560865187,"16-17",44,474,8,-2.01994429515349,"floa","YXOR_16-17","YXOR_16-17_44",-1.3331595358193,-2.01994429515349,-0.686784759334191
"507","YXPW",-1.89711998488588,"16-17",-21,482,8,-1.40943606010159,"floa","YXPW_16-17","YXPW_16-17_-21",-0.147280827004919,-1.40943606010159,-1.26215523309667
"508","YXPW",0.350656871613169,"17-18",-16,423,22,0.729045491108511,"floa","YXPW_17-18","YXPW_17-18_-16",-0.147280827004919,0.729045491108511,0.87632631811343
"509","YXPW",-0.23572233352107,"17-18",13,558,27,0.238548087978323,"floa","YXPW_17-18","YXPW_17-18_13",-0.147280827004919,0.238548087978323,0.385828914983243
"510","YXPY",1.07840958135059,"15-16",57,533,16,0.81290311970956,"floa","YXPY_15-16","YXPY_15-16_57",0.81290311970956,0.81290311970956,0
"511","YXWR",0.770108221696074,"15-16",-5,708,6,0.45970238615511,"terr","YXWR_15-16","YXWR_15-16_-5",0.5684010323374,0.45970238615511,-0.108698646182289
"512","YXWR",-0.653926467406664,"15-16",71,478,17,-0.938473368739016,"terr","YXWR_15-16","YXWR_15-16_71",0.5684010323374,-0.938473368739016,-1.50687440107642
"513","YXWR",0.708035793053696,"16-17",-11,419,26,1.50817376173739,"terr","YXWR_16-17","YXWR_16-17_-11",0.5684010323374,1.50817376173739,0.939772729399993
"514","YXWR",0.350656871613169,"16-17",19,429,33,1.24420135019611,"terr","YXWR_16-17","YXWR_16-17_19",0.5684010323374,1.24420135019611,0.675800317858712
"515","YXWW",1.00795792039998,"16-17",8,414,26,1.77811525924235,"floa","YXWW_16-17","YXWW_16-17_8",1.06464636267755,1.77811525924235,0.713468896564807
"516","YXWW",0.978326122793608,"16-17",-29,414,18,1.64940822518348,"floa","YXWW_16-17","YXWW_16-17_-29",1.06464636267755,1.64940822518348,0.584761862505938
"517","YXWW",0.810930216216329,"17-18",-20,406,3,0.82327234558893,"terr","YXWW_17-18","YXWW_17-18_-20",1.06464636267755,0.82327234558893,-0.241374017088616
"518","YXWW",-0.400477566597125,"17-18",14,659,22,0.00778962069541678,"terr","YXWW_17-18","YXWW_17-18_14",1.06464636267755,0.00778962069541678,-1.05685674198213
"519","YXYG",-1.89711998488588,"17-18",-17,444,17,-1.60707315442341,"floa","YXYG_17-18","YXYG_17-18_-17",-1.60707315442341,-1.60707315442341,0
"520","YXYM",-0.2484613592985,"15-16",39,948,39,0.0881538143909583,"terr","YXYM_15-16","YXYM_15-16_39",0.0881538143909583,0.0881538143909583,0
"521","YXYO",0.883767540168595,"15-16",44,574,23,0.785750454576645,"terr","YXYO_15-16","YXYO_15-16_44",0.128362742265561,0.785750454576645,0.657387712311084
"522","YXYO",0.00995033085316809,"15-16",-2,572,17.398773006135,-0.128034574390772,"terr","YXYO_15-16","YXYO_15-16_-2",0.128362742265561,-0.128034574390772,-0.256397316656333
"523","YXYO",-2.04022082852655,"16-17",-30,512,15,-1.39450854878328,"terr","YXYO_16-17","YXYO_16-17_-30",0.128362742265561,-1.39450854878328,-1.52287129104885
"524","YXYO",0.883767540168595,"16-17",0,564,2,1.25024363765965,"terr","YXYO_16-17","YXYO_16-17_0",0.128362742265561,1.25024363765965,1.12188089539409
