studyyear,date,doy,doy.adj,mean.temp,ID1,Status,ID_date,ID_year,Tmanip,timesincemanip,pings,num.terr.ping,num.int,num.part,pings_terr,num.int_terr,num.part_terr,weight,mean.stab,pingsL,num.intL,num.partL,pings_terrL,num.int_terrL,num.part_terrL
16-17,2/24/17,55,55,24.1,GMPX,floa,GMPX_2017-02-24,GMPX_16-17,none,NA,2,1,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0
16-17,12/16/16,351,-14,22.2,GMPX,floa,GMPX_2016-12-16,GMPX_16-17,none,NA,117,3,5,3,0,0,0,1.666666667,0.042734194,4.762173935,1.791759469,1.386294361,0,0,0
16-17,12/27/16,362,-3,26.9,GMPX,floa,GMPX_2016-12-27,GMPX_16-17,none,NA,2,1,2,2,0,0,0,1,0.135714286,0.693147181,1.098612289,1.098612289,0,0,0
16-17,2/23/17,54,54,24.8,GMPX,floa,GMPX_2017-02-23,GMPX_16-17,none,NA,54,1,5,1,0,0,0,5,0.333333333,3.988984047,1.791759469,0.693147181,0,0,0
16-17,12/14/16,349,-16,27.1,GMPX,floa,GMPX_2016-12-14,GMPX_16-17,none,NA,133,5,29,8,0,0,0,3.625,0.133756215,4.890349128,3.401197382,2.197224577,0,0,0
16-17,2/27/17,58,58,21.8,GMPX,floa,GMPX_2017-02-27,GMPX_16-17,none,NA,49,1,6,2,0,0,0,3,0.496296296,3.891820298,1.945910149,1.098612289,0,0,0
16-17,12/15/16,350,-15,24.5,GMPX,floa,GMPX_2016-12-15,GMPX_16-17,none,NA,145,3,5,5,0,0,0,1,0.033300982,4.976733742,1.791759469,1.791759469,0,0,0
16-17,12/28/16,363,-2,26.3,GMPX,floa,GMPX_2016-12-28,GMPX_16-17,none,NA,5,1,2,2,0,0,0,1,0.071428571,1.609437912,1.098612289,1.098612289,0,0,0
16-17,2/5/17,36,36,23.4,GMPX,floa,GMPX_2017-02-05,GMPX_16-17,none,NA,86,5,1,1,0,0,0,1,0.038461538,4.454347296,0.693147181,0.693147181,0,0,0
16-17,2/1/17,32,32,23.9,GMPX,floa,GMPX_2017-02-01,GMPX_16-17,none,NA,1,1,1,1,0,0,0,1,0.083333333,0,0.693147181,0.693147181,0,0,0
16-17,12/18/16,353,-12,26.1,GMPX,floa,GMPX_2016-12-18,GMPX_16-17,none,NA,63,2,5,3,0,0,0,1.666666667,0.278333333,4.143134726,1.791759469,1.386294361,0,0,0
16-17,1/19/17,19,19,27.3,GMPX,floa,GMPX_2017-01-19,GMPX_16-17,none,NA,50,1,8,4,0,0,0,2,0.378472222,3.912023005,2.197224577,1.609437912,0,0,0
16-17,12/26/16,361,-4,26.5,GMPX,floa,GMPX_2016-12-26,GMPX_16-17,none,NA,5,1,4,3,0,0,0,1.333333333,0.088888889,1.609437912,1.609437912,1.386294361,0,0,0
16-17,2/8/17,39,39,25,GMPX,floa,GMPX_2017-02-08,GMPX_16-17,none,NA,3,1,1,1,0,0,0,1,0.041666667,1.098612289,0.693147181,0.693147181,0,0,0
16-17,1/25/17,25,25,27.1,GMPX,floa,GMPX_2017-01-25,GMPX_16-17,none,NA,5,1,1,1,0,0,0,1,0.090909091,1.609437912,0.693147181,0.693147181,0,0,0
16-17,2/6/17,37,37,24.7,GMPX,floa,GMPX_2017-02-06,GMPX_16-17,none,NA,2,2,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0
16-17,1/22/17,22,22,26.2,GMPX,floa,GMPX_2017-01-22,GMPX_16-17,none,NA,5,1,2,2,0,0,0,1,0.141666667,1.609437912,1.098612289,1.098612289,0,0,0
16-17,1/20/17,20,20,25.6,GMPX,floa,GMPX_2017-01-20,GMPX_16-17,none,NA,39,1,7,3,0,0,0,2.333333333,0.285343228,3.663561646,2.079441542,1.386294361,0,0,0
16-17,1/31/17,31,31,24.4,GMPX,floa,GMPX_2017-01-31,GMPX_16-17,none,NA,3,2,2,2,0,0,0,1,0.058461538,1.098612289,1.098612289,1.098612289,0,0,0
16-17,1/24/17,24,24,27.4,GMPX,floa,GMPX_2017-01-24,GMPX_16-17,none,NA,27,1,2,2,0,0,0,1,0.229166667,3.295836866,1.098612289,1.098612289,0,0,0
17-18,1/3/18,3,3,27.8,GOBX,floa,GOBX_2018-01-03,GOBX_17-18,none,NA,4,2,0,0,0,0,0,0,0,1.386294361,0,0,0,0,0
17-18,12/30/17,364,-1,26,GOBX,floa,GOBX_2017-12-30,GOBX_17-18,none,NA,37,1,2,1,0,0,0,2,1,3.610917913,1.098612289,0.693147181,0,0,0
17-18,1/2/18,2,2,24.7,GOBX,floa,GOBX_2018-01-02,GOBX_17-18,none,NA,10,1,0,0,0,0,0,0,0,2.302585093,0,0,0,0,0
17-18,1/4/18,4,4,26.4,GOBX,floa,GOBX_2018-01-04,GOBX_17-18,none,NA,31,3,3,2,0,0,0,1.5,0.474747475,3.433987204,1.386294361,1.098612289,0,0,0
17-18,12/31/17,365,0,26.5,GOBX,floa,GOBX_2017-12-31,GOBX_17-18,none,NA,119,4,6,5,0,0,0,1.2,0.375438596,4.779123493,1.945910149,1.791759469,0,0,0
17-18,1/1/18,1,1,21.7,GOBX,floa,GOBX_2018-01-01,GOBX_17-18,none,NA,29,1,1,1,0,0,0,1,1,3.36729583,0.693147181,0.693147181,0,0,0
17-18,1/17/18,17,17,22.7,GOBX,floa,GOBX_2018-01-17,GOBX_17-18,none,NA,147,2,5,2,0,0,0,2.5,0.3,4.990432587,1.791759469,1.098612289,0,0,0
17-18,3/1/18,60,60,24,GOBX,floa,GOBX_2018-03-01,GOBX_17-18,none,NA,44,1,5,3,0,0,0,1.666666667,0.070904491,3.784189634,1.791759469,1.386294361,0,0,0
17-18,2/6/18,37,37,26.8,GOBX,floa,GOBX_2018-02-06,GOBX_17-18,none,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17-18,1/21/18,21,21,21.9,GOBX,floa,GOBX_2018-01-21,GOBX_17-18,none,NA,24,3,1,1,0,0,0,1,0.333333333,3.17805383,0.693147181,0.693147181,0,0,0
17-18,2/28/18,59,59,22.8,GOBX,floa,GOBX_2018-02-28,GOBX_17-18,none,NA,213,2,7,4,0,0,0,1.75,0.218614719,5.361292166,2.079441542,1.609437912,0,0,0
17-18,1/16/18,16,16,23.6,GOBX,floa,GOBX_2018-01-16,GOBX_17-18,none,NA,142,2,10,2,0,0,0,5,0.348076923,4.955827058,2.397895273,1.098612289,0,0,0
17-18,1/20/18,20,20,22.7,GOBX,floa,GOBX_2018-01-20,GOBX_17-18,none,NA,61,2,2,2,0,0,0,1,0.116883117,4.110873864,1.098612289,1.098612289,0,0,0
17-18,2/27/18,58,58,24.8,GOBX,floa,GOBX_2018-02-27,GOBX_17-18,none,NA,111,2,8,3,0,0,0,2.666666667,0.068668831,4.709530201,2.197224577,1.386294361,0,0,0
17-18,1/19/18,19,19,23.8,GOBX,floa,GOBX_2018-01-19,GOBX_17-18,none,NA,102,3,8,3,0,0,0,2.666666667,0.162008282,4.624972813,2.197224577,1.386294361,0,0,0
17-18,1/18/18,18,18,23.8,GOBX,floa,GOBX_2018-01-18,GOBX_17-18,none,NA,103,4,5,3,0,0,0,1.666666667,0.154038462,4.634728988,1.791759469,1.386294361,0,0,0
17-18,2/5/18,36,36,27.7,GOYX,floa,GOYX_2018-02-05,GOYX_17-18,none,NA,63,1,1,1,0,0,0,1,0.25,4.143134726,0.693147181,0.693147181,0,0,0
17-18,2/19/18,50,50,26.3,GOYX,floa,GOYX_2018-02-19,GOYX_17-18,none,NA,167,2,7,2,0,0,0,3.5,0.165120594,5.117993812,2.079441542,1.098612289,0,0,0
17-18,12/31/17,365,0,26.5,GOYX,floa,GOYX_2017-12-31,GOYX_17-18,none,NA,190,2,14,2,0,0,0,7,0.875283447,5.247024072,2.708050201,1.098612289,0,0,0
17-18,2/24/18,55,55,26.3,GOYX,floa,GOYX_2018-02-24,GOYX_17-18,none,NA,87,1,2,2,0,0,0,1,0.048809524,4.465908119,1.098612289,1.098612289,0,0,0
17-18,1/5/18,5,5,24.3,GOYX,floa,GOYX_2018-01-05,GOYX_17-18,none,NA,63,1,5,1,0,0,0,5,1,4.143134726,1.791759469,0.693147181,0,0,0
17-18,2/23/18,54,54,27.2,GOYX,floa,GOYX_2018-02-23,GOYX_17-18,none,NA,382,2,10,2,0,0,0,5,0.2,5.945420609,2.397895273,1.098612289,0,0,0
17-18,2/22/18,53,53,26.7,GOYX,floa,GOYX_2018-02-22,GOYX_17-18,none,NA,142,2,2,2,0,0,0,1,0.0625,4.955827058,1.098612289,1.098612289,0,0,0
17-18,1/3/18,3,3,27.8,GOYX,floa,GOYX_2018-01-03,GOYX_17-18,none,NA,131,2,7,2,0,0,0,3.5,0.928571429,4.875197323,2.079441542,1.098612289,0,0,0
17-18,2/6/18,37,37,26.8,GOYX,floa,GOYX_2018-02-06,GOYX_17-18,none,NA,135,2,6,2,0,0,0,3,0.755555556,4.905274778,1.945910149,1.098612289,0,0,0
17-18,2/7/18,38,38,27.7,GOYX,floa,GOYX_2018-02-07,GOYX_17-18,none,NA,121,2,5,2,0,0,0,2.5,0.345,4.795790546,1.791759469,1.098612289,0,0,0
17-18,1/2/18,2,2,24.7,GOYX,floa,GOYX_2018-01-02,GOYX_17-18,none,NA,127,2,11,2,0,0,0,5.5,0.688311688,4.844187086,2.48490665,1.098612289,0,0,0
17-18,1/6/18,6,6,25.2,GOYX,floa,GOYX_2018-01-06,GOYX_17-18,none,NA,123,1,9,1,0,0,0,9,1,4.812184355,2.302585093,0.693147181,0,0,0
17-18,2/21/18,52,52,25.9,GOYX,floa,GOYX_2018-02-21,GOYX_17-18,none,NA,352,2,12,2,0,0,0,6,0.264835859,5.863631176,2.564949357,1.098612289,0,0,0
17-18,1/4/18,4,4,26.4,GOYX,floa,GOYX_2018-01-04,GOYX_17-18,none,NA,83,2,5,2,0,0,0,2.5,0.828571429,4.418840608,1.791759469,1.098612289,0,0,0
17-18,2/8/18,39,39,27.9,GOYX,floa,GOYX_2018-02-08,GOYX_17-18,none,NA,192,2,8,2,0,0,0,4,0.492424242,5.257495372,2.197224577,1.098612289,0,0,0
17-18,2/20/18,51,51,26,GOYX,floa,GOYX_2018-02-20,GOYX_17-18,none,NA,160,2,5,2,0,0,0,2.5,0.147058824,5.075173815,1.791759469,1.098612289,0,0,0
16-17,12/29/16,364,-1,25.7,GPRX,floa,GPRX_2016-12-29,GPRX_16-17,none,NA,34,1,6,3,0,0,0,2,0.139037433,3.526360525,1.945910149,1.386294361,0,0,0
16-17,12/23/16,358,-7,23,GRMX,floa,GRMX_2016-12-23,GRMX_16-17,none,NA,422,3,13,6,0,0,0,2.166666667,0.15420687,6.045005314,2.63905733,1.945910149,0,0,0
16-17,12/24/16,359,-6,23.2,GRMX,floa,GRMX_2016-12-24,GRMX_16-17,none,NA,208,4,22,6,0,0,0,3.666666667,0.180908799,5.33753808,3.135494216,1.945910149,0,0,0
16-17,12/29/16,364,-1,25.7,GRMX,floa,GRMX_2016-12-29,GRMX_16-17,none,NA,229,5,43,7,0,0,0,6.142857143,0.207797686,5.433722004,3.784189634,2.079441542,0,0,0
16-17,12/28/16,363,-2,26.3,GRMX,floa,GRMX_2016-12-28,GRMX_16-17,none,NA,165,5,24,7,0,0,0,3.428571429,0.127123983,5.105945474,3.218875825,2.079441542,0,0,0
16-17,12/26/16,361,-4,26.5,GRMX,floa,GRMX_2016-12-26,GRMX_16-17,none,NA,178,5,17,6,0,0,0,2.833333333,0.12613879,5.18178355,2.890371758,1.945910149,0,0,0
16-17,12/25/16,360,-5,25.1,GRMX,floa,GRMX_2016-12-25,GRMX_16-17,none,NA,79,5,14,6,0,0,0,2.333333333,0.082371872,4.369447852,2.708050201,1.945910149,0,0,0
16-17,12/27/16,362,-3,26.9,GRMX,floa,GRMX_2016-12-27,GRMX_16-17,none,NA,197,4,16,5,0,0,0,3.2,0.102089308,5.283203729,2.833213344,1.791759469,0,0,0
16-17,12/30/16,365,0,23.3,GRMX,floa,GRMX_2016-12-30,GRMX_16-17,none,NA,250,5,50,8,0,0,0,6.25,0.211348053,5.521460918,3.931825633,2.197224577,0,0,0
16-17,2/19/17,50,50,26.6,GRMX,floa,GRMX_2017-02-19,GRMX_16-17,none,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16-17,2/2/17,33,33,24.9,GRMX,floa,GRMX_2017-02-02,GRMX_16-17,none,NA,559,2,37,5,0,0,0,7.4,0.400134439,6.326149473,3.63758616,1.791759469,0,0,0
16-17,2/1/17,32,32,23.9,GRMX,floa,GRMX_2017-02-01,GRMX_16-17,none,NA,211,1,20,5,0,0,0,4,0.29862013,5.351858133,3.044522438,1.791759469,0,0,0
16-17,1/29/17,29,29,21.6,GRMX,floa,GRMX_2017-01-29,GRMX_16-17,none,NA,465,3,37,4,0,0,0,9.25,0.357241857,6.142037406,3.63758616,1.609437912,0,0,0
16-17,1/30/17,30,30,22.6,GRMX,floa,GRMX_2017-01-30,GRMX_16-17,none,NA,280,3,22,4,0,0,0,5.5,0.199789427,5.634789603,3.135494216,1.609437912,0,0,0
16-17,2/25/17,56,56,23.3,GRMX,floa,GRMX_2017-02-25,GRMX_16-17,none,NA,1,1,5,5,0,0,0,1,0.109090909,0,1.791759469,1.791759469,0,0,0
16-17,1/27/17,27,27,22.4,GRMX,floa,GRMX_2017-01-27,GRMX_16-17,none,NA,321,3,25,5,0,0,0,5,0.324830545,5.771441123,3.258096538,1.791759469,0,0,0
16-17,2/16/17,47,47,24.4,GRMX,floa,GRMX_2017-02-16,GRMX_16-17,none,NA,21,1,1,1,0,0,0,1,0.2,3.044522438,0.693147181,0.693147181,0,0,0
16-17,1/31/17,31,31,24.4,GRMX,floa,GRMX_2017-01-31,GRMX_16-17,none,NA,275,1,45,5,0,0,0,9,0.393028132,5.616771098,3.828641396,1.791759469,0,0,0
16-17,1/28/17,28,28,24.3,GRMX,floa,GRMX_2017-01-28,GRMX_16-17,none,NA,476,3,35,3,0,0,0,11.66666667,0.408474501,6.165417854,3.583518938,1.386294361,0,0,0
16-17,2/21/17,52,52,26.7,GRMX,floa,GRMX_2017-02-21,GRMX_16-17,none,NA,6,1,2,2,0,0,0,1,0.126315789,1.791759469,1.098612289,1.098612289,0,0,0
16-17,12/18/16,353,-12,26.1,GRMX,floa,GRMX_2016-12-18,GRMX_16-17,none,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16-17,1/17/17,17,17,26.3,GROX,terr,GROX_2017-01-17,GROX_16-17,none,NA,752,5,12,3,609,0,0,4,0.662247475,6.622736324,2.564949357,1.386294361,6.413458957,0,0
16-17,12/30/16,365,0,23.3,GROX,terr,GROX_2016-12-30,GROX_16-17,none,NA,483,3,9,3,310,2,1,3,0.738333333,6.180016654,2.302585093,1.386294361,5.739792912,1.098612289,0.693147181
16-17,1/22/17,22,22,26.2,GROX,terr,GROX_2017-01-22,GROX_16-17,none,NA,52,1,4,1,0,0,0,4,0.8,3.951243719,1.609437912,0.693147181,0,0,0
16-17,2/10/17,41,41,27.3,GROX,terr,GROX_2017-02-10,GROX_16-17,none,NA,214,4,25,5,20,0,0,5,0.310009428,5.365976015,3.258096538,1.791759469,3.044522438,0,0
16-17,2/11/17,42,42,27.3,GROX,terr,GROX_2017-02-11,GROX_16-17,none,NA,522,4,66,5,17,0,0,13.2,0.36187284,6.257667588,4.204692619,1.791759469,2.890371758,0,0
16-17,2/19/17,50,50,26.6,GROX,terr,GROX_2017-02-19,GROX_16-17,none,NA,17,3,3,3,0,0,0,1,0.027442681,2.833213344,1.386294361,1.386294361,0,0,0
16-17,12/29/16,364,-1,25.7,GROX,terr,GROX_2016-12-29,GROX_16-17,none,NA,657,3,13,4,153,0,0,3.25,0.647495259,6.487684018,2.63905733,1.609437912,5.036952602,0,0
16-17,3/7/17,66,66,22.9,GROX,terr,GROX_2017-03-07,GROX_16-17,none,NA,294,1,2,1,294,2,1,2,1,5.683579767,1.098612289,0.693147181,5.686975356,1.098612289,0.693147181
16-17,2/13/17,44,44,27.8,GROX,terr,GROX_2017-02-13,GROX_16-17,none,NA,868,4,47,5,24,0,0,9.4,0.58515063,6.766191715,3.871201011,1.791759469,3.218875825,0,0
16-17,3/4/17,63,63,25.4,GROX,terr,GROX_2017-03-04,GROX_16-17,none,NA,654,2,2,1,645,0,0,2,0.666666667,6.483107351,1.098612289,0.693147181,6.470799504,0,0
16-17,3/6/17,65,65,23.8,GROX,terr,GROX_2017-03-06,GROX_16-17,none,NA,640,4,7,3,607,0,0,2.333333333,0.386613387,6.461468176,2.079441542,1.386294361,6.410174882,0,0
16-17,12/27/16,362,-3,26.9,GROX,terr,GROX_2016-12-27,GROX_16-17,none,NA,845,2,17,2,148,4,2,8.5,0.667023173,6.739336627,2.890371758,1.098612289,5.003946306,1.609437912,1.098612289
16-17,1/18/17,18,18,27.3,GROX,terr,GROX_2017-01-18,GROX_16-17,none,NA,763,2,6,2,639,0,0,3,0.75,6.637258031,1.945910149,1.098612289,6.461468176,0,0
16-17,1/19/17,19,19,27.3,GROX,terr,GROX_2017-01-19,GROX_16-17,none,NA,966,2,13,3,812,2,2,4.333333333,0.938461538,6.873163834,2.63905733,1.386294361,6.70073111,1.098612289,1.098612289
16-17,1/20/17,20,20,25.6,GROX,terr,GROX_2017-01-20,GROX_16-17,none,NA,875,3,8,4,842,1,1,2,0.571428571,6.774223886,2.197224577,1.609437912,6.736966958,0.693147181,0.693147181
16-17,3/9/17,68,68,23.5,GROX,terr,GROX_2017-03-09,GROX_16-17,none,NA,114,2,2,1,99,0,0,2,1,4.736198448,1.098612289,0.693147181,4.605170186,0,0
16-17,2/12/17,43,43,27.8,GROX,terr,GROX_2017-02-12,GROX_16-17,none,NA,929,3,38,4,25,0,0,9.5,0.505156734,6.834108739,3.663561646,1.609437912,3.258096538,0,0
16-17,3/8/17,67,67,22.6,GROX,terr,GROX_2017-03-08,GROX_16-17,none,NA,483,2,2,1,397,1,1,2,1,6.180016654,1.098612289,0.693147181,5.986452005,0.693147181,0.693147181
16-17,2/25/17,56,56,23.3,GROX,terr,GROX_2017-02-25,GROX_16-17,none,NA,1,1,6,6,0,0,0,1,0.113131313,0,1.945910149,1.945910149,0,0,0
16-17,1/21/17,21,21,21.8,GROX,terr,GROX_2017-01-21,GROX_16-17,none,NA,3,1,0,0,0,0,0,0,0,1.098612289,0,0,0,0,0
16-17,1/1/17,1,1,24.2,GROX,terr,GROX_2017-01-01,GROX_16-17,none,NA,123,2,7,4,37,2,2,1.75,0.695238095,4.812184355,2.079441542,1.609437912,3.63758616,1.098612289,1.098612289
16-17,1/15/17,15,15,25.4,GROX,terr,GROX_2017-01-15,GROX_16-17,none,NA,855,2,1,1,833,0,0,1,1,6.751101469,0.693147181,0.693147181,6.726233402,0,0
16-17,1/16/17,16,16,25.6,GROX,terr,GROX_2017-01-16,GROX_16-17,none,NA,1072,3,10,2,917,2,1,5,0.8375,6.977281342,2.397895273,1.098612289,6.822197391,1.098612289,0.693147181
16-17,2/14/17,45,45,24.6,GROX,terr,GROX_2017-02-14,GROX_16-17,none,NA,1,1,1,1,0,0,0,1,0.006622517,0,0.693147181,0.693147181,0,0,0
16-17,12/26/16,361,-4,26.5,GROX,terr,GROX_2016-12-26,GROX_16-17,none,NA,1,1,1,1,0,0,0,1,0.022727273,0,0.693147181,0.693147181,0,0,0
16-17,1/25/17,25,25,27.1,GROX,terr,GROX_2017-01-25,GROX_16-17,none,NA,1,1,4,4,0,0,0,1,0.2578125,0,1.609437912,1.609437912,0,0,0
16-17,12/31/16,366,1,23,GROX,terr,GROX_2016-12-31,GROX_16-17,none,NA,315,2,14,6,71,6,6,2.333333333,0.744047619,5.752572639,2.708050201,1.945910149,4.276666119,1.945910149,1.945910149
16-17,12/28/16,363,-2,26.3,GROX,terr,GROX_2016-12-28,GROX_16-17,none,NA,370,3,13,3,68,2,1,4.333333333,0.785128205,5.913503006,2.63905733,1.386294361,4.234106505,1.098612289,0.693147181
16-17,3/5/17,64,64,23.5,GROX,terr,GROX_2017-03-05,GROX_16-17,none,NA,578,4,9,2,571,3,1,4.5,0.654320988,6.359573869,2.302585093,1.098612289,6.349138991,1.386294361,0.693147181
16-17,12/17/16,352,-13,26,GROX,terr,GROX_2016-12-17,GROX_16-17,none,NA,2,1,4,4,0,0,0,1,0.320833333,0.693147181,1.609437912,1.609437912,0,0,0
16-17,12/14/16,349,-16,27.1,GROX,terr,GROX_2016-12-14,GROX_16-17,none,NA,1,1,1,1,0,0,0,1,0.25,0,0.693147181,0.693147181,0,0,0
17-18,12/23/17,357,-8,27.6,GROX,terr,GROX_2017-12-23,GROX_17-18,pre,-14,998,2,9,2,989,7,1,4.5,0.5625,6.905753276,2.302585093,1.098612289,6.897704943,2.079441542,0.693147181
17-18,12/27/17,361,-4,26.2,GROX,terr,GROX_2017-12-27,GROX_17-18,pre,-10,1079,2,8,2,1070,7,1,4,0.805555556,6.983789965,2.197224577,1.098612289,6.97634807,2.079441542,0.693147181
17-18,12/28/17,362,-3,24.8,GROX,terr,GROX_2017-12-28,GROX_17-18,pre,-9,1163,1,15,2,1163,15,2,7.5,0.884444444,7.058758153,2.772588722,1.098612289,7.059617628,2.772588722,1.098612289
17-18,12/26/17,360,-5,27.9,GROX,terr,GROX_2017-12-26,GROX_17-18,pre,-11,962,2,6,3,955,4,2,2,0.636363636,6.869014451,1.945910149,1.386294361,6.862757913,1.609437912,1.098612289
17-18,12/25/17,359,-6,27.9,GROX,terr,GROX_2017-12-25,GROX_17-18,pre,-12,775,2,10,2,764,7,1,5,0.715,6.652863029,2.397895273,1.098612289,6.639875834,2.079441542,0.693147181
17-18,12/24/17,358,-7,26.3,GROX,terr,GROX_2017-12-24,GROX_17-18,pre,-13,838,2,7,2,811,5,1,3.5,0.589285714,6.7310181,2.079441542,1.098612289,6.69950034,1.791759469,0.693147181
17-18,12/22/17,356,-9,27.1,GROX,terr,GROX_2017-12-22,GROX_17-18,pre,-15,1311,2,6,2,1310,6,2,3,0.777777778,7.178545484,1.945910149,1.098612289,7.178545484,1.945910149,1.098612289
17-18,1/30/18,30,30,28.1,GROX,terr,GROX_2018-01-30,GROX_17-18,Tplus,24,107,2,0,0,106,0,0,0,0,4.672828834,0,0,4.672828834,0,0
17-18,1/28/18,28,28,25.9,GROX,terr,GROX_2018-01-28,GROX_17-18,Tplus,22,87,1,0,0,87,0,0,0,0,4.465908119,0,0,4.477336814,0,0
17-18,1/31/18,31,31,28,GROX,terr,GROX_2018-01-31,GROX_17-18,Tplus,25,108,1,1,1,108,1,1,1,0.5,4.682131227,0.693147181,0.693147181,4.691347882,0.693147181,0.693147181
17-18,1/27/18,27,27,23.9,GROX,terr,GROX_2018-01-27,GROX_17-18,Tplus,21,119,1,0,0,119,0,0,0,0,4.779123493,0,0,4.787491743,0,0
17-18,1/29/18,29,29,26.8,GROX,terr,GROX_2018-01-29,GROX_17-18,Tplus,23,16,1,0,0,16,0,0,0,0,2.772588722,0,0,2.833213344,0,0
17-18,1/11/18,11,11,21.1,GROX,terr,GROX_2018-01-11,GROX_17-18,Tplus,5,381,1,0,0,381,0,0,0,0,5.942799375,0,0,5.945420609,0,0
17-18,1/12/18,12,12,23.6,GROX,terr,GROX_2018-01-12,GROX_17-18,Tplus,6,534,2,1,1,528,0,0,1,1,6.280395839,0.693147181,0.693147181,6.270988432,0,0
17-18,1/9/18,9,9,23.3,GROX,terr,GROX_2018-01-09,GROX_17-18,Tplus,3,487,1,0,0,487,0,0,0,0,6.188264123,0,0,6.190315406,0,0
17-18,1/10/18,10,10,21.4,GROX,terr,GROX_2018-01-10,GROX_17-18,Tplus,4,290,1,2,1,290,2,1,2,1,5.669880923,1.098612289,0.693147181,5.673323267,1.098612289,0.693147181
17-18,1/8/18,8,8,25.9,GROX,terr,GROX_2018-01-08,GROX_17-18,Tplus,2,453,2,0,0,451,0,0,0,0,6.115892125,0,0,6.11368218,0,0
17-18,1/13/18,13,13,25.1,GROX,terr,GROX_2018-01-13,GROX_17-18,Tplus,7,658,1,2,2,658,2,2,1,1,6.489204931,1.098612289,1.098612289,6.490723535,1.098612289,1.098612289
15-16,3/3/16,63,63,26.5,GRPX,floa,GRPX_2016-03-03,GRPX_15-16,none,NA,6,2,2,2,0,0,0,1,0.116883117,1.791759469,1.098612289,1.098612289,0,0,0
15-16,3/1/16,61,61,27.75,GRPX,floa,GRPX_2016-03-01,GRPX_15-16,none,NA,4,1,4,2,0,0,0,2,0.465625,1.386294361,1.609437912,1.098612289,0,0,0
15-16,2/29/16,60,60,27.75,GRPX,floa,GRPX_2016-02-29,GRPX_15-16,none,NA,2,1,1,1,0,0,0,1,0.5,0.693147181,0.693147181,0.693147181,0,0,0
15-16,3/4/16,64,64,27,GRPX,floa,GRPX_2016-03-04,GRPX_15-16,none,NA,1,1,1,1,0,0,0,1,0.111111111,0,0.693147181,0.693147181,0,0,0
15-16,12/30/15,364,-1,24,GWGX,floa,GWGX_2015-12-30,GWGX_15-16,none,NA,2,1,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0
15-16,3/8/16,68,68,27.4,GWGX,floa,GWGX_2016-03-08,GWGX_15-16,none,NA,2,1,2,2,0,0,0,1,0.057142857,0.693147181,1.098612289,1.098612289,0,0,0
15-16,2/18/16,49,49,28.5,GWGX,floa,GWGX_2016-02-18,GWGX_15-16,none,NA,2,1,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0
15-16,12/31/15,365,0,24.4,GWGX,floa,GWGX_2015-12-31,GWGX_15-16,none,NA,28,3,11,4,0,0,0,2.75,0.145569187,3.33220451,2.48490665,1.609437912,0,0,0
15-16,1/4/16,4,4,26.7,GWGX,floa,GWGX_2016-01-04,GWGX_15-16,none,NA,2,1,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0
15-16,1/3/16,3,3,26.2,GWGX,floa,GWGX_2016-01-03,GWGX_15-16,none,NA,31,1,1,1,0,0,0,1,0.076923077,3.433987204,0.693147181,0.693147181,0,0,0
15-16,1/1/16,1,1,25.3,GWGX,floa,GWGX_2016-01-01,GWGX_15-16,none,NA,29,3,4,3,0,0,0,1.333333333,0.062192118,3.36729583,1.609437912,1.386294361,0,0,0
16-17,1/6/17,6,6,22.6,GWGX,floa,GWGX_2017-01-06,GWGX_16-17,none,NA,1250,7,111,10,0,0,0,11.1,0.190879376,7.13089883,4.718498871,2.397895273,0,0,0
16-17,1/4/17,4,4,26.3,GWGX,floa,GWGX_2017-01-04,GWGX_16-17,none,NA,1434,5,167,11,0,0,0,15.18181818,0.14019991,7.268223021,5.123963979,2.48490665,0,0,0
16-17,1/3/17,3,3,23.2,GWGX,floa,GWGX_2017-01-03,GWGX_16-17,none,NA,340,3,115,9,0,0,0,12.77777778,0.203737063,5.828945618,4.753590191,2.302585093,0,0,0
16-17,1/5/17,5,5,26.1,GWGX,floa,GWGX_2017-01-05,GWGX_16-17,none,NA,1382,5,181,11,0,0,0,16.45454545,0.147645358,7.231287004,5.204006687,2.48490665,0,0,0
16-17,1/7/17,7,7,23.3,GWGX,floa,GWGX_2017-01-07,GWGX_16-17,none,NA,1380,6,155,12,0,0,0,12.91666667,0.191876877,7.229838778,5.049856007,2.564949357,0,0,0
16-17,1/26/17,26,26,22.1,GWGX,floa,GWGX_2017-01-26,GWGX_16-17,none,NA,111,3,8,4,0,0,0,2,0.041055308,4.709530201,2.197224577,1.609437912,0,0,0
16-17,1/27/17,27,27,22.4,GWGX,floa,GWGX_2017-01-27,GWGX_16-17,none,NA,49,4,4,3,0,0,0,1.333333333,0.034483167,3.891820298,1.609437912,1.386294361,0,0,0
