"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","n_p005","n_q01","Tissue","Test","design","gene","fdrtool","n"
1318.75271113871,0.432135399572104,0.177577378032804,7.55884256160351,0.0228359031773549,0.666085776248201,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","GNRH1","no",11
503.197963731219,0.134557551268914,0.147193109635525,0.93222879358774,0.627435503331736,0.999778470499498,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","VIPR2","no",11
79.5805100055319,0.246863017009599,0.284037745976104,0.878615967719412,0.644482258927168,0.999778470499498,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","AVPR1A","no",11
72.3940392359863,0.141228811205137,0.19482842168333,1.30418360914075,0.52095490036713,0.999778470499498,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","SRD5A2","no",11
794.62877770785,0.691376857447024,0.158149993768216,24.5441725169526,4.6805906043967e-06,0.00673068928912246,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","AR","no",11
1533.72001843768,0.456194198726989,0.294591246393336,5.16723741496929,0.0755002956013883,0.855551025018096,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","CYP19A1","no",11
3497.11290887951,0.163371747515928,0.107664461920542,8.94746528558397,0.0114046667559442,0.550332577015026,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","VIP","no",11
923.354867363355,-0.0482618430732998,0.123763035158181,3.48726432357626,0.17488403850951,0.949465618218414,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","ESR1","no",11
621.679098716227,-0.010842245271125,0.089986712927614,0.479903513989939,0.786665811273821,0.999778470499498,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","VIPR1","no",11
890.656416838217,0.334424363780716,0.187576962507705,3.08034214547092,0.214344429802373,0.966015018009308,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","PGR","no",11
4007.58918545803,0.316689094539533,0.0882792240483204,13.7838403381286,0.00101596114967655,0.214845901946305,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","PRLR","no",11
29.7190634828631,-0.353956871557738,0.285841173144676,2.09412700430416,0.350966850796272,0.999658949595782,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","OXTR","no",11
11.9800945843166,-0.481976819702623,0.488168542743005,1.0700488727188,0.585654978694391,0.999778470499498,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","AVPR2","no",11
5074.14110528833,0.205801015330878,0.321937380433594,0.96985559970426,0.615741651797745,0.999778470499498,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","OXT","no",11
9358.42474027548,0.176201818084828,0.246557010013928,1.08974106684906,0.579916858329596,0.999778470499498,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","AVP","no",11
968.256006605841,-0.129649170447299,0.177966774015993,1.19255753712079,0.550857695778415,0.999778470499498,909,43,"POM","LRT_minimal_interaction","~ Status:mean_T","ESR2","no",11
3497.11290887951,0.623797949070598,0.210735173691544,9.17607904141801,0.00245198760401704,0.348406391526501,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","VIP","no",11
923.354867363355,0.424047383844601,0.231582127883227,3.13778817634841,0.0764974818585411,0.791873157145803,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","ESR1","no",11
11.9800945843166,-1.28353428129874,0.881498638037396,2.10174752528165,0.147130896534585,0.839435552400903,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","AVPR2","no",11
4007.58918545803,0.237689619265312,0.176383896046506,1.74511473144818,0.186492059214656,0.868217722866904,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","PRLR","no",11
72.3940392359863,-0.326316511316405,0.371610161186866,0.794895444875365,0.372623943234428,0.938043840406174,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","SRD5A2","no",11
79.5805100055319,0.400718067482952,0.570692312825483,0.54417851368629,0.460706155280396,0.949197167027261,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","AVPR1A","no",11
621.679098716227,-0.115502505736677,0.183843409948064,0.40336979703271,0.525354064804804,0.955298705358845,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","VIPR1","no",11
503.197963731219,0.166478528894878,0.290637913745487,0.33033537766083,0.565461672265355,0.960499588575453,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","VIPR2","no",11
1533.72001843768,-0.299482779727472,0.573610056713551,0.279707633016585,0.596892908429608,0.96359150425887,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","CYP19A1","no",11
9358.42474027548,0.221566139718351,0.475775043885621,0.216227110321284,0.641929831600321,0.967244230852472,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","AVP","no",11
968.256006605841,0.169120360798212,0.349610077750501,0.22903756848919,0.632238376955858,0.967244230852472,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","ESR2","no",11
1318.75271113871,0.158707090899012,0.351904916753393,0.192892991914846,0.660519634101879,0.971000748456335,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","GNRH1","no",11
890.656416838217,0.127925937278406,0.365387815816636,0.110102223551507,0.740027785766062,0.982252677961225,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","PGR","no",11
5074.14110528833,-0.122897009636948,0.712561454963159,0.0313564825844423,0.859447422810733,0.990334445405175,1012,24,"POM","LRT_full_interaction","~ Status + mean_T + Status:mean_T","OXT","no",11
