"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","n_p005","n_q01","Tissue","Test","design","gene","fdrtool","n"
150.055071426736,0.731524704152912,0.656782317171764,0.405191138758795,0.816608436107293,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","VIPR2","no",11
85.4311542735012,2.13234955722211,1.05274627229052,0.331253199050408,0.847362580713716,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","AVPR1A","no",11
159.286736880198,-0.741021409590674,0.525740305454709,0.928171492029037,0.628709642809616,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","SRD5A2","no",11
491.21425333644,-0.562770901810788,0.462211095547679,3.45104013440259,0.178080413903563,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","AR","no",11
6.67672901441404,-1.08850051745423,2.6044229142106,0.0780558182548887,0.961723867897815,NA,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","CYP19A1","no",11
405.910335678373,-1.08765482681278,1.25731522590236,0.145000496522727,0.930065515760917,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","VIP","no",11
121.367609697376,-0.98632462929703,0.639529229020353,4.53882740529771,0.103372769500596,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","ESR1","no",11
868.274129251085,-0.144618084750221,0.370922757268741,2.15627079365436,0.340229327250144,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","VIPR1","no",11
19.4497063263541,1.25963217116479,1.57549699443311,0.631147971249163,0.729370106141187,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","PGR","no",11
1680.94616387774,0.400221521085658,0.278458005575389,14.4853013483764,0.000715412918059499,0.193404728268205,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","PRLR","no",11
23.8584644143416,3.53571610035422,1.61401311711874,1.88671406820465,0.389318683057841,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","OXTR","no",11
6.82225628264582,1.29235153945817,2.40059802688485,0.0718027707152729,0.964735425831319,NA,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","AVPR2","no",11
44.9917907351092,1.32896470136565,1.00488610447301,0.52722713155498,0.768270368263084,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","AVP","no",11
233.803182968191,-0.909815733646523,0.425737595296173,5.11570510658632,0.0774709266277108,0.999944467841378,724,26,"ICO","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","ESR2","no",11
150.055071426736,0.700987505918177,0.444599069032651,2.38426321160239,0.122562665573769,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","VIPR2","no",11
85.4311542735012,1.81428875701964,0.738224520550898,5.53909984930286,0.0185961456134083,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","AVPR1A","no",11
159.286736880198,-0.789684343145587,0.34991661345718,4.85196520074054,0.027614652982693,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","SRD5A2","no",11
491.21425333644,-0.310988054524944,0.363349570456525,0.754741279376731,0.384979252849689,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","AR","no",11
6.67672901441404,-1.42698743275342,1.6702384662809,0.570959093343617,0.449878049771383,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","CYP19A1","no",11
405.910335678373,-0.857355146180569,0.814978792135237,1.11585187935205,0.290813408118938,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","VIP","no",11
121.367609697376,-0.216769716621967,0.50432325273363,0.173141326553832,0.677334968969996,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","ESR1","no",11
868.274129251085,-0.219201967515276,0.277428944070588,0.638615581807187,0.4242125600609,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","VIPR1","no",11
19.4497063263541,1.49722401719778,1.0655375664001,1.73458938639645,0.187825850105305,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","PGR","no",11
1680.94616387774,0.224203223999513,0.294709457050955,0.543859882132949,0.460837453692134,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","PRLR","no",11
23.8584644143416,3.53478930254074,1.17185679107477,10.0969611815033,0.00148514021894698,0.63767131711885,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","OXTR","no",11
6.82225628264582,1.40544468605559,1.55011339855214,0.684894136147825,0.407906523068726,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","AVPR2","no",11
44.9917907351092,1.75747175997503,0.669031128353258,6.86536657026643,0.00878822185020441,0.861390597382342,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","AVP","no",11
233.803182968191,-0.351160623007462,0.339645254666293,1.05526068418575,0.304298607377714,0.999752720943938,623,6,"ICO","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","ESR2","no",11
