"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","n_p005","n_q01","Tissue","Test","design","gene","fdrtool","n"
40.9445428258065,7.8539770043726,2.42102611106881,25.8416369510404,2.44658232781544e-06,0.000845948512789768,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","GNRH1","no",12
1043.57409497277,-0.0676129675373604,0.350257422034756,0.191960845771519,0.908481801346624,0.993491539330057,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","VIPR2","no",12
131.758681297536,2.22699542109246,0.739583275335182,13.9016563591921,0.000957841560283947,0.0606008013544754,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","AVPR1A","no",12
88.3542192601131,0.428971925230562,0.667464146580192,1.88162822385087,0.39030994999404,0.88115480632833,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","SRD5A2","no",12
951.594027461693,-0.783409675925253,0.522922744668472,12.4259255598034,0.00200329334559929,0.0904763212374365,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","AR","no",12
5683.25271084275,-1.39493817199251,0.820308164250902,8.66223544457776,0.0131528380508256,0.253520047592464,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","CYP19A1","no",12
1206.73943867202,-0.423282345818475,1.80141073065178,0.626682383553572,0.731000458670167,0.972492877800877,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","VIP","no",12
435.785095126286,0.368696648161344,0.339103532224239,5.05913618669817,0.0796934329775652,0.564910514726835,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","ESR1","no",12
1186.68896049072,-0.522450507835229,0.444700136911974,8.55795909388348,0.0138567950831435,0.258173971549095,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","VIPR1","no",12
751.303433394697,-1.0477832781409,0.369055269963222,21.1523464910422,2.55168064730596e-05,0.00499189314001907,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","PGR","no",12
3277.39778404455,0.141252420933378,0.288453025645541,0.267584102353482,0.874771953489237,0.990499456590495,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","PRLR","no",12
37.9293828522009,0.510855400061812,0.747272987912938,2.3497463849999,0.308858142733833,0.844923583478831,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","OXTR","no",12
10.8152744185457,-0.260543760425771,1.33809970827614,1.77878103549884,0.410906116433107,0.889842727705824,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","AVPR2","no",12
1460.67491837151,-0.232823474676292,3.2464964026678,0.400120864971626,0.818681276638369,0.981081175513759,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","OXT","no",12
1481.91659332649,3.05496307787097,2.37045306296567,5.04833488629325,0.0801249936376489,0.564910514726835,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","AVP","no",12
820.721090424697,0.0264647928778043,0.368820380892148,7.55871736198705,0.0228373327452594,0.329016921760191,1593,355,"VMH","LRT_batch","~ Batch + Year + Status + mean_T + Status:mean_T","ESR2","no",12
40.9445428258065,-0.773284803213478,2.46694803026178,0.154408145369345,0.69435787453996,0.972460197097255,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","GNRH1","no",12
1043.57409497277,-0.0011100326933947,0.258029638581068,1.77378647947535e-05,0.996639611825808,0.999214295886156,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","VIPR2","no",12
131.758681297536,0.135944720907007,0.746961936723483,0.0390820725264689,0.843286156795635,0.989581143041756,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","AVPR1A","no",12
88.3542192601131,-0.0499929454828397,0.502053994623877,0.0109062553975861,0.916825720788693,0.99490361488444,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","SRD5A2","no",12
951.594027461693,0.235489499570491,0.675898102427616,0.101479196115264,0.750061710323425,0.980382383786532,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","AR","no",12
5683.25271084275,-0.256812504070512,0.841814128015511,0.0776498564626422,0.780507881929957,0.982440571690913,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","CYP19A1","no",12
1206.73943867202,-1.00840403370134,1.25235909955289,0.681038608066416,0.409229312479288,0.922411317159126,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","VIP","no",12
435.785095126286,0.284349059936509,0.294794036270618,0.929638273527388,0.334956937116056,0.903003083014908,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","ESR1","no",12
1186.68896049072,0.218447702936367,0.424754646734299,0.234337073246422,0.628326436094214,0.962362119882195,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","VIPR1","no",12
751.303433394697,-0.181428543220324,0.444192862966109,0.14400637746553,0.704330174671606,0.975000782207717,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","PGR","no",12
3277.39778404455,0.0506872182999701,0.213738992791965,0.0551958540616511,0.81425687130099,0.986637876229115,1145,28,"VMH","LRT_reduced_interaction","~ Status + mean_T + Status:mean_T","PRLR","no",12
