"gene","moduleColor","best_anno","most_freq_anno","anno_score","was_loc","display_gene_ID","GS.status","p.GS.status","GS.mean_T","p.GS.mean_T","GS.strength","p.GS.strength"
"ABCG2","royalblue","ABCG2","ABCG2",3,"N","ABCG2",-0.0845184374913177,0.755643204125303,-0.296342838725378,0.265070935627505,-0.4853320029138,0.0566955378019171
"ABCG4","honeydew1","ABCG4","ABCG4",2,"N","ABCG4",-0.489542280397935,0.054270651905072,-0.113726654722015,0.674945175563781,-0.264338268573226,0.322502023211239
"ABHD10","brown4","ABHD10","ABHD10",3,"N","ABHD10",0.29408213889928,0.268907067782875,0.14318810034423,0.596783707888436,0.325187413437369,0.219078542644836
"ABHD11","floralwhite","ABHD11","ABHD11",2,"N","ABHD11",0.395118105808191,0.129850269250121,0.267426898251343,0.316667916127793,0.254964397477537,0.340585776761411
"ABHD12","brown","ABHD12","ABHD12",3,"N","ABHD12",0.061263340405202,0.821679122779716,0.428490585730451,0.0977340086851839,-0.125963335251603,0.642045374348614
"ABHD12B","brown","ABHD12","ABHD12",3,"N","ABHD12B/ABHD12",0.163617567251092,0.544857224167066,0.256114843151545,0.338335927263182,-0.274510786676321,0.303521402101173
"ABHD13","darkturquoise","ABHD13","ABHD13",3,"N","ABHD13",-0.645660580639964,0.00690179776006482,-0.611175461136461,0.011892500555547,-0.250525966918946,0.349345132078679
"ABHD14A","brown4","ABHD14A","ABHD14A",3,"N","ABHD14A",0.221169862001086,0.410402960824001,-0.127989647674147,0.636655162972059,-0.110743299383826,0.683053406769256
"ABHD15","brown4","ABHD15","ABHD15",2,"N","ABHD15",0.0368861585961331,0.892120775222856,-0.0953398624634048,0.725418844108861,-0.275330494542724,0.302021279972123
"ABHD17A","brown","ABHD17A","ABHD17A",3,"N","ABHD17A",0.0212869933304338,0.937629934543497,0.126148475265241,0.641552180912032,-0.38315706137465,0.142947672519951
"ABHD17B","brown4","ABHD17B","ABHD17B",3,"N","ABHD17B",-0.0784708710685386,0.772683022231063,-0.320821526832298,0.225688691886298,0.224404908425188,0.403412923505068
"ABHD17C","brown","ABHD17C","ABHD17C",3,"N","ABHD17C",-0.049903099852731,0.854379495306914,-0.0906262322166944,0.738540221502401,-0.221612056657303,0.40944375081238
"ABHD18","coral1","ABHD18","ABHD18",3,"N","ABHD18",-0.32119084422271,0.225124691822155,-0.221393040662004,0.409918692880798,0.235483190437949,0.379961933380327
"ABHD2","thistle3","ABHD2","ABHD2",2,"N","ABHD2",-0.169564800464614,0.530126456422727,-0.253961256570197,0.342554478112437,0.245966768767802,0.358473586868544
"ABHD3","honeydew1","ABHD3","ABHD3",2,"N","ABHD3",-0.511064350578056,0.0430565055063074,-0.37695418070477,0.150081973456529,-0.241408723743134,0.367731373593662
"ABHD5","midnightblue","ABHD5","ABHD5",2,"N","ABHD5",-0.354708205271783,0.177636049037342,-0.305948740587879,0.249146327934039,0.03125393153993,0.908522981385208
"ABHD6","midnightblue","ABHD6","ABHD6",2,"N","ABHD6",-0.328704029337619,0.213844944292434,0.117156235334346,0.665665467010819,0.143292512975029,0.59651331968575
"ABHD8","magenta","ABHD8","ABHD8",3,"N","ABHD8",-0.00143886627117489,0.995780373514747,0.385272747023991,0.140568074952937,-0.177854899174049,0.509897921617067
"ABI1","brown","ABI1","ABI1",3,"N","ABI1",0.28680206580431,0.281489027771271,-0.0135146542453716,0.960381166431686,-0.227564842371395,0.396646803723038
"ABI2","darkgreen","ABI2","ABI2",2,"N","ABI2",-0.338420389432129,0.199803810975579,0.230953098998859,0.389459902263442,0.204551057494512,0.447300512563794
"ABI3","brown","ABI3","ABI3",3,"N","ABI3",-0.046615743241527,0.863886069929682,-0.0531902209487046,0.844892342398523,-0.286627201251292,0.281795527774383
"ABI3BP","midnightblue","ABI3BP","ABI3BP",2,"N","ABI3BP",-0.251874459498932,0.346670531527154,-0.177737466965208,0.510181936036709,-0.0148496696244457,0.956470803227134
"ABL1","darkturquoise","ABL1","ABL1",2,"N","ABL1",-0.284039719415296,0.286354301962848,-0.148770561883623,0.582397487664201,0.159362500031594,0.555506035780631
"ABL2","bisque4","ABL2","ABL2",1,"N","ABL2",-0.0737753463782217,0.785981175697069,-0.0690454743251606,0.799432906580894,0.430327731021758,0.0961480635668611
"ABLIM1","darkturquoise","ABLIM1","ABLIM1",3,"N","ABLIM1",-0.528449679204819,0.0353458336957166,-0.263808347740224,0.323509203570473,0.153178451977489,0.571141038003032
"ABLIM2","midnightblue","ABLIM2","ABLIM2",2,"N","ABLIM2",-0.236965717783314,0.376881325949417,0.161135468483352,0.551058020446832,0.382007228478599,0.144252373886199
"ABLIM3","midnightblue","ABLIM3","ABLIM3",2,"N","ABLIM3",0.0189955921606972,0.944333379841443,0.199711913786977,0.458349453392839,-0.0126220016233765,0.962996292523424
"ABR","midnightblue","ABR","ABR",2,"N","ABR",-0.182872522288272,0.497831685289325,0.196996688069258,0.464607900191601,-0.0971606752685804,0.720369123155351
"ABRACL","blue","ABRACL","ABRACL",3,"N","ABRACL",-0.214074381933735,0.425955666057963,-0.343546730466101,0.192642655173252,-0.442977730892756,0.0857207586062458
"ABRAXAS1","lightcoral","ABRAXAS1","ABRAXAS1",2,"N","ABRAXAS1",0.0691360267978893,0.799174866485519,-0.127520566372105,0.637901463800618,-0.0410511718355024,0.880017357178409
"ABRAXAS2","floralwhite","ABRAXAS2","ABRAXAS2",2,"N","ABRAXAS2",-0.154564594584373,0.567620365998095,0.0247722912680632,0.927441433669427,0.294601623928285,0.26802258682546
"ABTB1","thistle","ABTB1","ABTB1",3,"N","ABTB1",0.236505494741606,0.377836175437435,0.295050428104461,0.267259878590581,0.296697184762966,0.264472704801253
"ABTB2","indianred4","ABTB2","ABTB2",3,"N","ABTB2",0.141129548094656,0.602124637454612,0.217981372557756,0.417354429816877,-0.0654756067717124,0.809620923121848
"ACAA1","coral1","ACAA1","ACAA1",3,"N","ACAA1",-0.324786726966599,0.219679996694629,-0.499336621598668,0.0489274542184475,-0.0589623619347949,0.828282007015903
"ACAA2","blue","ACAA2","ACAA2",3,"N","ACAA2",0.0175529655027635,0.948555577289012,-0.193647590203411,0.472385109417736,-0.0805369590851291,0.766850178712818
"ACACA","blue","ACACA","ACACA",3,"N","ACACA",-0.370239395489238,0.158072474924638,-0.503662058017235,0.0466967426571938,-0.1730437468493,0.521593683574323
"ACACB","blue","ACACB","ACACB",3,"N","ACACB",0.255666406310395,0.339211895210505,-0.072301203051348,0.790167730020763,-0.121568624679273,0.653793213859521
"ACAD10","honeydew1","ACAD10","ACAD10",2,"N","ACAD10",-0.095412637095012,0.725216810684353,-0.0512241473483642,0.850564422817673,-0.436583306536354,0.0908849129793151
"ACAD11","honeydew1","ACAD11","ACAD11",3,"N","ACAD11",-0.160597458570999,0.552406131485651,0.24058940111846,0.369409377078204,-0.0610820387842812,0.822198984369196
"ACAD8","lightcyan1","ACAD8","ACAD8",3,"N","ACAD8",0.318829961366641,0.228745518523824,0.31905926703536,0.228392234407943,0.169292813334198,0.530796198571525
"ACAD9","lightcoral","ACAD9","ACAD9",3,"N","ACAD9",-0.828483152040218,7.3437753912284e-05,-0.587527285790853,0.0167027781383929,-0.0387748419147985,0.88662939077262
"ACADL","brown4","ACADL","ACADL",3,"N","ACADL",-0.0181670768052764,0.946758068331167,-0.244342983991827,0.361756587652933,0.0814938494229993,0.764152699890336
"ACADM","honeydew1","ACADM","ACADM",2,"N","ACADM",0.210201614833882,0.434571320616822,-0.0832888714407516,0.759099396590622,-0.37655122277863,0.150553616199947
"ACADS","blue","ACADS","ACADS",3,"N","ACADS",0.136872248072994,0.613230364615915,-0.486178526560373,0.056201684812477,-0.0197969013033927,0.941988747112261
"ACADSB","indianred4","ACADSB","ACADSB",3,"N","ACADSB",-0.106261684806743,0.695294686883226,-0.56633882567985,0.0221889738884675,-0.394843400727337,0.130141439179536
"ACAN","black","ACAN","ACAN",3,"N","ACAN",-0.0508514526388922,0.851640422313747,0.346196441845768,0.189007708236282,0.333866266118668,0.20630848868555
"ACAP2","darkturquoise","ACAP2","ACAP2",2,"N","ACAP2",-0.31929765890153,0.22802531740347,-0.350341897857562,0.183411440036858,-0.000195963677601478,0.999425313595078
"ACAP3","midnightblue","ACAP3","ACAP3",2,"N","ACAP3",-0.511053760282249,0.0430615566594605,-0.573813022037604,0.0201151926247149,-0.387017707249957,0.138625902824004
"ACAT1","brown4","ACAT1","ACAT1",3,"N","ACAT1",0.320052602480641,0.226865818968733,0.00998080963360227,0.970735936784374,0.0824070572289415,0.761580730575529
"ACAT2","floralwhite","ACAT2","ACAT2",3,"N","ACAT2",0.270482439104248,0.310957266911316,-0.276467999424037,0.299946839998917,-0.0790829666303261,0.770953790212842
"ACBD3","indianred4","ACBD3","ACBD3",3,"N","ACBD3",-0.0689265614484239,0.799771792580251,-0.243995858179569,0.362460577123162,0.175452993668413,0.515721600235769
"ACBD4","coral2","ACBD5","ACBD5",2,"N","ACBD4/ACBD5",0.493047583579589,0.0523110571279224,0.373916386982701,0.153662284774967,-0.278082803725129,0.297016490104807
"ACBD5","blue","ACBD5","ACBD5",3,"N","ACBD5",0.0823773466913707,0.761664371030694,-0.193572387102941,0.472560471876205,0.151621484962844,0.575106552922507
"ACBD6","brown","ACBD6","ACBD6",3,"N","ACBD6",0.265675936084621,0.319967711150222,0.106261505637253,0.695295177710818,0.0581434336463053,0.830634628388552
"ACBD7","paleturquoise","ACBD7","ACBD7",2,"N","ACBD7",0.00355068555852322,0.989587461054741,-0.22123119904631,0.410269837542673,-0.235323293165868,0.380295009549794
"ACCS","mediumorchid","ACCS","ACCS",2,"N","ACCS",0.104322609982469,0.700613309939856,0.159006719154415,0.556400488748763,-0.152810312716883,0.572077625553639
"ACE","midnightblue","ACE","ACE",3,"N","ACE",-0.057947695393873,0.831197146710228,0.0450791610667215,0.868335737901662,-0.110861927905235,0.682730367802239
"ACER2","brown4","ACER2","ACER2",3,"N","ACER2",-0.044108386995938,0.871148845495464,-0.238051646309635,0.374633537406709,0.197081724424075,0.464411258182673
"ACER3","coral1","ACER3","ACER3",2,"N","ACER3",0.188763984658845,0.483838698455599,-0.479353473078728,0.0602749851137559,0.249772955332143,0.350843701499504
"ACKR3","midnightblue","ACKR3","ACKR3",2,"N","ACKR3",0.252494372871643,0.345444890791967,0.47277622504046,0.0644018560880846,-0.0737373210952662,0.78608909863735
"ACLY","blue","ACLY","ACLY",3,"N","ACLY",0.377551245956788,0.149384977729398,0.180758346994339,0.502899273871746,0.262345094260661,0.326299734587659
"ACMSD","midnightblue","ACMSD","ACMSD",2,"N","ACMSD",-0.157353482840055,0.560564976388316,0.0430741102658411,0.874147564142905,-0.101734966591603,0.707731188930509
"ACO1","black","ACO1","ACO1",3,"N","ACO1",0.0663022315635999,0.807259213564959,-0.0757475269118441,0.780388803776798,-0.0361418843715644,0.894286043518593
"ACO2","paleturquoise","ACO2","ACO2",3,"N","ACO2",0.41610295145997,0.10891451132623,0.289882781317354,0.276122157812946,0.27313988556181,0.306040048917494
"ACOT11","brown","ACOT11","ACOT11",2,"N","ACOT11",0.285367629719176,0.284009221064145,0.580769088747432,0.0183229294196997,0.286036107333839,0.282833075791881
"ACOT12","darkgreen","ACOT12","ACOT12",2,"N","ACOT12",-0.354268114803089,0.178212648074731,0.0606770320146937,0.823360544993465,0.408679100930606,0.11602926613528
"ACOT13","midnightblue","ACOT13","ACOT13",3,"N","ACOT13",0.459534532019265,0.0733319186171138,0.478092772887401,0.0610505176570493,0.23636054882065,0.378137176323276
"ACOT7","paleturquoise","ACOT7","ACOT7",1,"N","ACOT7",0.449108184682562,0.0809706142410346,0.317085084843391,0.231445104633342,0.151089886715964,0.576463147768166
"ACOT8","paleturquoise","ACOT8","ACOT8",3,"N","ACOT8",0.476238049592894,0.0622047600794275,0.308308101213069,0.245327977460909,0.145682377834406,0.590338102403719
"ACOT9","midnightblue","ACOT9","ACOT9",3,"N","ACOT9",-0.247305416461799,0.355779642879181,-0.159299949896905,0.555663245112949,-0.0224104122926005,0.934344803851686
"ACOX1","blue","ACOX1","ACOX1",3,"N","ACOX1",0.315570627037518,0.233804411096271,0.0898923043417905,0.740589463332738,-0.0778851643041192,0.774338642540551
"ACOX2","honeydew1","ACOX2","ACOX2",2,"N","ACOX2",0.120116759089339,0.657691277476488,0.200290202542639,0.457021978460687,-0.185781550848525,0.4908985704547
"ACOX3","floralwhite","ACOX3","ACOX3",2,"N","ACOX3",0.100663553772284,0.710685035826316,-0.16294854320037,0.546525549832592,0.212567950996947,0.429296414434813
"ACP1","coral1","ACP1","ACP1",3,"N","ACP1",-0.143008548778286,0.597248792583602,-0.255311322612293,0.339906424360988,0.268856566240002,0.313988383010329
"ACP2","brown4","ACP2","ACP2",3,"N","ACP2",0.473860162842534,0.0637079038717148,0.150772447045756,0.57727386622302,0.214019043249149,0.42607814939202
"ACP5","blue","ACP5","ACP5",3,"N","ACP5",0.327391958921942,0.215788176744458,0.241475842978588,0.367594097990667,-0.103162566090071,0.703801416998304
"ACP6","blue","ACP6","ACP6",3,"N","ACP6",0.479576965685325,0.0601382608347567,0.0398091832192806,0.883624055279183,0.0261699269058019,0.923358636466402
"ACSBG1","darkturquoise","ACSBG1","ACSBG1",2,"N","ACSBG1",-0.288776503804533,0.2780422074079,-0.0923311641376244,0.733786167536622,-0.137676843957161,0.611125323169429
"ACSBG2","paleturquoise","ACSBG2","ACSBG2",3,"N","ACSBG2",0.546394637278062,0.028532393776058,0.280239398298356,0.293129580266005,0.418899785356374,0.106315341161398
"ACSF2","brown","ACSF2","ACSF2",3,"N","ACSF2",-0.151790580100954,0.574675317315929,-0.137358225420003,0.611958575703558,-0.351711707020688,0.181586452151909
"ACSF3","brown4","ACSF3","ACSF3",2,"N","ACSF3",0.23318368205747,0.38476726005438,0.212313843013948,0.429861268259615,0.367171865455222,0.161816143321637
"ACSL1","darkturquoise","ACSL1","ACSL1",3,"N","ACSL1",-0.267242991800013,0.31701356382419,0.120212478002141,0.657434029023212,0.183298247383381,0.496814169558699
"ACSL3","midnightblue","ACSL3","ACSL3",2,"N","ACSL3",-0.151685113476619,0.57494426808619,0.195134251817656,0.468924980552926,0.10097792278713,0.70981792941447
"ACSL4","lightcoral","ACSL4","ACSL4",2,"N","ACSL4",-0.381134984852868,0.145247484594594,-0.623516883807198,0.0098575660412124,-0.062165581688104,0.819093087571019
"ACSL6","brown4","ACSL6","ACSL6",2,"N","ACSL6",0.0675942296749838,0.803571039270719,-0.0626058320957714,0.817831859199562,0.344350552674345,0.19153516851963
"ACSS1","blue","ACSS1","ACSS1",2,"N","ACSS1",0.0936006578939849,0.730252164000847,0.0490917640455621,0.856724069217196,0.283715025327615,0.286929470870062
"ACSS2","brown4","ACSS2","ACSS2",2,"N","ACSS2",0.0927746178711781,0.732551112237268,-0.101916313921068,0.707231605876066,-0.060191635795894,0.824753115611725
"ACSS3","brown4","ACSS3","ACSS3",2,"N","ACSS3",0.118202798946422,0.662842650042364,-0.0277815226564908,0.918653046849958,0.254109917709815,0.342262318180329
"ACTA1","brown4","ACTA1","ACTA1",3,"N","ACTA1",0.108036721879274,0.690437638319319,-0.187473350667318,0.486887804219164,-0.0721395803938006,0.790627066488079
"ACTA2","blue","ACTA2","ACTA2",3,"N","ACTA2",-0.0689373922299901,0.799740924895554,0.166038960803987,0.538837924776112,0.339088557137134,0.19886078646431
"ACTB","darkviolet","ACTB","ACTB",3,"N","ACTB",0.316155986342904,0.232890718982974,0.170216679619161,0.528522820508221,-0.0813712657888047,0.764498122528294
"ACTG1","midnightblue","ACTG1","ACTG1",2,"N","ACTG1",0.412721262857822,0.112116358012561,0.426636282856658,0.0993534822925782,-0.0176834025208412,0.948173767308162
"ACTG2","brown","ACTG2","ACTG2",3,"N","ACTG2",-0.270862569385466,0.310251071077629,-0.0759601775370936,0.779786402822865,-0.502922006848329,0.047072912866115
"ACTL6A","blue","ACTL6A","ACTL6A",3,"N","ACTL6A",-0.120789197695977,0.655884835084567,-0.378542245329427,0.148232960199477,-0.0958377588394238,0.724036948041571
"ACTL6B","brown","ACTL6B","ACTL6B",3,"N","ACTL6B",0.556499761804953,0.0251656673240781,0.274923902520703,0.302764822998675,-0.0413520628349043,0.879143908657068
"ACTN1","darkgreen","ACTN4","ACTN4",2,"N","ACTN1/ACTN4",0.128031439600111,0.636544170348323,0.530947065705092,0.0343304263225272,0.312514861191802,0.238610756089301
"ACTN2","blue","ACTN2","ACTN2",3,"N","ACTN2",0.0211698569821963,0.937972522830154,-0.285722619501398,0.283384272889427,0.172386106472666,0.523201844948232
"ACTR10","brown","ACTR10","ACTR10",3,"N","ACTR10",0.27968420126684,0.294127321168757,0.209371245276231,0.436430177110285,-0.294188193835767,0.268726353128843
"ACTR1A","black","ACTR1A","ACTR1A",3,"N","ACTR1A",0.430164841908857,0.0962879370541169,0.316321582928745,0.23263264653918,0.170617749102112,0.527537273004338
"ACTR2","coral1","ACTR2","ACTR2",3,"N","ACTR2",-0.335739666957992,0.20361638915119,-0.407968609937786,0.116726749182233,0.264653181718147,0.32190435307053
"ACTR3","floralwhite","ACTR3","ACTR3",3,"N","ACTR3",-0.0902866137632385,0.739488285358143,-0.39347301889534,0.131600673712985,0.269479402963256,0.312825195845407
"ACTR3B","midnightblue","ACTR3","ACTR3",3,"N","ACTR3B/ACTR3",-0.320866434073664,0.225620064381837,-0.112020876420249,0.679577141608899,-0.187944094231859,0.485774612032174
"ACTR5","brown","ACTR5","ACTR5",3,"N","ACTR5",0.0251741251758662,0.926267411496854,-0.0843690546943855,0.756062874516831,-0.0742703776483439,0.78457651736444
"ACTR6","floralwhite","ACTR6","ACTR6",3,"N","ACTR6",0.102203402168075,0.706440952378133,-0.394261444581464,0.130759760254582,0.113821792265674,0.674687153675214
"ACTR8","midnightblue","ACTR8","ACTR8",3,"N","ACTR8",-0.0558611388484883,0.837198278423715,-0.183046778306094,0.49741508096479,-0.0572972360842753,0.833067006188677
"ACVR1","midnightblue","ACVR1","ACVR1",2,"N","ACVR1",-0.285110868854371,0.284461756153755,-0.043920309826166,0.871694023715477,-0.0544119596243683,0.841371229880577
"ACVR1B","midnightblue","ACVR1B","ACVR1B",2,"N","ACVR1B",-0.604091814387387,0.0132012882826982,-0.327506190789319,0.215618547427182,-0.314921793451207,0.234819812432171
"ACVR1C","black","ACVR1C","ACVR1C",2,"N","ACVR1C",-0.0240855346107773,0.929448226955676,0.47442782276779,0.0633466734967569,0.345186506974036,0.190387829713023
"ACVR2A","darkgreen","ACVR2A","ACVR2A",3,"N","ACVR2A",-0.629652192241009,0.00895396043625117,-0.194081974853256,0.471372812221262,-0.189121660371909,0.482995325913443
"ACVR2B","indianred4","ACVR2B","ACVR2B",3,"N","ACVR2B",0.0277476128347688,0.918752032307871,-0.00546799827367014,0.983965413132138,0.382370270282658,0.143839563102051
"ACVRL1","brown","ACVRL1","ACVRL1",3,"N","ACVRL1",-0.22705593081022,0.39773236556685,-0.41474419839777,0.1101931939653,-0.334559167841114,0.205310121093489
"ACYP1","brown","ACYP1","ACYP1",3,"N","ACYP1",-0.0282348639988914,0.917329815631869,-0.258348943035081,0.333991130697802,-0.263765314366947,0.32359107364943
"ACYP2","blue","ACYP2","ACYP2",3,"N","ACYP2",0.300718024886242,0.257742393062772,0.282590731771465,0.288926409636454,0.0755543113898556,0.780936250144617
