"","MEcyan","MEmediumpurple3","MEblack","MEdarkturquoise","MEhoneydew1","MEplum1","MEdarkgrey","MEsienna3","MEyellowgreen","MEnavajowhite2","MEyellow","MEpaleturquoise","MEbisque4","MEdarkmagenta","MEdarkseagreen4","MEpurple","MEtan","MEivory","MEviolet","MEdarkolivegreen","MEdarkorange2","MEgrey"
"PFT4_GCT_run1",0.0896185711538983,0.0280293814732559,0.141201890225428,9.20333515437567e-05,-0.0146134856769864,-0.0156308899298667,-0.0931668304127332,-0.0897465762682479,-0.0309107230734167,-0.0703630633207234,-0.0339781989878506,-0.0637715947406306,-0.17517770156373,-0.0639821947645724,0.108312709966762,0.177308613941358,0.0808426181292984,0.0792440886623998,0.149459103964819,-0.015595364677956,0.00407517072567249,-0.0577475104184386
"PFT4_ICO_run1",0.154829545166708,0.0648939378193711,0.16953274924287,0.0110776189868576,0.014894286503901,-0.0176016071321344,-0.0848609800216443,-0.0455090009789321,-0.0224504798125417,-0.0575875773162789,-0.115429327505015,-0.125212958461667,-0.149823639707633,-0.0749066373640682,0.231243686223689,0.147877655070386,0.0486125356235053,-0.00401940856958741,0.0758907372037226,0.0908595508530456,-0.00383406706123263,-0.0739154508352676
"PFT4_LS_run2",-0.23067084788483,-0.219068897932991,-0.0990835645129405,-0.0509885912460506,0.0580657980423955,-0.049284051678873,0.165298499030192,-0.0435728260055421,0.15319034130563,-0.0692347836865154,0.0929005756686235,0.172226062644226,0.120337653574486,0.256259028858737,-0.03158340339597,-0.107592790207494,-0.0843086187167387,0.0257325752155543,0.0303097051708805,0.0331805760991078,-0.101584992479685,-0.0442116963177429
"PFT4_POM_run1",0.0291807148335923,-0.0296178883489729,-0.0735670474366304,-0.0667218864788376,0.0396180041157756,-0.0420876861317081,-0.0813604555283638,-0.0336762246007422,0.0607857066034594,0.12694353971194,0.081503772688107,-0.0437640843328408,0.0409281920463489,-0.0312748676031379,-0.0591219652763975,-0.00571569253389983,0.0790471494528332,-0.0329590955809423,-0.116243947498593,0.0552313944378136,-0.0188066560956036,-0.0401793495479658
"PFT4_PVN_run2",0.0104499473448109,-0.0288472147640042,-0.110956169915953,-0.12837703841384,0.0094755033962949,-0.0536701245194169,-0.0574530238904424,-0.0755059092553046,0.0433388149650418,0.102878739138271,0.166912075296823,0.161701756527364,0.00526154783499843,-0.0415687187757681,-0.0544113336931976,-0.0197097124936994,0.0965469041617774,0.14170997540146,0.0216573205908374,0.00154303063632246,-0.00588017460672924,-0.0228202012211896
"PFT4_TNA_run1",-0.0471852637515768,0.0903118581318768,0.0553956533945609,0.0857777548814808,0.0797523793571796,0.227216756733051,0.0854738967745275,0.161773046185903,-0.154010237156879,-0.0895601724077146,-0.0759307730194114,-0.0933523591094055,0.0450765699280108,0.00589688516942567,-0.066958072904982,-0.0829632893935144,-0.126870103631725,-0.144633045909279,-0.0616308100026234,0.00692687263377826,-0.0580465414051866,-0.0982140163580535
"PFT4_VMH_run1",0.0797570195506186,0.00814198898113108,-0.0381258375480866,-0.0491322564488562,0.0515122883487703,-0.046513587012157,-0.072646832824865,0.000421372919827334,0.0350924208507606,0.132719823704517,0.0770942560734622,-0.0832240051433038,0.044828036251902,-0.0561071703048883,-0.0441854166314569,-0.0221047881475872,0.0528862585963092,-0.0730732003049494,-0.125818875032141,0.0443279869438097,-0.00757829727833469,-0.0635798209005631
"PFT5_AH_run2",-0.0316813390768897,-0.0235926490028376,-0.0051231289150472,-0.0839791758304345,-0.0135383492880454,-0.0262516359664308,-0.0389255728276012,-0.108036087617826,-0.0032952534342244,-0.0293071730056921,-0.0837889126956851,0.139706285317656,-0.11219737586297,-0.0259847331341919,-0.0608257473734722,0.139330508229488,0.0633975533527588,0.214720396283642,0.175937454981718,0.219164644830237,-0.0700014111660682,0.0142489167588987
"PFT5_AI_run1",0.0479732126123161,0.188446859255867,0.08674541030695,-0.0107794639792429,0.0928960279442094,0.0310023380481766,0.138048749604566,0.210303169756324,-0.157640947589496,-0.109758974030326,-0.13208979937282,-0.0651354427488133,0.0443501543755159,-0.0680563372435277,-0.0308824114030599,-0.0917870499799507,-0.170276765652458,-0.129147917663258,0.00370331276333028,-0.0610297902355086,-0.102121062189926,-0.0140738296210997
"PFT5_BSTm_run2",-0.0821442866919294,-0.058418497683723,-0.122328534558997,-0.159222363574291,0.0252309632298043,-0.0423161747313475,0.0625510334944437,-0.00287977670537336,0.0531132449946255,0.0106355317861692,0.00620572234337773,0.127164131033687,0.0774553944092389,0.0448853126738461,-0.0404064782611017,-0.066383708020745,-0.0440020327581325,0.0485965977766618,-0.0146443205992763,-0.022970313802334,-0.101247184343608,-0.0131339454419451
"PFT5_GCT_run1",0.0886653786395865,0.0209831011481761,0.183915307888343,0.0451104043510155,-0.0359662573405651,-0.00386454020051975,-0.108179630663845,-0.0877372834383105,-0.0429494204057438,-0.0809030611959048,-0.0192916979441156,-0.112366147472816,-0.195316380754935,-0.0610141630337362,0.112793389898069,0.203301292383294,0.0829313052193396,0.062390076505077,0.134333718149323,0.0456873369823481,0.00498352884228226,-0.0318886955079409
"PFT5_ICO_run2",0.0693157080349223,0.0207052672162038,0.038289955621096,-0.12259249220863,0.00208018049726974,-0.0349728895986435,-0.0531599270030211,-0.0802501520810097,0.0025737494235646,-0.0470598590960715,-0.0390428834926194,0.0623440574634557,-0.120496379184292,-0.0536264831987581,0.240759181248086,0.111376359200661,0.0558593509991629,0.136797587635078,0.155417942297217,-0.0750564064251517,-0.0345931491450524,-0.0219876568024196
"PFT5_LS_run2",-0.219724885375162,-0.232803293835966,-0.0536568082860956,-0.00581475350551655,0.0532564364794158,-0.0496021471812785,0.168205783672974,-0.0306100974414335,0.176959406147819,-0.081750220145249,-0.0412148040435217,0.0909644361228088,0.134843155693314,0.284584629458261,0.00106416109803918,-0.107293765582517,-0.112482932000458,-0.0178052856707704,0.00836566199255108,0.0130081434207453,-0.0861611709797099,-0.00111336527957742
"PFT5_POM_run1",0.0176376002883046,-0.0290128918816426,-0.0784851264071482,0.0145620185539613,0.0299822344930973,-0.0404543726623873,-0.0782198884971815,-0.0337617134640841,0.0657977481552235,0.143144037823831,0.0656943183910541,-0.0317677279083037,0.047440889463554,-0.0203911693757484,-0.05018624715765,-0.018411815191659,0.0850161156097388,-0.0146670818646271,-0.106645977637396,-0.185054377283196,-0.00559590105948679,0.0192752731005845
"PFT5_PVN_run2",-0.0123215009531197,-0.0398624002436763,-0.139718972108738,-0.167111248275709,0.0140302858034313,-0.0546538999162556,-0.0571665665213892,-0.0722847585888027,0.0553776295217168,0.116173493484853,0.14904627663708,0.146692074849524,0.0207962006285367,-0.0321297683678955,-0.0573604770580653,-0.0278959321479598,0.0954423205866456,0.139740092127095,0.00104326280440136,-0.0675404261526685,-0.0275355658761876,-0.0107101600863693
"PFT5_TNA_run1",-0.0753890595803272,0.0790752702827437,0.0772680239032393,0.0766308812163315,0.0600510128103433,0.281823951230623,0.0988097208332158,0.159799821790301,-0.170304397466287,-0.116483860024534,-0.0952926556355844,-0.0673083554408366,0.00688063680889305,0.0325585296791744,-0.0665404810928944,-0.0686781934145059,-0.126107885964289,-0.0911924528749942,-0.000990736611270524,0.0201114150616755,-0.0720237062744519,-0.0276881998316349
"PFT5_VMH_run1",0.0741236423035601,0.0237319182915173,-0.0607600627119612,-0.0705917917999168,0.0691718445617001,-0.0462976017833807,-0.0352190913187448,0.0200119924525647,0.0184963783311264,0.133870513256799,0.0347393618164458,-0.0124966427736302,0.0667877446564316,-0.0518978533493678,-0.0395932876857771,-0.0455109092402309,0.0234018517521291,-0.026168140507221,-0.079540865343948,-0.0585986745626086,-0.0214406153056847,-0.0206451465549363
"PFT6_AI_run1",0.029215458468934,0.187578527008341,0.0659161370869439,0.0132981193662161,0.0294771380677538,0.0339522078923045,0.145233674614195,0.205022900955134,-0.16191428082044,-0.101883293970418,-0.118629433311418,-0.0283507821572437,0.0544630757134038,-0.0495946804297554,-0.049839251432734,-0.0988927265501536,-0.16743548970546,-0.105415868141639,0.0234754614526922,-0.144743692453738,-0.00487145935076501,-0.118977815827139
"PFT6_BSTm_run2",-0.0269199303083695,-0.0190948403491956,-0.101494113779453,-0.110107086605828,-0.0138121464395685,-0.0521407291349661,0.0528334113030363,0.0148684234614526,0.0492866386997807,0.0367683081162173,-0.028943818430719,0.0901765869003807,0.0939258320666274,0.0115955151456833,-0.0330165583516924,-0.0612369670424761,-0.0386088524121412,0.0186972788495111,-0.0251382784759611,0.0115949795361978,0.0167998942666229,-0.106394838689851
"PFT6_GCT_run1",0.0785423635859081,0.0203631738716085,0.146410630906864,0.0144544933687716,-0.0661065499024392,-0.0119941739291921,-0.0932862847116739,-0.0907133989437885,-0.0368916638514111,-0.0756704867330735,-0.0205695790015096,-0.0733556555510165,-0.17608188424228,-0.0559172167305614,0.095429907113171,0.182393736747846,0.078260049805953,0.0851133673547803,0.147796650914791,0.0518575481435639,0.106471792149312,-0.112728229743647
"PFT6_ICO_run1",0.118058134118968,0.050545033336251,0.113790201180937,-0.0561778229409621,-0.0524371314222207,-0.0223352145548776,-0.0637267260668011,-0.0517839382360913,-0.0113087677576844,-0.0543159705723063,-0.100805966789579,-0.061535298749024,-0.133599300787364,-0.0580750383658263,0.269624533591928,0.127295520120931,0.0457218871829258,0.0499771067519934,0.116999263490655,0.0263497882833373,0.0931079392959313,-0.13659906753914
"PFT6_LS_run2",-0.22496667857059,-0.22287619298258,-0.107314383324829,-0.0337349156600759,0.00581610397503398,-0.0544847868242949,0.151212860401986,-0.0364503484729071,0.163201082241505,-0.0574954879670287,0.0496777924890215,0.142440646121013,0.137289257983861,0.256238066376963,-0.0208182204191506,-0.11915999012705,-0.0896598352269883,0.0118546765762724,-0.000380361692059936,0.0124840435321316,-0.00219150975903827,-0.120566433468531
"PFT6_POM_run1",0.0174436675048772,-0.0331266895053769,-0.0964194489443309,-0.0530088485938568,-0.00798269034525869,-0.040284582024263,-0.069746119423618,-0.0237373224783836,0.0720678211951282,0.147326534475905,0.0857692330867224,-0.0340760057252933,0.077715916327678,-0.0156568329584212,-0.0648099581195148,-0.0346602296585779,0.0787588232391125,-0.035962216869334,-0.137034428420882,0.0432808977440002,0.0835336424677126,-0.117112292836971
"PFT6_PVN_run2",0.0750629873019222,-0.00422562804853674,-0.0192899556393817,0.0694078710145716,-0.0220855334881536,-0.0437552425535962,-0.100235012606113,-0.0366732220833493,0.0303732279765899,0.1179160866534,0.137315837769729,-0.070375575146564,0.00982825347354164,-0.0501357810108929,-0.0195347702760898,-0.00591654069498809,0.0928702520663691,-0.0280055737377144,-0.109306004091265,0.026965972688406,0.143642998402225,-0.0773022660830448
"PFT6_TNA_run1",-0.0971409723594705,0.074566163288368,0.0599154383845332,0.0800616827740937,0.0087862965938492,0.302342292915587,0.110303309807556,0.145888307279873,-0.173021254802289,-0.120749064080832,-0.0931871844849332,-0.0100476620522487,0.00203338295163246,0.0461944556754309,-0.0740295051480458,-0.0749212551579559,-0.135268298848996,-0.0559309882251345,0.0423528634500529,-0.0339281677019206,0.0369481709607369,-0.127932715690928
"PFT6_VMH_run1",0.0840076507648682,0.0213165713300041,-0.0408756332242505,-0.0397852866070143,-0.0113386173087383,-0.0478910978170374,-0.0550117292306027,0.0153655937224539,0.023314617904747,0.135594062865881,0.047667416890973,-0.0734922912723243,0.0581229455138737,-0.0551369261905907,-0.0368169318120012,-0.0322743749224909,0.0337172086640998,-0.0752808433140019,-0.123888709639051,0.0333460418405148,0.102988231606711,-0.11902105224489
"PFT7_AH_run2",0.0354458655342462,0.0055850373622661,0.0593136753026703,0.157924715322421,-0.193325129930847,-0.00195797938707061,-0.0721514623426973,-0.0353111314488994,-0.00591798065173824,0.0114767714881121,-0.0442166119782259,-0.0745914915468149,-0.0657113575102425,-0.0387344137279258,-0.0318009485350557,0.118902893233786,0.0557284824922683,0.0300846449119228,-0.010890867582442,0.0183320265726325,0.138239992317205,0.0034152989182396
"PFT7_AI_run1",0.0470947265311781,0.151516475610903,0.195804231096339,0.303231287858497,-0.0995459154848556,0.0588420066123395,0.0858777001633263,0.170384766283557,-0.197637146059634,-0.140443109171118,-0.134231990782304,-0.107856790130724,-0.0497494382608528,-0.0630802029882435,-0.0290738511736993,-0.0520852171704509,-0.15156575695599,-0.125843799796833,0.0037126410241825,0.0697456579196305,0.168759925007499,0.00922242357802002
"PFT7_BSTm_run2",-0.109376319088451,-0.0760215237124295,-0.10324050077158,0.0197579246310798,-0.181448436459674,-0.0366922153743162,0.0641458661640235,-0.0200360367649957,0.0704478451547772,-0.00939736797490962,0.0344394882360911,0.0746030871620927,0.0661633895973739,0.0945201732269039,-0.0313622858423463,-0.0759788728192969,-0.0468618073689566,0.0168125043805226,-0.021178269535172,-0.0546711526629469,0.064846443338764,-0.0097260084650348
"PFT7_GCT_run2",0.00261426107655743,-0.00992213515886674,0.0385298225070304,-0.101228485469176,-0.232043484627396,-0.0162637234559793,-0.0616754094579587,-0.125471968229305,-0.0181456996852395,-0.0853576782822572,0.0491956367836793,0.116658261934634,-0.167702896901461,-0.0407323704140121,0.0779707009156815,0.151333631469788,0.0790226646117317,0.224563242978151,0.233129269057621,-0.03917129081324,0.139237034974729,-0.0877437631827291
"PFT7_ICO_run1",0.0445041325132968,0.0109132403439926,0.0373548803685791,-0.0378245939672393,-0.229036548198445,0.000210279784746464,-0.0680763964657549,-0.0707366432309647,-0.0023897305784984,-0.0481141432224748,0.0909264082371903,-0.0314505097919097,-0.107036465806085,-0.0424430901459233,0.224027961129093,0.0942528449644859,0.0556938477166188,0.0719797241849677,0.0811191287360753,-0.109481653515653,0.151223262566048,-0.0770519222888538
"PFT7_LS_run2",-0.187047005294086,-0.107020008106164,-0.0903102197695631,-0.0666183079910075,-0.169203349582561,-0.027519651048061,0.160130721342579,-0.00105205785754113,0.0882431866655054,-0.097612936581807,0.0552306959248927,0.169387632490119,0.0881041357187915,0.170688462942151,-0.000984975603615156,-0.108881434377716,-0.110078093921758,0.0270287679165758,0.0699383922337346,-0.0341684820400839,0.045835546720845,-0.0477547917840905
"PFT7_POM_run1",0.0096873734758636,-0.0325641627737484,-0.0871751484753911,0.00110789819338543,-0.140367115631196,-0.0281471550370479,-0.0700070810339651,-0.0307033073097877,0.0712039775826537,0.135812316634583,0.0886394514627408,-0.0187490024092661,0.0545796719373972,-0.00982345392496809,-0.0590837289964184,-0.0239667109277306,0.0880266873536799,-0.0123852812776846,-0.107056435465593,-0.0752850988973592,0.146665811312763,-0.0280114805586493
"PFT7_PVN_run2",0.0573410184480312,-0.00733307603701286,-0.0213733849208764,0.0822108093718048,-0.201163961103967,-0.0326558632232054,-0.0972260544813224,-0.0418249632451407,0.031190732782385,0.0929985595389034,0.170010758498306,-0.0713765461435939,-0.00823032395935224,-0.0489827476419214,-0.014139041848776,0.00832794452326339,0.0886229840317338,-0.0126888145435222,-0.100483229383463,-0.0126174017083781,0.184813242668254,-0.0415273611415777
"PFT7_TNA_run1",-0.0869784333813513,0.079032222841479,0.0684862175826034,0.119121010643172,-0.153375708498136,0.267802741741414,0.0976435986408314,0.146378540915528,-0.164202043894235,-0.124450144675196,-0.0926674059119829,-0.0527300254869953,-0.00675648073205558,0.0246943588921696,-0.0489704791808048,-0.0585470847063966,-0.123843587095859,-0.0820594800476852,0.00309230805192089,0.00618073401826655,0.115942302974056,-0.0667788290816033
"PFT7_VMH_run1",0.0599864978535082,0.012085364371456,-0.049322045254157,-0.000983001848546161,-0.191452255646136,-0.0347403782476199,-0.0713295511804496,-0.0176472468112409,0.0363687402453383,0.125933741177779,0.0842974865554246,-0.0404416280465479,0.0246756041150648,-0.0428029407172133,-0.0234072264317533,-0.00865297874457382,0.0728903878580746,-0.0177096839619874,-0.0791991923610466,-0.119382030019611,0.170792495530468,-0.0500424856329638
"PFT8_AH_run2",0.0277553061059463,0.00220177211236631,-0.0523307488384899,-0.159980336851198,0.0381652808366118,-0.0437168268253223,-0.0314389074493501,-0.0619673420443153,0.0329508113160732,0.0515320225785317,-0.0893135308686157,0.113091878618145,-0.025332460819268,-0.0445933897084764,-0.0398976379725662,0.037022740351975,0.0528037242675593,0.111386066629997,0.0570427882897493,0.234731524278581,-0.0546546148335118,0.0392851549267722
"PFT8_AI_run1",0.0536022365562562,0.182964284072499,0.0826421328671731,0.0351598263904567,0.108597633271561,0.0166117407050378,0.141694179622677,0.210500960909001,-0.152672676378494,-0.0950535162310829,-0.128217248488818,-0.0730573390709954,0.0688324089876102,-0.0712276211407163,-0.0486969527796281,-0.100945365759116,-0.168317402854417,-0.150542334662401,-0.0207252261422151,-0.101044100491074,-0.107842848527823,0.0550479066521251
"PFT8_BSTm_run2",0.0322720387368758,0.0114187440883482,-0.0490314595340786,-0.10299594630952,0.0650096084063205,-0.0454701489961881,0.0210695083033299,0.0286310434410506,0.0430527835264602,0.0368799859577412,-0.0916020949010819,-0.019477036006656,0.0744479185406094,-0.00585984071553109,-0.0221327321589647,-0.0316997574185368,-0.0271095612724402,-0.0522956914161037,-0.0647253015942874,-0.0941239186136204,-0.0797439788083119,0.0475100691943648
"PFT8_GCT_run1",0.109811972571011,0.0255599884293406,0.245848555418358,0.186766304488056,-0.00831767298244796,0.00125294576612931,-0.1190958427217,-0.10111983327779,-0.0635810675739679,-0.0960478462871489,-0.0454281401593066,-0.108071384759918,-0.238987214490796,-0.0701972131398249,0.0920555863286867,0.212762980430282,0.0966752325527701,0.084041551226063,0.181668882123349,0.0554690863459612,0.0383035940333102,0.0581471930839165
"PFT8_ICO_run2",0.113953390564081,0.0464847287403339,0.0865306328046726,-0.0524636960742461,0.00339284729839075,-0.033681049013674,-0.0601145359883725,-0.0596116828013897,0.00382360201051957,-0.0432681845879901,-0.111032060693253,-0.0376999758582963,-0.117796917658064,-0.0576173368665108,0.241529685146758,0.118968242256654,0.0548915618290897,0.0608434440228773,0.114726562289494,-0.10191061975498,-0.0101850818677893,0.0370927250527543
"PFT8_LS_run2",-0.248677925230255,-0.244187912247494,-0.0886685227338581,-0.0313839092082084,0.0788939696030028,-0.0468200447839929,0.183476447116925,-0.0436603739820287,0.169970300519103,-0.0775163899152709,0.0220714376498024,0.186871279443061,0.132974932772701,0.294230905648565,-0.0123955705349427,-0.104134042828382,-0.0928178991637593,0.0396592511040875,0.0434305189791631,-0.0295941455682507,-0.111313573687815,0.040862980915571
"PFT8_POM_run1",0.0134827756427956,-0.038076649417634,-0.0768226519633209,-0.0104785358649792,0.0571906698304581,-0.0345532225286659,-0.0655095401333678,-0.0174821447054787,0.0671836800311536,0.129471710935561,0.0696284508057452,-0.0545147248260805,0.0581652540872119,-0.0170907852814929,-0.0599901899298769,-0.0201258662088554,0.0793774219452575,-0.0516199283704628,-0.137876284892116,-0.0102553445794972,-0.00869854898348336,0.040559186322696
"PFT8_PVN_run2",0.00475728349587793,-0.0363905583189733,-0.121454899619832,-0.131521879836626,0.037994340200532,-0.0566652654747901,-0.05710078096386,-0.0606075889248169,0.050812016638549,0.127412612593263,0.152337429160985,0.112477659124609,0.0363981903912303,-0.033408919613021,-0.0658758040098922,-0.0344878575273484,0.0943823572311201,0.0980526857886237,-0.0215012059477535,-0.0961949802222508,7.38373355955967e-05,0.0480647154525534
"PFT8_TNA_run2",-0.0401185337990383,0.0826590498519389,0.096159053098572,0.155987681232587,0.0956537472800685,0.235305064053143,0.0807885919952425,0.15878097464167,-0.166779886410098,-0.110754353830255,-0.10656333089074,-0.117294897304161,0.00940963093062484,0.0119067836739051,-0.0748576360870978,-0.0634803885814366,-0.126521674503525,-0.136583584273474,-0.0384846215380034,-0.0270548613973643,-0.0671813906758201,0.0373859262884381
"PFT8_VMH_run1",0.0692493092551602,0.00985388541237142,-0.0504016454519578,-0.0720501256070692,0.0632462506713207,-0.0467962085759234,-0.0528181742763206,0.00463438438055974,0.0225536052766587,0.124420418108265,0.064851896182211,-0.0501183945922095,0.0494128876895393,-0.050964038363895,-0.0556902455701852,-0.0144695648301824,0.04454900737742,-0.0439508706163828,-0.101362261383937,-0.0102421985452477,-0.0144243502144953,0.0322714028395024
"PFT9_AH_run2",-0.00736430487481919,-0.00176144120238788,-0.0576255095748559,-0.0927776662136692,-0.0382033684147436,-0.0384584029244017,-0.0341831289246701,-0.0755841391301582,0.0158153830027252,0.025136109405075,-0.0738802416268806,0.135115169356763,-0.047739833149447,-0.0430786884113632,-0.0538585925418294,0.0720862510225573,0.0493757787449798,0.156541337761986,0.0858462522592902,0.23523217498183,-0.0206352784530257,0.02651862981735
"PFT9_AI_run1",0.00746798915710394,0.148385195291155,0.041793234085551,0.0601850307762132,0.0698450781415851,0.00142528777425447,0.157313459148789,0.201249803026296,-0.15705937474919,-0.103343637770034,-0.114051596531785,-0.0131527129404147,0.0802430385183846,-0.070538960302726,-0.0655343612977871,-0.122722725533748,-0.188000294895434,-0.12525709062246,-0.0315165874248084,0.083440881721025,-0.0574752993850339,0.0308946323005024
"PFT9_BSTm_run2",-0.0572248448817247,-0.0398131790760756,-0.102957551993181,-0.11360673605936,-0.0344069726339829,-0.0411719246057286,0.0646423683409666,-0.00603800357174627,0.0548002673965715,0.00420925432718364,-0.0256408401176871,0.12924873243766,0.0634942185521597,0.0589824404632718,-0.0352926132264906,-0.0552358549480242,-0.0412441975318901,0.0535633093926397,0.0082451289853614,-0.0334669531520254,-0.069367485660321,0.00984018580026166
"PFT9_GCT_run2",-0.0383380865922178,-0.0419085209611453,0.0236640327744257,0.0737447551774078,-0.115566473659908,-0.0197440573562071,-0.0934400499728087,-0.158105314428708,-0.0493877477206409,-0.0753620849709004,0.166884943075403,0.142986057493806,-0.194992045884841,-0.0487014225062035,0.0556603017240744,0.142957416705838,0.103377561953802,0.24732825300563,0.223208498580657,-0.146616379623828,0.0337751853102306,0.0412626190140729
"PFT9_LS_run2",-0.175221087003552,-0.149562871288837,-0.0630767765660667,0.161939563465209,0.0112003451039998,-0.0401241847953093,0.112176833668191,-0.0113823223343372,0.0903314032309045,-0.0597074201268706,0.0668056937371497,0.0615176977061755,0.0871728682232038,0.170911472905379,-0.00989110240298106,-0.100654873695,-0.0782421211350936,-0.0395138928149246,-0.0299942028624577,0.0027856788514701,-0.0567037495290696,0.0418398741306552
"PFT9_POM_run1",-0.00217384609841441,-0.0434264063034429,-0.082421535270104,0.0638913617340326,-0.0168663791133634,-0.0234333464905696,-0.0932208372524119,-0.0487855206473005,0.0658528104651762,0.127826349353919,0.135181454280349,-0.0271680553488193,0.0237508605277651,-0.0190328077992493,-0.0619233567874439,0.0156875330760242,0.107276185044809,0.000963084404191085,-0.102372035433283,-0.0808877261901216,0.0482592042921947,0.00504281900846776
"PFT9_PVN_run2",0.0235198902140822,-0.0199824915057389,-0.106771754747038,-0.106844284065568,-0.0290255021901559,-0.0482637712738981,-0.0651433476279628,-0.057914934091916,0.0446624549626034,0.107230091661149,0.159910010638168,0.120142108932455,0.0151443071982175,-0.0444097013276279,-0.0646934851068668,-0.0206877152334135,0.0889910436314098,0.10610574713447,-0.0157974754224953,-0.0115009299390596,0.0446675323216539,-0.010297366303387
"PFT9_TNA_run2",-0.0750500413078243,0.0932455544326646,0.0643261945748751,0.144876280514748,0.0165905466382314,0.271572503802656,0.103822086527119,0.16751907482266,-0.170808728430581,-0.109709955410828,-0.0915365904089615,-0.0756512543867532,0.0255456777175071,0.026741653622943,-0.083546516041114,-0.0786947539504596,-0.140624173799652,-0.118280052411057,-0.025893331571208,-0.0250313739615355,-0.00531908672145533,0.0050006117002637
"PFT9_VMH_run1",0.0642256289197048,0.0156663839671149,-0.0744106199752966,-0.0829811483340338,-0.0265987090177996,-0.0446921632324139,-0.0662943139626692,-0.0254744325117933,0.0368281845379924,0.115068604050404,0.065580897385477,0.00830976261337541,0.0207966876812399,-0.0479657290146007,-0.0261029453274946,-0.00791326719771978,0.0718812870288209,0.0148976860668341,-0.0515112741306767,-0.14400561968863,0.0561650662661882,-0.0175790712984419
