"","MEcyan","MEmediumpurple3","MEblack","MEdarkturquoise","MEhoneydew1","MEplum1","MEdarkgrey","MEsienna3","MEyellowgreen","MEnavajowhite2","MEyellow","MEpaleturquoise","MEbisque4","MEdarkmagenta","MEdarkseagreen4","MEpurple","MEtan","MEivory","MEviolet","MEdarkolivegreen","MEdarkorange2","MEgrey"
"PFT2_GCT_run1",0.0642398438869948,0.0156978434948658,0.148838814790769,0.0271512757548568,0.0244441833750081,-0.0158120928278364,-0.0929991975348037,-0.110542063394079,-0.0388410948406149,-0.0772718707231635,-0.0135732950608615,-0.0281212584002041,-0.188570687897187,-0.0618348156153846,0.0873961528033271,0.202123608375151,0.0945260664673332,0.121126482381009,0.204697131218519,-0.0659336594704443,-0.118324896193525,0.217426457008511
"PFT2_ICO_run1",0.153447125747673,0.0367127902024489,0.199793496598076,0.203594023758333,0.141674621329669,-0.0268213366383684,-0.098824164841046,-0.0582629918428827,-0.0372386756157935,-0.0505440295210604,-0.0916416886111276,-0.100195260248048,-0.173310398024717,-0.0811702230075904,0.252666532614105,0.129309530657634,0.0689928580123191,-0.00155793921835936,0.0715269778826199,0.0914887573775255,-0.0711360677680831,0.259724179902007
"PFT2_LS_run2",-0.151954081285797,-0.202679586598468,-0.0558418670478852,0.0937572856115793,0.142341962916975,-0.0398856582230295,0.0570873865919806,-0.0219320834847532,0.146461553902506,-0.011171270621538,0.154741252381711,-0.0593746165866381,0.131563044599774,0.195673899587898,-0.0168410910860747,-0.0826080620786839,-0.0333842354487925,-0.12606684763647,-0.13149029915381,-0.0259344238526267,-0.200576504694156,0.201191735337891
"PFT2_PVN_run2",0.00134243629656949,-0.0352721991291379,-0.0967430389592331,-0.132959566091211,0.0918901892577902,-0.0434623128012182,-0.0594672589039827,-0.0740918676196243,0.0328308619015111,0.0952286373874836,0.191802316644696,0.161971299577219,-0.00560924257370055,-0.0367502692987159,-0.0484284854925832,-0.00763717372999296,0.113969786133514,0.140295720586323,0.0330783575375261,-0.0886538964968168,-0.127605895349142,0.196028206312209
"PFT2_TNA_run1",-0.101874274072885,0.0637686983208798,0.0682266823226726,0.0781193838065662,0.135357690326529,0.285959754683686,0.100312339317637,0.137753481756526,-0.167485819268779,-0.115202736289161,-0.0804543888655652,-0.0311006246777198,0.0109604671635067,0.0365373615427591,-0.0921964585857701,-0.0747617536244628,-0.122798055106168,-0.0811662957114477,0.0174941315772677,-0.0321277916337988,-0.211800008753496,0.194320925217558
"PFT2_VMH_run1",0.0651723283000735,0.0150000068332405,-0.0598625311616839,-0.0468398201873343,0.123919617803207,-0.0511558667018055,-0.0578259345195017,-0.0127338222353049,0.0242501577325417,0.140370295880119,0.0842875369777049,0.00159080349675936,0.039947369914733,-0.0500484071183419,-0.0399471783642414,-0.0224633218297072,0.0643283491481979,-0.0136536785786117,-0.0556952674950017,-0.207216861893016,-0.140754281375906,0.22738179091624
"PFT3_AH_run2",-0.0119185858858302,-0.0110299971266425,-0.071021018642975,-0.0997628618917736,0.0593881107620403,-0.0468075740715348,-0.0208371910024587,-0.0580455645904932,0.0198657959376316,0.0394171945949253,-0.0759531931373338,0.140380372836191,-0.0127775871222021,-0.0383287781824107,-0.0615833220437878,0.0436484483583945,0.0362649821014681,0.117813602775519,0.0648597533560108,0.195965275766445,-0.0742527206926022,-0.0165229044117253
"PFT3_BSTm_run2",-0.067555398796757,-0.0770550913919325,-0.045032153354202,0.031590652938793,0.0783257683319845,-0.0345404134212814,0.0360161803230982,0.0107934248110287,0.0710883393155088,0.00951758269048649,0.0791003151805897,-0.0714332085609689,0.0878133322564971,0.0915648297209535,-0.0228628669627698,-0.0615003445269703,-0.0333307828039861,-0.116337052149186,-0.124720678272906,0.0137582625382478,-0.0705601926706895,-0.0230993050235146
"PFT3_GCT_run2",0.0417625561722497,0.0129919297333162,0.149350255784938,-0.0248782917926118,-0.00827717741134529,-0.0215209661044085,-0.0712114447696598,-0.124138025756775,-0.0511025619371957,-0.108978240347828,-0.0797656225481767,0.091573130229689,-0.217071499790732,-0.056043936621496,0.0841102249011639,0.208181002327178,0.0819787245645552,0.224957414132785,0.285706592073576,0.109241758812191,-0.0174685344561008,-0.0423740005589427
"PFT3_ICO_run2",0.0993029425295385,0.0341421537741901,0.0893211490203858,-0.00114105599349792,0.0215864998685571,-0.0332648550626823,-0.0807818038159907,-0.0580751018744996,-0.00111122053859035,-0.0437496510506582,0.0121254426811208,-0.0935665239915068,-0.110234668709967,-0.0546819602498589,0.244969097517415,0.111539766456317,0.0619681261096303,0.00636184278882721,0.0487557325224282,-0.0469932460460826,-0.00728485120264879,-0.0339925917884893
"PFT3_LS_run2",-0.179971562246018,-0.185675938354075,-0.015209669059441,0.153501616237098,0.100403776253629,-0.0444825240438133,0.125022250751357,-0.000941990923232941,0.141383138614377,-0.0672802407583244,0.0515748846215104,-0.0415376446110213,0.128690042890753,0.239242393540743,0.00378331933340821,-0.103820092467388,-0.0961595741632971,-0.131299684850802,-0.0851716134609121,-0.00295975329883749,-0.0694486958670495,-0.00454370389146309
"PFT3_POM_run1",-0.00956585053135021,-0.0430935784648895,-0.0729649040300833,0.0634405390757977,0.0572354444385368,-0.0386078415161291,-0.0809468016560923,-0.0610109469771359,0.050327762258479,0.114535235491186,0.0857012424915413,0.020090987438097,0.0144804368398624,-0.0158186690798323,-0.0548792345584,-0.000687976177691086,0.090064091735551,0.0307669813627752,-0.0591532732100735,-0.0658491911208434,0.00794546564912375,-0.00604674898102184
"PFT3_PVN_run2",-0.0138498865519106,-0.0364478838653997,-0.12150717861385,-0.0985060229854817,0.0815599290439764,-0.0654420602316028,-0.0482342648667913,-0.0725903596204794,0.0492931161259218,0.109718222211955,0.136436755499969,0.161689078501268,0.0344040428208919,-0.0394542457216693,-0.0717170607651183,-0.0379423668096402,0.072097970602797,0.109208191432436,-0.00150283221811874,0.170882823099505,-0.0180817636320189,-0.0152433407108529
"PFT3_TNA_run1",-0.08025723341656,0.0806744891119436,0.0464962907700062,0.0695817846846996,0.0777854327326338,0.227651372073496,0.0995917445283691,0.133976863100468,-0.150900316131508,-0.111121318545389,-0.0831437504362346,-0.020022993360769,0.014484602610642,0.0303464452849225,-0.070255637370312,-0.0693447565308706,-0.121949176258822,-0.0748965480684337,0.0230731578898529,-0.063535846053974,-0.078996875083114,-0.036943188375739
"PFT3_VMH_run2",-0.0122691385647348,-0.0269794936002337,-0.126513809715238,-0.17126036545774,0.0627957949657307,-0.056564560320779,-0.0390459952258498,-0.0571336385538588,0.0386743826750827,0.0975894412250011,0.109040004538386,0.153818962154358,0.026781246472222,-0.030690293757986,-0.0607555301731908,-0.0136747423189556,0.06882126316458,0.116470016489017,0.016661306685699,-0.100476062643291,-0.0256996890311339,-0.0579520126378031
"PFT4_AH_run2",0.0325948280051208,0.00668719793911135,-0.00294160890507103,-0.0924636972501007,-0.0103335797508109,-0.0279739382981287,-0.0507686980001332,-0.0686009156216044,0.0127102865067236,0.00971922183623516,-0.0831423909509173,0.0458015080220046,-0.0680650538041135,-0.0392217904464047,-0.0417009942473726,0.106695296972129,0.0619267888315226,0.112410485526468,0.0854936026571937,-0.0115096495395718,-0.0552045240067752,-0.0270702888449416
"PFT4_AI_run1",0.0524017560107797,0.17533975135254,0.0732129308062437,0.0221743997576326,0.10554120141016,0.0120641943639963,0.13009630153104,0.207964268852843,-0.149841937956095,-0.0894480122126896,-0.122110623441762,-0.086447783973026,0.0857704032039335,-0.071311869748156,-0.046814258205832,-0.106284294596451,-0.167909783470144,-0.17804076210793,-0.0505891381785145,-0.0844543110218239,-0.0916763570132209,-0.0438667805050456
"PFT4_BSTm_run2",0.0373869051903673,0.0075570679155841,-0.0437741533473051,-0.0595017657948372,0.0586860979498332,-0.0501844817501851,0.012115299486947,0.0210592261987583,0.0446100370045621,0.05003478265729,-0.0563590293442594,-0.0392679712947589,0.079112067466841,-0.0134693967591601,-0.0325405024301888,-0.0325679980983063,-0.0234470422797928,-0.0673823965006795,-0.0834089335209398,-0.020997464091971,-0.0596314065623121,-0.0342375162485372
